found_taxa,worms_sciname,ncbi_species,gbif_name,rank,gbif_status,query,worms_aphiaid,worms_status,unacceptreason,freshwater_only,kingdom,phylum,class,order,family,genus
Trichogaster fasciata,Trichogaster fasciata,Trichogaster fasciata,Trichogaster fasciata,species,ACCEPTED,Trichogaster fasciata,315877,accepted,NA,1,Animalia,Chordata,Teleostei,Anabantiformes,Osphronemidae,Trichogaster
Chelidonichthys lucerna,Chelidonichthys lucerna,Chelidonichthys lucerna,Chelidonichthys lucerna,species,ACCEPTED,Chelidonichthys lucerna,127262,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Triglidae,Chelidonichthys
Chelidonichthys cuculus,Chelidonichthys cuculus,Chelidonichthys cuculus,Chelidonichthys cuculus,species,ACCEPTED,Chelidonichthys cuculus,127259,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Triglidae,Chelidonichthys
Chelidonichthys lastoviza,Chelidonichthys lastoviza,Trigloporus lastoviza,Trigloporus lastoviza,species,SYNONYM,Trigloporus lastoviza,127261,unaccepted,Superseded combination,0,Animalia,Chordata,Teleostei,Perciformes,Triglidae,Trigloporus
Mastacembelus zebratus,Mastacembelus zebratus,Mastacembelus zebratus,Mastacembelus zebratus,species,ACCEPTED,Mastacembelus zebratus,1383580,accepted,NA,1,Animalia,Chordata,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus
Mastacembelus apectoralis,Mastacembelus apectoralis,Mastacembelus apectoralis,Mastacembelus apectoralis,species,ACCEPTED,Mastacembelus apectoralis,1007878,accepted,NA,1,Animalia,Chordata,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus
Cephalopholis urodeta,Cephalopholis urodeta,Cephalopholis urodeta,Cephalopholis urodeta,species,ACCEPTED,Cephalopholis urodeta,218181,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Cephalopholis
Poropanchax normani,Poropanchax normani,Poropanchax normani,Poropanchax normani,species,ACCEPTED,Poropanchax normani,1015668,accepted,NA,1,Animalia,Chordata,Teleostei,Cyprinodontiformes,Poeciliidae,Poropanchax
Crystallaria asprella,Crystallaria asprella,Crystallaria asprella,Crystallaria asprella,species,ACCEPTED,Crystallaria asprella,1042350,accepted,NA,1,Animalia,Chordata,Teleostei,Perciformes,Percidae,Crystallaria
Remora brachyptera,Remora brachyptera,Remora brachyptera,Remora brachyptera,species,ACCEPTED,Remora brachyptera,126851,accepted,NA,0,Animalia,Chordata,Teleostei,Carangiformes,Echeneidae,Remora
Balistes polylepis,Balistes polylepis,Balistes polylepis,Balistes polylepis,species,ACCEPTED,Balistes polylepis,275234,accepted,NA,0,Animalia,Chordata,Teleostei,Tetraodontiformes,Balistidae,Balistes
Neoachiropsetta milfordi,Neoachiropsetta milfordi,Neoachiropsetta milfordi,Neoachiropsetta milfordi,species,ACCEPTED,Neoachiropsetta milfordi,234804,accepted,NA,0,Animalia,Chordata,Teleostei,Pleuronectiformes,Achiropsettidae,Neoachiropsetta
Lepidotrigla guentheri,Lepidotrigla guentheri,Lepidotrigla guentheri,Lepidotrigla guentheri,species,ACCEPTED,Lepidotrigla guentheri,274892,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Triglidae,Lepidotrigla
Engyprosopon macrolepis,Engyprosopon macrolepis,Engyprosopon macrolepis,Engyprosopon macrolepis,species,ACCEPTED,Engyprosopon macrolepis,219804,accepted,NA,0,Animalia,Chordata,Teleostei,Pleuronectiformes,Bothidae,Engyprosopon
Pristolepis fasciata,Pristolepis fasciata,Pristolepis fasciata,Pristolepis fasciata,species,ACCEPTED,Pristolepis fasciata,1418663,accepted,NA,1,Animalia,Chordata,Teleostei,Anabantiformes,Pristolepididae,Pristolepis
Lepidotrigla kishinouyi,Lepidotrigla kishinouyi,Lepidotrigla kishinouyi,Lepidotrigla kishinouyi,species,ACCEPTED,Lepidotrigla kishinouyi,274897,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Triglidae,Lepidotrigla
Lepidotrigla longifaciata,Lepidotrigla longifaciata,Lepidotrigla longifaciata,Lepidotrigla longifaciata,species,ACCEPTED,Lepidotrigla longifaciata,274900,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Triglidae,Lepidotrigla
Pomadasys sp. CBM:ZF:18112,NA,Pomadasys sp. CBM:ZF:18112,NA,NA,NA,Pomadasys sp. CBM:ZF:18112,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Pomadasys
Lepidotrigla japonica,Lepidotrigla japonica,Lepidotrigla japonica,Lepidotrigla japonica,species,ACCEPTED,Lepidotrigla japonica,274894,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Triglidae,Lepidotrigla
Monacanthus tuckeri,Monacanthus tuckeri,Monacanthus tuckeri,Monacanthus tuckeri,species,ACCEPTED,Monacanthus tuckeri,159499,accepted,NA,0,Animalia,Chordata,Teleostei,Tetraodontiformes,Monacanthidae,Monacanthus
Balistes vetula,Balistes vetula,Balistes vetula,Balistes vetula,species,ACCEPTED,Balistes vetula,127397,accepted,NA,0,Animalia,Chordata,Teleostei,Tetraodontiformes,Balistidae,Balistes
Pseudorhombus levisquamis,Pseudorhombus levisquamis,Pseudorhombus levisquamis,Pseudorhombus levisquamis,species,ACCEPTED,Pseudorhombus levisquamis,277081,accepted,NA,0,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Pseudorhombus
Lepidotrigla sp. NMMBP 1282,NA,Lepidotrigla sp. NMMBP 1282,NA,NA,NA,Lepidotrigla sp. NMMBP 1282,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Perciformes,Triglidae,Lepidotrigla
Lepidotrigla abyssalis,Lepidotrigla abyssalis,Lepidotrigla abyssalis,Lepidotrigla abyssalis,species,ACCEPTED,Lepidotrigla abyssalis,274879,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Triglidae,Lepidotrigla
Centrarchus macropterus,Centrarchus macropterus,Centrarchus macropterus,Centrarchus macropterus,species,ACCEPTED,Centrarchus macropterus,1022967,accepted,NA,1,Animalia,Chordata,Teleostei,Centrarchiformes,Centrarchidae,Centrarchus
Lepidotrigla hime,Lepidotrigla hime,Lepidotrigla hime,Lepidotrigla hime,species,ACCEPTED,Lepidotrigla hime,274893,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Triglidae,Lepidotrigla
Lepidotrigla alata,Lepidotrigla alata,Lepidotrigla alata,Lepidotrigla alata,species,ACCEPTED,Lepidotrigla alata,274880,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Triglidae,Lepidotrigla
Sillago maculata,Sillago maculata,Sillago maculata,Sillago maculata,species,ACCEPTED,Sillago maculata,273947,accepted,NA,0,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sillaginidae,Sillago
Neoclinus bryope,Neoclinus bryope,Neoclinus bryope,Neoclinus bryope,species,ACCEPTED,Neoclinus bryope,281680,accepted,NA,0,Animalia,Chordata,Teleostei,Blenniiformes,Chaenopsidae,Neoclinus
Mastacembelus plagiostomus,Mastacembelus plagiostomus,Mastacembelus plagiostomus,Mastacembelus plagiostomus,species,ACCEPTED,Mastacembelus plagiostomus,1383579,accepted,NA,1,Animalia,Chordata,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus
Epinephelus radiatus,Epinephelus radiatus,Epinephelus radiatus,Epinephelus radiatus,species,ACCEPTED,Epinephelus radiatus,218222,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Epinephelus
Acanthochromis polyacanthus,Acanthochromis polyacanthus,Acanthochromis polyacanthus,Acanthochromis polyacanthus,species,ACCEPTED,Acanthochromis polyacanthus,279469,accepted,NA,0,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Acanthochromis
Cephalopholis sexmaculata,Cephalopholis sexmaculata,Cephalopholis sexmaculata,Cephalopholis sexmaculata,species,ACCEPTED,Cephalopholis sexmaculata,218189,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Cephalopholis
Andinoacara pulcher,Andinoacara pulcher,Andinoacara pulcher,Andinoacara pulcher,species,ACCEPTED,Andinoacara pulcher,991177,accepted,NA,1,Animalia,Chordata,Teleostei,Cichliformes,Cichlidae,Andinoacara
Cephalopholis sonnerati,Cephalopholis sonnerati,Cephalopholis sonnerati,Cephalopholis sonnerati,species,ACCEPTED,Cephalopholis sonnerati,218183,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Cephalopholis
Cephalopholis oligosticta,Cephalopholis oligosticta,Cephalopholis oligosticta,Cephalopholis oligosticta,species,ACCEPTED,Cephalopholis oligosticta,218176,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Cephalopholis
Leuroglossus schmidti,Leuroglossus schmidti,Leuroglossus schmidti,Leuroglossus schmidti,species,ACCEPTED,Leuroglossus schmidti,254551,accepted,NA,0,Animalia,Chordata,Teleostei,Argentiniformes,Bathylagidae,Leuroglossus
Lipolagus ochotensis,Lipolagus ochotensis,Lipolagus ochotensis,Lipolagus ochotensis,species,ACCEPTED,Lipolagus ochotensis,281374,accepted,NA,0,Animalia,Chordata,Teleostei,Argentiniformes,Bathylagidae,Lipolagus
Bathylagus pacificus,Bathylagus pacificus,Bathylagus pacificus,Bathylagus pacificus,species,ACCEPTED,Bathylagus pacificus,272919,accepted,NA,0,Animalia,Chordata,Teleostei,Argentiniformes,Bathylagidae,Bathylagus
Melanolagus bericoides,Melanolagus bericoides,Melanolagus bericoides,Melanolagus bericoides,species,ACCEPTED,Melanolagus bericoides,126721,accepted,NA,0,Animalia,Chordata,Teleostei,Argentiniformes,Bathylagidae,Melanolagus
Pseudobathylagus milleri,Pseudobathylagus milleri,Pseudobathylagus milleri,Pseudobathylagus milleri,species,ACCEPTED,Pseudobathylagus milleri,282406,accepted,NA,0,Animalia,Chordata,Teleostei,Argentiniformes,Bathylagidae,Pseudobathylagus
Argentina kagoshimae,Argentina kagoshimae,Argentina kagoshimae,Argentina kagoshimae,species,ACCEPTED,Argentina kagoshimae,272896,accepted,NA,0,Animalia,Chordata,Teleostei,Argentiniformes,Argentinidae,Argentina
Prosopium williamsoni,Prosopium williamsoni,Prosopium williamsoni,Prosopium williamsoni,species,ACCEPTED,Prosopium williamsoni,567546,accepted,NA,1,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Prosopium
Bathylagichthys greyae,Bathylagichthys greyae,Bathylagichthys greyae,Bathylagichthys greyae,species,ACCEPTED,Bathylagichthys greyae,126718,accepted,NA,0,Animalia,Chordata,Teleostei,Argentiniformes,Bathylagidae,Bathylagichthys
Nansenia groenlandica,Nansenia groenlandica,Nansenia groenlandica,Nansenia groenlandica,species,ACCEPTED,Nansenia groenlandica,126725,accepted,NA,0,Animalia,Chordata,Teleostei,Argentiniformes,Microstomatidae,Nansenia
Nansenia oblita,Nansenia oblita,Nansenia oblita,Nansenia oblita,species,ACCEPTED,Nansenia oblita,126728,accepted,NA,0,Animalia,Chordata,Teleostei,Argentiniformes,Microstomatidae,Nansenia
Argentina silus,Argentina silus,Argentina silus,Argentina silus,species,ACCEPTED,Argentina silus,126715,accepted,NA,0,Animalia,Chordata,Teleostei,Argentiniformes,Argentinidae,Argentina
Prosopium cylindraceum,Prosopium cylindraceum,Prosopium cylindraceum,Prosopium cylindraceum,species,ACCEPTED,Prosopium cylindraceum,282373,accepted,NA,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Prosopium
Nansenia candida,Nansenia candida,Nansenia sanrikuensis,Nansenia sanrikuensis,species,SYNONYM,Nansenia sanrikuensis,272926,unaccepted,NA,0,Animalia,Chordata,Teleostei,Argentiniformes,Microstomatidae,Nansenia
Glossanodon kotakamaru,Glossanodon kotakamaru,Glossanodon kotakamaru,Glossanodon kotakamaru,species,ACCEPTED,Glossanodon kotakamaru,474905,accepted,NA,0,Animalia,Chordata,Teleostei,Argentiniformes,Argentinidae,Glossanodon
Tetragonurus cuvieri,Tetragonurus cuvieri,Tetragonurus cuvieri,Tetragonurus cuvieri,species,ACCEPTED,Tetragonurus cuvieri,127080,accepted,NA,0,Animalia,Chordata,Teleostei,Scombriformes,Tetragonuridae,Tetragonurus
Thymallus brevirostris,Thymallus brevirostris,Thymallus brevirostris,Thymallus brevirostris,species,ACCEPTED,Thymallus brevirostris,1020060,accepted,NA,1,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Thymallus
Thymallus grubii,Thymallus grubii,Thymallus grubii,Thymallus grubii,species,ACCEPTED,Thymallus grubii,293751,accepted,NA,1,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Thymallus
Thymallus burejensis,Thymallus burejensis,Thymallus burejensis,Thymallus burejensis,species,ACCEPTED,Thymallus burejensis,1009352,accepted,NA,1,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Thymallus
Thymallus tugarinae,Thymallus tugarinae,Thymallus tugarinae,Thymallus tugarinae,species,ACCEPTED,Thymallus tugarinae,1008744,accepted,NA,1,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Thymallus
Nansenia ardesiaca,Nansenia ardesiaca,Nansenia ardesiaca,Nansenia ardesiaca,species,ACCEPTED,Nansenia ardesiaca,272924,accepted,NA,0,Animalia,Chordata,Teleostei,Argentiniformes,Microstomatidae,Nansenia
Thymallus arcticus arcticus,NA,Thymallus arcticus arcticus,Thymallus arcticus arcticus,variety,ACCEPTED,Thymallus arcticus arcticus,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Thymallus
Thymallus brevicephalus,NA,Thymallus brevicephalus,NA,NA,NA,Thymallus brevicephalus,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Thymallus
Thymallus svetovidovi,Thymallus svetovidovi,Thymallus svetovidovi,Thymallus svetovidovi,species,ACCEPTED,Thymallus svetovidovi,1008304,accepted,NA,1,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Thymallus
Thymallus nikolskyi,Thymallus nikolskyi,Thymallus nikolskyi,Thymallus nikolskyi,species,ACCEPTED,Thymallus nikolskyi,1494218,accepted,NA,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Thymallus
Herichthys carpintis,Herichthys carpintis,Herichthys carpintis,Herichthys carpintis,species,ACCEPTED,Herichthys carpintis,1026797,accepted,NA,1,Animalia,Chordata,Teleostei,Cichliformes,Cichlidae,Herichthys
Ruvettus pretiosus,Ruvettus pretiosus,Ruvettus pretiosus,Ruvettus pretiosus,species,ACCEPTED,Ruvettus pretiosus,126867,accepted,NA,0,Animalia,Chordata,Teleostei,Scombriformes,Gempylidae,Ruvettus
Auxis rochei,Auxis rochei,Auxis rochei,Auxis rochei,species,ACCEPTED,Auxis rochei,127015,accepted,NA,0,Animalia,Chordata,Teleostei,Scombriformes,Scombridae,Auxis
Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,Thymallus arcticus,species,ACCEPTED,Thymallus arcticus,254571,accepted,NA,1,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Thymallus
Thymallus flavomaculatus,Thymallus flavomaculatus,Thymallus grubii flavomaculatus,Thymallus grubii flavomaculatus,subspecies,SYNONYM,Thymallus grubii flavomaculatus,713089,unaccepted,synonym,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Thymallus
Thymallus nigrescens,Thymallus nigrescens,Thymallus nigrescens,Thymallus nigrescens,species,ACCEPTED,Thymallus nigrescens,1424352,accepted,NA,1,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Thymallus
Thymallus mertensii,Thymallus mertensii,Thymallus mertensii,Thymallus mertensii,species,ACCEPTED,Thymallus mertensii,275330,accepted,NA,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Thymallus
Thymallus baicalensis,Thymallus baicalensis,Thymallus baicalensis,Thymallus baicalensis,species,ACCEPTED,Thymallus baicalensis,1421968,accepted,NA,1,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Thymallus
Thymallus aeliani,NA,Thymallus aeliani,Thymallus aeliani,species,SYNONYM,Thymallus aeliani,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Thymallus
Bathymaster signatus,Bathymaster signatus,Bathymaster signatus,Bathymaster signatus,species,ACCEPTED,Bathymaster signatus,254513,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Bathymasteridae,Bathymaster
Herichthys cyanoguttatus,Herichthys cyanoguttatus,Herichthys cyanoguttatus,Herichthys cyanoguttatus,species,ACCEPTED,Herichthys cyanoguttatus,1011453,accepted,NA,1,Animalia,Chordata,Teleostei,Cichliformes,Cichlidae,Herichthys
Sander lucioperca,Sander lucioperca,Sander lucioperca,Sander lucioperca,species,ACCEPTED,Sander lucioperca,151308,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Percidae,Sander
Bathymaster leurolepis,Bathymaster leurolepis,Bathymaster leurolepis,Bathymaster leurolepis,species,ACCEPTED,Bathymaster leurolepis,254512,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Bathymasteridae,Bathymaster
Xenophthalmichthys danae,Xenophthalmichthys danae,Xenophthalmichthys danae,Xenophthalmichthys danae,species,ACCEPTED,Xenophthalmichthys danae,283193,accepted,NA,0,Animalia,Chordata,Teleostei,Argentiniformes,Microstomatidae,Xenophthalmichthys
Zaprora silenus,Zaprora silenus,Zaprora silenus,Zaprora silenus,species,ACCEPTED,Zaprora silenus,254353,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Zaproridae,Zaprora
Taractes rubescens,Taractes rubescens,Taractes rubescens,Taractes rubescens,species,ACCEPTED,Taractes rubescens,126787,accepted,NA,0,Animalia,Chordata,Teleostei,Scombriformes,Bramidae,Taractes
Gephyroberyx japonicus,Gephyroberyx japonicus,Gephyroberyx japonicus,Gephyroberyx japonicus,species,ACCEPTED,Gephyroberyx japonicus,272222,accepted,NA,0,Animalia,Chordata,Teleostei,Trachichthyiformes,Trachichthyidae,Gephyroberyx
Taractes asper,Taractes asper,Taractes asper,Taractes asper,species,ACCEPTED,Taractes asper,126786,accepted,NA,0,Animalia,Chordata,Teleostei,Scombriformes,Bramidae,Taractes
Sander canadensis,Sander canadensis,Sander canadensis,Sander canadensis,species,ACCEPTED,Sander canadensis,723270,accepted,NA,1,Animalia,Chordata,Teleostei,Perciformes,Percidae,Sander
Sander volgensis,Sander volgensis,Sander volgensis,Sander volgensis,species,ACCEPTED,Sander volgensis,275312,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Percidae,Sander
Lepidocybium flavobrunneum,Lepidocybium flavobrunneum,Lepidocybium flavobrunneum,Lepidocybium flavobrunneum,species,ACCEPTED,Lepidocybium flavobrunneum,126863,accepted,NA,0,Animalia,Chordata,Teleostei,Scombriformes,Gempylidae,Lepidocybium
Gargariscus prionocephalus,Gargariscus prionocephalus,Gargariscus prionocephalus,Gargariscus prionocephalus,species,ACCEPTED,Gargariscus prionocephalus,280815,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Peristediidae,Gargariscus
Auxis thazard,Auxis thazard,Auxis thazard,Auxis thazard,species,ACCEPTED,Auxis thazard,127016,accepted,NA,0,Animalia,Chordata,Teleostei,Scombriformes,Scombridae,Auxis
Lepidotrigla sp. KAUM I 63057,NA,Lepidotrigla sp. KAUM I 63057,NA,NA,NA,Lepidotrigla sp. KAUM I 63057,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Perciformes,Triglidae,Lepidotrigla
Thymallus yaluensis,Thymallus yaluensis,Thymallus yaluensis,Thymallus yaluensis,species,ACCEPTED,Thymallus yaluensis,1525505,accepted,NA,1,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Thymallus
Scomberomorus cavalla,Scomberomorus cavalla,Scomberomorus cavalla,Scomberomorus cavalla,species,ACCEPTED,Scomberomorus cavalla,159340,accepted,NA,0,Animalia,Chordata,Teleostei,Scombriformes,Scombridae,Scomberomorus
Achoerodus viridis,Achoerodus viridis,Achoerodus viridis,Achoerodus viridis,species,ACCEPTED,Achoerodus viridis,279498,accepted,NA,0,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Achoerodus
Favonigobius gymnauchen,Favonigobius gymnauchen,Favonigobius gymnauchen,Favonigobius gymnauchen,species,ACCEPTED,Favonigobius gymnauchen,280772,accepted,NA,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Favonigobius
Pholis nebulosa,Pholis nebulosa,Pholis nebulosa,Pholis nebulosa,species,ACCEPTED,Pholis nebulosa,273691,accepted,NA,0,Animalia,Chordata,Teleostei,Perciformes,Pholidae,Pholis
Euthynnus alletteratus,Euthynnus alletteratus,Euthynnus alletteratus,Euthynnus alletteratus,species,ACCEPTED,Euthynnus alletteratus,127017,accepted,NA,0,Animalia,Chordata,Teleostei,Scombriformes,Scombridae,Euthynnus
Thysanactis dentex,Thysanactis dentex,Thysanactis dentex,Thysanactis dentex,species,ACCEPTED,Thysanactis dentex,282973,accepted,NA,0,Animalia,Chordata,Teleostei,Stomiiformes,Stomiidae,Thysanactis
Thysanactis sp. CBM:ZF:15563,NA,Thysanactis sp. CBM:ZF:15563,NA,NA,NA,Thysanactis sp. CBM:ZF:15563,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Stomiiformes,Stomiidae,Thysanactis
Astronesthes splendidus,Astronesthes splendidus,Astronesthes splendidus,Astronesthes splendidus,species,ACCEPTED,Astronesthes splendidus,306683,accepted,NA,0,Animalia,Chordata,Teleostei,Stomiiformes,Stomiidae,Astronesthes
Astronesthes sp. CBM DNA No. 2015-229,NA,Astronesthes sp. CBM DNA No. 2015-229,NA,NA,NA,Astronesthes sp. CBM DNA No. 2015-229,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Stomiiformes,Stomiidae,Astronesthes
Stichaeopsis sp. HUMZ:198853,NA,Stichaeopsis sp. HUMZ:198853,NA,NA,NA,Stichaeopsis sp. HUMZ:198853,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Perciformes,Stichaeidae,Stichaeopsis
