#Query	#lca rank	#lca taxon	#kingdom	#phylum	#class	#order	#family	#genus	#species	#method
ASV385	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV386	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV387	class	Actinopteri	Eukaryota	Chordata	Actinopteri	no identification	no identification	no identification	no identification	lca
ASV388	family	Salmonidae	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	no identification	no identification	lca
ASV389	class	Actinopteri	Eukaryota	Chordata	Actinopteri	no identification	no identification	no identification	no identification	lca
ASV390	class	Actinopteri	Eukaryota	Chordata	Actinopteri	no identification	no identification	no identification	no identification	lca
ASV391	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV392	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV393	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV394	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV395	class	Actinopteri	Eukaryota	Chordata	Actinopteri	no identification	no identification	no identification	no identification	lca
ASV396	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV397	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV398	class	Actinopteri	Eukaryota	Chordata	Actinopteri	no identification	no identification	no identification	no identification	lca
ASV399	class	Actinopteri	Eukaryota	Chordata	Actinopteri	no identification	no identification	no identification	no identification	lca
ASV400	kingdom	Bacteria	Bacteria	no identification	no identification	no identification	no identification	no identification	no identification	lca
ASV401	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV402	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV403	class	Actinopteri	Eukaryota	Chordata	Actinopteri	no identification	no identification	no identification	no identification	lca
ASV406	class	Actinopteri	Eukaryota	Chordata	Actinopteri	no identification	no identification	no identification	no identification	lca
ASV407	class	Actinopteri	Eukaryota	Chordata	Actinopteri	no identification	no identification	no identification	no identification	lca
ASV408	family	Salmonidae	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	no identification	no identification	lca
ASV409	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV410	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV411	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV412	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV413	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV414	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV415	class	Actinopteri	Eukaryota	Chordata	Actinopteri	no identification	no identification	no identification	no identification	lca
ASV417	class	Actinopteri	Eukaryota	Chordata	Actinopteri	no identification	no identification	no identification	no identification	lca
ASV418	class	Actinopteri	Eukaryota	Chordata	Actinopteri	no identification	no identification	no identification	no identification	lca
ASV419	class	Actinopteri	Eukaryota	Chordata	Actinopteri	no identification	no identification	no identification	no identification	lca
ASV420	kingdom	Bacteria	Bacteria	no identification	no identification	no identification	no identification	no identification	no identification	lca
