"","accepted_name","verbatim_name","taxonomic_status","species","subspecies","taxon_rank","class","order","family","genus","is_marine","is_brackish","is_freshwater","taxon_id","ncbi_id","fishbase_name"
"277","Petrotyx hopkinsi","Petrotyx hopkinsi","accepted","Petrotyx hopkinsi",NA,"species","Actinopteri","Ophidiiformes","Ophidiidae","Petrotyx",TRUE,FALSE,FALSE,282224,NA,"Petrotyx hopkinsi"
"278","Opisthopterus dovii","Opisthopterus dovii","accepted","Opisthopterus dovii",NA,"species","Actinopteri","Clupeiformes","Pristigasteridae","Opisthopterus",TRUE,TRUE,FALSE,281919,NA,"Opisthopterus dovii"
"279","Achirus scutum","Achirus scutum","accepted","Achirus scutum",NA,"species","Actinopteri","Pleuronectiformes","Achiridae","Achirus",TRUE,TRUE,FALSE,279495,NA,"Achirus scutum"
"280","Myrichthys aspetocheiros","Myrichthys aspetocheiros","accepted","Myrichthys aspetocheiros",NA,"species","Actinopteri","Anguilliformes","Ophichthidae","Myrichthys",TRUE,FALSE,FALSE,275483,NA,"Myrichthys aspetocheiros"
"281","Stomias colubrinus","Stomias colubrinus","accepted","Stomias colubrinus",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Stomias",TRUE,FALSE,FALSE,306767,NA,"Stomias colubrinus"
"282","Quassiremus nothochir","Quassiremus nothochir","accepted","Quassiremus nothochir",NA,"species","Actinopteri","Anguilliformes","Ophichthidae","Quassiremus",TRUE,FALSE,FALSE,282534,NA,"Quassiremus nothochir"
"283","Seriola peruana","Seriola peruana","accepted","Seriola peruana",NA,"species","Actinopteri","Carangiformes","Carangidae","Seriola",TRUE,FALSE,FALSE,276650,NA,"Seriola peruana"
"284","Hypsoblennius proteus","Hypsoblennius proteus","accepted","Hypsoblennius proteus",NA,"species","Actinopteri","Blenniiformes","Blenniidae","Hypsoblennius",TRUE,FALSE,FALSE,276330,NA,"Hypsoblennius proteus"
"285","Ophichthus apachus","Ophichthus apachus","accepted","Ophichthus apachus",NA,"species","Actinopteri","Anguilliformes","Ophichthidae","Ophichthus",TRUE,FALSE,FALSE,271938,NA,"Ophichthus apachus"
"286","Monolene dubiosa","Monolene dubiosa","accepted","Monolene dubiosa",NA,"species","Actinopteri","Pleuronectiformes","Bothidae","Monolene",TRUE,FALSE,FALSE,275917,NA,"Monolene dubiosa"
"287","Symphurus oligomerus","Symphurus oligomerus","accepted","Symphurus oligomerus",NA,"species","Actinopteri","Pleuronectiformes","Cynoglossidae","Symphurus",TRUE,FALSE,FALSE,274264,NA,"Symphurus oligomerus"
"288","Aseraggodes herrei","Aseraggodes herrei","accepted","Aseraggodes herrei",NA,"species","Actinopteri","Pleuronectiformes","Soleidae","Aseraggodes",TRUE,FALSE,FALSE,279721,NA,"Aseraggodes herrei"
"289","Plectroglyphidodon fasciolatus","Plectroglyphidodon fasciolatus","accepted","Plectroglyphidodon fasciolatus",NA,"species","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Plectroglyphidodon",TRUE,FALSE,FALSE,1592381,NA,"Plectroglyphidodon fasciolatus"
"290","Plagiotremus goslinei","Plagiotremus goslinei","accepted","Plagiotremus goslinei",NA,"species","Actinopteri","Blenniiformes","Blenniidae","Plagiotremus",TRUE,FALSE,FALSE,278236,NA,"Plagiotremus goslinei"
"291","Pycnochromis hanui","Pycnochromis hanui","accepted","Pycnochromis hanui",NA,"species","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Pycnochromis",TRUE,FALSE,FALSE,1595015,NA,"Pycnochromis hanui"
"292","Plagiotremus ewaensis","Plagiotremus ewaensis","accepted","Plagiotremus ewaensis",NA,"species","Actinopteri","Blenniiformes","Blenniidae","Plagiotremus",TRUE,FALSE,FALSE,278235,NA,"Plagiotremus ewaensis"
"293","Kyphosus sandwicensis","Kyphosus sandwicensis","accepted","Kyphosus sandwicensis",NA,"species","Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus",TRUE,FALSE,FALSE,712742,NA,"Kyphosus sandwicensis"
"294","Halieutaea retifera","Halieutaea retifera","accepted","Halieutaea retifera",NA,"species","Actinopteri","Lophiiformes","Ogcocephalidae","Halieutaea",TRUE,FALSE,FALSE,279065,NA,"Halieutaea retifera"
"295","Coris ballieui","Coris ballieui","accepted","Coris ballieui",NA,"species","Actinopteri","Eupercaria incertae sedis","Labridae","Coris",TRUE,FALSE,FALSE,273550,NA,"Coris ballieui"
"296","Caracanthus typicus","Caracanthus typicus","accepted","Caracanthus typicus",NA,"species","Actinopteri","Perciformes","Scorpaenidae","Caracanthus",TRUE,FALSE,FALSE,277038,NA,"Caracanthus typicus"
"297","Eustomias enbarbatus","Eustomias enbarbatus","accepted","Eustomias enbarbatus",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,158854,NA,"Eustomias enbarbatus"
"298","Ariosoma marginatum","Ariosoma marginatum","accepted","Ariosoma marginatum",NA,"species","Actinopteri","Anguilliformes","Congridae","Ariosoma",TRUE,FALSE,FALSE,271725,NA,"Ariosoma marginatum"
"299","Argyripnus brocki","Argyripnus brocki","accepted","Argyripnus brocki",NA,"species","Actinopteri","Stomiiformes","Sternoptychidae","Argyripnus",TRUE,FALSE,FALSE,274963,NA,"Argyripnus brocki"
"300","Eustomias curtatus","Eustomias curtatus","accepted","Eustomias curtatus",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,275082,NA,"Eustomias curtatus"
"301","Eustomias bibulboides","Eustomias bibulboides","accepted","Eustomias bibulboides",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,275067,NA,"Eustomias bibulboides"
"302","Pseudanthias thompsoni","Pseudanthias thompsoni","accepted","Pseudanthias thompsoni",NA,"species","Actinopteri","Perciformes","Serranidae","Pseudanthias",TRUE,FALSE,FALSE,277483,NA,"Pseudanthias thompsoni"
"303","Aulotrachichthys heptalepis","Aulotrachichthys heptalepis","accepted","Aulotrachichthys heptalepis",NA,"species","Actinopteri","Trachichthyiformes","Trachichthyidae","Aulotrachichthys",TRUE,FALSE,FALSE,313818,NA,"Aulotrachichthys heptalepis"
"304","Physiculus sterops","Physiculus sterops","accepted","Physiculus sterops",NA,"species","Actinopteri","Gadiformes","Moridae","Physiculus",TRUE,FALSE,FALSE,272514,NA,"Physiculus sterops"
"305","Dasyscopelus spinosus","Dasyscopelus spinosus","accepted","Dasyscopelus spinosus",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Dasyscopelus",TRUE,FALSE,FALSE,1525960,NA,"Dasyscopelus spinosus"
"306","Eustomias vulgaris","Eustomias vulgaris","accepted","Eustomias vulgaris",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,275148,NA,"Eustomias vulgaris"
"307","Chlorophthalmus proridens","Chlorophthalmus proridens","accepted","Chlorophthalmus proridens",NA,"species","Actinopteri","Aulopiformes","Chlorophthalmidae","Chlorophthalmus",TRUE,FALSE,FALSE,272061,NA,"Chlorophthalmus proridens"
"308","Eustomias gibbsi","Eustomias gibbsi","accepted","Eustomias gibbsi",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,275093,NA,"Eustomias gibbsi"
"309","Neomerinthe rufescens","Neomerinthe rufescens","accepted","Neomerinthe rufescens",NA,"species","Actinopteri","Perciformes","Scorpaenidae","Neomerinthe",TRUE,FALSE,FALSE,276267,NA,"Neomerinthe rufescens"
"310","Glossanodon struhsakeri","Glossanodon struhsakeri","accepted","Glossanodon struhsakeri",NA,"species","Actinopteri","Argentiniformes","Argentinidae","Glossanodon",TRUE,FALSE,FALSE,272909,NA,"Glossanodon struhsakeri"
"311","Eurypegasus papilio","Eurypegasus papilio","accepted","Eurypegasus papilio",NA,"species","Actinopteri","Dactylopteriformes","Pegasidae","Eurypegasus",TRUE,FALSE,FALSE,276730,NA,"Eurypegasus papilio"
"312","Eustomias dinema","Eustomias dinema","accepted","Eustomias dinema",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,275089,NA,"Eustomias dinema"
"313","Gonorynchus moseleyi","Gonorynchus moseleyi","accepted","Gonorynchus moseleyi",NA,"species","Actinopteri","Gonorynchiformes","Gonorynchidae","Gonorynchus",TRUE,FALSE,FALSE,277931,NA,"Gonorynchus moseleyi"
"314","Diaphus wisneri","Diaphus wisneri","accepted","Diaphus wisneri",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Diaphus",TRUE,FALSE,FALSE,272700,NA,"Diaphus wisneri"
"315","Antigonia eos","Antigonia eos","accepted","Antigonia eos",NA,"species","Actinopteri","Acanthuriformes","Caproidae","Antigonia",TRUE,FALSE,FALSE,275289,NA,"Antigonia eos"
"316","Ostorhinchus maculiferus","Ostorhinchus maculiferus","accepted","Ostorhinchus maculiferus",NA,"species","Actinopteri","Kurtiformes","Apogonidae","Ostorhinchus",TRUE,FALSE,FALSE,712670,NA,"Ostorhinchus maculiferus"
"317","Eustomias medusa","Eustomias medusa","accepted","Eustomias medusa",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,275109,NA,"Eustomias medusa"
"318","Parapercis roseoviridis","Parapercis roseoviridis","accepted","Parapercis roseoviridis",NA,"species","Actinopteri","Perciformes","Pinguipedidae","Parapercis",TRUE,FALSE,FALSE,277012,NA,"Parapercis roseoviridis"
"319","Polyipnus nuttingi","Polyipnus nuttingi","accepted","Polyipnus nuttingi",NA,"species","Actinopteri","Stomiiformes","Sternoptychidae","Polyipnus",TRUE,FALSE,FALSE,274990,NA,"Polyipnus nuttingi"
"320","Mataeocephalus acipenserinus","Mataeocephalus acipenserinus","accepted","Mataeocephalus acipenserinus",NA,"species","Actinopteri","Gadiformes","Macrouridae","Mataeocephalus",TRUE,FALSE,FALSE,277195,NA,"Mataeocephalus acipenserinus"
"321","Eustomias melanostigmoides","Eustomias melanostigmoides","accepted","Eustomias melanostigmoides",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,275112,NA,"Eustomias melanostigmoides"
"322","Acromycter alcocki","Acromycter alcocki","accepted","Acromycter alcocki",NA,"species","Actinopteri","Anguilliformes","Congridae","Acromycter",TRUE,FALSE,FALSE,275420,NA,"Acromycter alcocki"
"323","Eustomias problematicus","Eustomias problematicus","accepted","Eustomias problematicus",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,275132,NA,"Eustomias problematicus"
"324","Snyderidia canina","Snyderidia canina","accepted","Snyderidia canina",NA,"species","Actinopteri","Ophidiiformes","Carapidae","Snyderidia",TRUE,FALSE,FALSE,282817,NA,"Snyderidia canina"
"325","Eustomias longiramis","Eustomias longiramis","accepted","Eustomias longiramis",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,275106,NA,"Eustomias longiramis"
"326","Sebastapistes ballieui","Sebastapistes ballieui","accepted","Sebastapistes ballieui",NA,"species","Actinopteri","Perciformes","Scorpaenidae","Sebastapistes",TRUE,FALSE,FALSE,274757,NA,"Sebastapistes ballieui"
"327","Eustomias inconstans","Eustomias inconstans","accepted","Eustomias inconstans",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,275097,NA,"Eustomias inconstans"
"328","Eustomias magnificus","Eustomias magnificus","accepted","Eustomias magnificus",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,275108,NA,"Eustomias magnificus"
"329","Torquigener florealis","Torquigener florealis","accepted","Torquigener florealis",NA,"species","Actinopteri","Tetraodontiformes","Tetraodontidae","Torquigener",TRUE,FALSE,FALSE,278266,NA,"Torquigener florealis"
"330","Bathycongrus aequoreus","Bathycongrus aequoreus","accepted","Bathycongrus aequoreus",NA,"species","Actinopteri","Anguilliformes","Congridae","Bathycongrus",TRUE,FALSE,FALSE,276864,NA,"Bathycongrus aequoreus"
"331","Pterois sphex","Pterois sphex","accepted","Pterois sphex",NA,"species","Actinopteri","Perciformes","Scorpaenidae","Pterois",TRUE,FALSE,FALSE,276269,NA,"Pterois sphex"
"332","Aristostomias lunifer","Aristostomias lunifer","accepted","Aristostomias lunifer",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Aristostomias",TRUE,FALSE,FALSE,127318,NA,"Aristostomias lunifer"
"333","Eustomias pacificus","Eustomias pacificus","accepted","Eustomias pacificus",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,275122,NA,"Eustomias pacificus"
"334","Eustomias bulbiramis","Eustomias bulbiramis","accepted","Eustomias bulbiramis",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,275075,NA,"Eustomias bulbiramis"
"335","Eustomias cryptobulbus","Eustomias cryptobulbus","accepted","Eustomias cryptobulbus",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,275081,NA,"Eustomias cryptobulbus"
"336","Eustomias bigelowi","Eustomias bigelowi","accepted","Eustomias bigelowi",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,275069,NA,"Eustomias bigelowi"
"337","Oxyurichthys heisei","Oxyurichthys heisei","accepted","Oxyurichthys heisei",NA,"species","Actinopteri","Gobiiformes","Gobiidae","Oxyurichthys",TRUE,FALSE,FALSE,273458,NA,"Oxyurichthys heisei"
"338","Malthopsis mitrigera","Malthopsis mitrigera","accepted","Malthopsis mitrigera",NA,"species","Actinopteri","Lophiiformes","Ogcocephalidae","Malthopsis",TRUE,FALSE,FALSE,220352,NA,"Malthopsis mitrigera"
"339","Coelorinchus gladius","Coelorinchus gladius","accepted","Coelorinchus gladius",NA,"species","Actinopteri","Gadiformes","Macrouridae","Coelorinchus",TRUE,FALSE,FALSE,280283,NA,"Coelorinchus gladius"
"340","Photonectes caerulescens","Photonectes caerulescens","accepted","Photonectes caerulescens",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Photonectes",TRUE,FALSE,FALSE,275172,NA,"Photonectes caerulescens"
"341","Ammodytoides pylei","Ammodytoides pylei","accepted","Ammodytoides pylei",NA,"species","Actinopteri","Perciformes","Ammodytidae","Ammodytoides",TRUE,FALSE,FALSE,276859,NA,"Ammodytoides pylei"
"342","Physiculus grinnelli","Physiculus grinnelli","accepted","Physiculus grinnelli",NA,"species","Actinopteri","Gadiformes","Moridae","Physiculus",TRUE,FALSE,FALSE,272492,NA,"Physiculus grinnelli"
"343","Coelorinchus aratrum","Coelorinchus aratrum","accepted","Coelorinchus aratrum",NA,"species","Actinopteri","Gadiformes","Macrouridae","Coelorinchus",TRUE,FALSE,FALSE,280249,NA,"Coelorinchus aratrum"
"344","Synodus falcatus","Synodus falcatus","accepted","Synodus falcatus",NA,"species","Actinopteri","Aulopiformes","Synodontidae","Synodus",TRUE,FALSE,FALSE,272125,NA,"Synodus falcatus"
"345","Argyripnus ephippiatus","Argyripnus ephippiatus","accepted","Argyripnus ephippiatus",NA,"species","Actinopteri","Stomiiformes","Sternoptychidae","Argyripnus",TRUE,FALSE,FALSE,274965,NA,"Argyripnus ephippiatus"
"346","Istiblennius zebra","Istiblennius zebra","accepted","Istiblennius zebra",NA,"species","Actinopteri","Blenniiformes","Blenniidae","Istiblennius",TRUE,FALSE,FALSE,278383,NA,"Istiblennius zebra"
"347","Parascombrops argyreus","Parascombrops argyreus","accepted","Parascombrops argyreus",NA,"species","Actinopteri","Acropomatiformes","Acropomatidae","Parascombrops",TRUE,FALSE,FALSE,1468433,NA,"Parascombrops argyreus"
"348","Astronesthes luetkeni","Astronesthes luetkeni","accepted","Astronesthes luetkeni",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Astronesthes",TRUE,FALSE,FALSE,275031,NA,"Astronesthes luetkeni"
"349","Torquigener randalli","Torquigener randalli","accepted","Torquigener randalli",NA,"species","Actinopteri","Tetraodontiformes","Tetraodontidae","Torquigener",TRUE,FALSE,FALSE,278274,NA,"Torquigener randalli"
"350","Eustomias macronema","Eustomias macronema","accepted","Eustomias macronema",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,127345,NA,"Eustomias macronema"
"351","Chromis struhsakeri","Chromis struhsakeri","accepted","Chromis struhsakeri",NA,"species","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Chromis",TRUE,FALSE,FALSE,273757,NA,"Chromis struhsakeri"
"352","Scopelengys clarkei","Scopelengys clarkei","accepted","Scopelengys clarkei",NA,"species","Actinopteri","Myctophiformes","Neoscopelidae","Scopelengys",TRUE,FALSE,FALSE,272737,NA,"Scopelengys clarkei"
"353","Photonectes parvimanus","Photonectes parvimanus","accepted","Photonectes parvimanus",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Photonectes",TRUE,FALSE,FALSE,127371,NA,"Photonectes parvimanus"
"354","Eustomias albibulbus","Eustomias albibulbus","accepted","Eustomias albibulbus",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,275062,NA,"Eustomias albibulbus"
"355","Astronesthes bilobatus","Astronesthes bilobatus","accepted","Astronesthes bilobatus",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Astronesthes",TRUE,FALSE,FALSE,275009,NA,"Astronesthes bilobatus"
"356","Arnoglossus debilis","Arnoglossus debilis","accepted","Arnoglossus debilis",NA,"species","Actinopteri","Pleuronectiformes","Bothidae","Arnoglossus",TRUE,FALSE,FALSE,274162,NA,"Arnoglossus debilis"
"357","Eustomias bituberoides","Eustomias bituberoides","accepted","Eustomias bituberoides",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,275074,NA,"Eustomias bituberoides"
"358","Eustomias elongatus","Eustomias elongatus","accepted","Eustomias elongatus",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,275091,NA,"Eustomias elongatus"
"359","Eustomias parini","Eustomias parini","accepted","Eustomias parini",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,275123,NA,"Eustomias parini"
"360","Lestidium nudum","Lestidium nudum","accepted","Lestidium nudum",NA,"species","Actinopteri","Aulopiformes","Paralepididae","Lestidium",TRUE,FALSE,FALSE,275833,NA,"Lestidium nudum"
"361","Priolepis aureoviridis","Priolepis aureoviridis","accepted","Priolepis aureoviridis",NA,"species","Actinopteri","Gobiiformes","Gobiidae","Priolepis",TRUE,FALSE,FALSE,276762,NA,"Priolepis aureoviridis"
"362","Eustomias bimargaritoides","Eustomias bimargaritoides","accepted","Eustomias bimargaritoides",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,275071,NA,"Eustomias bimargaritoides"
"363","Plectranthias helenae","Plectranthias helenae","accepted","Plectranthias helenae",NA,"species","Actinopteri","Perciformes","Serranidae","Plectranthias",TRUE,FALSE,FALSE,279006,NA,"Plectranthias helenae"
"364","Rosenblattichthys hubbsi","Rosenblattichthys hubbsi","accepted","Rosenblattichthys hubbsi",NA,"species","Actinopteri","Aulopiformes","Scopelarchidae","Rosenblattichthys",TRUE,FALSE,FALSE,126366,NA,"Rosenblattichthys hubbsi"
"365","Ahliesaurus brevis","Ahliesaurus brevis","accepted","Ahliesaurus brevis",NA,"species","Actinopteri","Aulopiformes","Notosudidae","Ahliesaurus",TRUE,FALSE,FALSE,272078,NA,"Ahliesaurus brevis"
"366","Lophiodes bruchius","Lophiodes bruchius","accepted","Lophiodes bruchius",NA,"species","Actinopteri","Lophiiformes","Lophiidae","Lophiodes",TRUE,FALSE,FALSE,278524,NA,"Lophiodes bruchius"
"367","Ventrifossa atherodon","Ventrifossa atherodon","accepted","Ventrifossa atherodon",NA,"species","Actinopteri","Gadiformes","Macrouridae","Ventrifossa",TRUE,FALSE,FALSE,275590,NA,"Ventrifossa atherodon"
"368","Apterichtus flavicaudus","Apterichtus flavicaudus","accepted","Apterichtus flavicaudus",NA,"species","Actinopteri","Anguilliformes","Ophichthidae","Apterichtus",TRUE,FALSE,FALSE,271924,NA,"Apterichtus flavicaudus"
"369","Chrionema squamiceps","Chrionema squamiceps","accepted","Chrionema squamiceps",NA,"species","Actinopteri","Perciformes","Percophidae","Chrionema",TRUE,FALSE,FALSE,280180,NA,"Chrionema squamiceps"
"370","Ijimaia plicatellus","Ijimaia plicatellus","accepted","Ijimaia plicatellus",NA,"species","Actinopteri","Ateleopodiformes","Ateleopodidae","Ijimaia",TRUE,FALSE,FALSE,272026,NA,"Ijimaia plicatellus"
"371","Scorpaena pele","Scorpaena pele","accepted","Scorpaena pele",NA,"species","Actinopteri","Perciformes","Scorpaenidae","Scorpaena",TRUE,FALSE,FALSE,274733,NA,"Scorpaena pele"
"372","Eustomias braueri","Eustomias braueri","accepted","Eustomias braueri",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,127341,NA,"Eustomias braueri"
"373","Callechelys lutea","Callechelys lutea","accepted","Callechelys lutea",NA,"species","Actinopteri","Anguilliformes","Ophichthidae","Callechelys",TRUE,FALSE,FALSE,275470,NA,"Callechelys lutea"
"374","Coelorinchus doryssus","Coelorinchus doryssus","accepted","Coelorinchus doryssus",NA,"species","Actinopteri","Gadiformes","Macrouridae","Coelorinchus",TRUE,FALSE,FALSE,280276,NA,"Coelorinchus doryssus"
"375","Kuronezumia bubonis","Kuronezumia bubonis","accepted","Kuronezumia bubonis",NA,"species","Actinopteri","Gadiformes","Macrouridae","Kuronezumia",TRUE,FALSE,FALSE,217772,NA,"Kuronezumia bubonis"
"376","Conger oligoporus","Conger oligoporus","accepted","Conger oligoporus",NA,"species","Actinopteri","Anguilliformes","Congridae","Conger",TRUE,FALSE,FALSE,271746,NA,"Conger oligoporus"
"377","Pteropsaron incisum","Pteropsaron incisum","accepted","Pteropsaron incisum",NA,"species","Actinopteri","Perciformes","Percophidae","Pteropsaron",TRUE,FALSE,FALSE,277644,NA,"Pteropsaron incisum"
"378","Stethopristes eos","Stethopristes eos","accepted","Stethopristes eos",NA,"species","Actinopteri","Zeiformes","Parazenidae","Stethopristes",TRUE,FALSE,FALSE,282885,NA,"Stethopristes eos"
"379","Entomacrodus marmoratus","Entomacrodus marmoratus","accepted","Entomacrodus marmoratus",NA,"species","Actinopteri","Blenniiformes","Blenniidae","Entomacrodus",TRUE,FALSE,FALSE,310506,NA,"Entomacrodus marmoratus"
"380","Cymolutes lecluse","Cymolutes lecluse","accepted","Cymolutes lecluse",NA,"species","Actinopteri","Eupercaria incertae sedis","Labridae","Cymolutes",TRUE,FALSE,FALSE,218968,NA,"Cymolutes lecluse"
"381","Ventrifossa ctenomelas","Ventrifossa ctenomelas","accepted","Ventrifossa ctenomelas",NA,"species","Actinopteri","Gadiformes","Macrouridae","Ventrifossa",TRUE,FALSE,FALSE,275591,NA,"Ventrifossa ctenomelas"
"382","Eustomias macrurus","Eustomias macrurus","accepted","Eustomias macrurus",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,127346,NA,"Eustomias macrurus"
"383","Bathophilus altipinnis","Bathophilus altipinnis","accepted","Bathophilus altipinnis",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Bathophilus",TRUE,FALSE,FALSE,158845,NA,"Bathophilus altipinnis"
"384","Gadella molokaiensis","Gadella molokaiensis","accepted","Gadella molokaiensis",NA,"species","Actinopteri","Gadiformes","Moridae","Gadella",TRUE,FALSE,FALSE,272466,NA,"Gadella molokaiensis"
"385","Nezumia kensmithi","Nezumia kensmithi","accepted","Nezumia kensmithi",NA,"species","Actinopteri","Gadiformes","Macrouridae","Nezumia",TRUE,FALSE,FALSE,272413,NA,"Nezumia kensmithi"
"386","Linophryne indica","Linophryne indica","accepted","Linophryne indica",NA,"species","Actinopteri","Lophiiformes","Linophrynidae","Linophryne",TRUE,FALSE,FALSE,272594,NA,"Linophryne indica"
"387","Eustomias satterleei","Eustomias satterleei","accepted","Eustomias satterleei",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,275136,NA,"Eustomias satterleei"
"388","Enchelyurus brunneolus","Enchelyurus brunneolus","accepted","Enchelyurus brunneolus",NA,"species","Actinopteri","Blenniiformes","Blenniidae","Enchelyurus",TRUE,FALSE,FALSE,276883,NA,"Enchelyurus brunneolus"
"389","Scolecenchelys cookei","Scolecenchelys cookei","accepted","Scolecenchelys cookei",NA,"species","Actinopteri","Anguilliformes","Ophichthidae","Scolecenchelys",TRUE,FALSE,FALSE,282712,NA,"Scolecenchelys cookei"
"390","Paraliparis hawaiiensis","Paraliparis hawaiiensis","accepted","Paraliparis hawaiiensis",NA,"species","Actinopteri","Perciformes","Liparidae","Paraliparis",TRUE,FALSE,FALSE,1007123,NA,"Paraliparis hawaiiensis"
"391","Hymenocephalus antraeus","Hymenocephalus antraeus","accepted","Hymenocephalus antraeus",NA,"species","Actinopteri","Gadiformes","Macrouridae","Hymenocephalus",TRUE,FALSE,FALSE,272369,NA,"Hymenocephalus antraeus"
"392","Canthigaster inframacula","Canthigaster inframacula","accepted","Canthigaster inframacula",NA,"species","Actinopteri","Tetraodontiformes","Tetraodontidae","Canthigaster",TRUE,FALSE,FALSE,275254,NA,"Canthigaster inframacula"
"393","Ophichthus kunaloa","Ophichthus kunaloa","accepted","Ophichthus kunaloa",NA,"species","Actinopteri","Anguilliformes","Ophichthidae","Ophichthus",TRUE,FALSE,FALSE,271959,NA,"Ophichthus kunaloa"
"394","Malacocephalus hawaiiensis","Malacocephalus hawaiiensis","accepted","Malacocephalus hawaiiensis",NA,"species","Actinopteri","Gadiformes","Macrouridae","Malacocephalus",TRUE,FALSE,FALSE,272391,NA,"Malacocephalus hawaiiensis"
"395","Diaphus trachops","Diaphus trachops","accepted","Diaphus trachops",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Diaphus",TRUE,FALSE,FALSE,272696,NA,"Diaphus trachops"
"396","Suezichthys notatus","Suezichthys notatus","accepted","Suezichthys notatus",NA,"species","Actinopteri","Eupercaria incertae sedis","Labridae","Suezichthys",TRUE,FALSE,FALSE,278743,NA,"Suezichthys notatus"
"397","Lestidiops mirabilis","Lestidiops mirabilis","accepted","Lestidiops mirabilis",NA,"species","Actinopteri","Aulopiformes","Paralepididae","Lestidiops",TRUE,FALSE,FALSE,272093,NA,"Lestidiops mirabilis"
"398","Sebastapistes galactacma","Sebastapistes galactacma","accepted","Sebastapistes galactacma",NA,"species","Actinopteri","Perciformes","Scorpaenidae","Sebastapistes",TRUE,FALSE,FALSE,274761,NA,"Sebastapistes galactacma"
"399","Sladenia remiger","Sladenia remiger","accepted","Sladenia remiger",NA,"species","Actinopteri","Lophiiformes","Lophiidae","Sladenia",TRUE,FALSE,FALSE,282815,NA,"Sladenia remiger"
"400","Eustomias schmidti","Eustomias schmidti","accepted","Eustomias schmidti",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Eustomias",TRUE,FALSE,FALSE,127348,NA,"Eustomias schmidti"
"401","Melamphaes danae","Melamphaes danae","accepted","Melamphaes danae",NA,"species","Actinopteri","Beryciformes","Melamphaidae","Melamphaes",TRUE,FALSE,FALSE,215613,NA,"Melamphaes danae"
"402","Sphagemacrurus gibber","Sphagemacrurus gibber","accepted","Sphagemacrurus gibber",NA,"species","Actinopteri","Gadiformes","Macrouridae","Sphagemacrurus",TRUE,FALSE,FALSE,272439,NA,"Sphagemacrurus gibber"
