asv,lca_rank,lca_taxon,kingdom,phylum,class,order,family,genus,species,method,survey,marker
ASV661,species,Lepidasthenia longicirrata,Eukaryota,Annelida,Polychaeta,Phyllodocida,Polynoidae,Lepidasthenia,Lepidasthenia longicirrata,best hit,calvert,coi
ASV6611,species,Appasus major,Eukaryota,Arthropoda,Insecta,Hemiptera,Belostomatidae,Appasus,Appasus major,best hit,calvert,coi
ASV6615,family,Clausocalanidae,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,no identification,no identification,lca,calvert,coi
ASV6616,class,Hexanauplia,Eukaryota,Arthropoda,Hexanauplia,no identification,no identification,no identification,no identification,lca,calvert,coi
ASV6621,species,Pseudocalanus newmani,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani,best hit,calvert,coi
ASV6622,species,Tortanus discaudatus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,Tortanus discaudatus,best hit,calvert,coi
ASV6624,species,Pseudocalanus newmani,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani,best hit,calvert,coi
ASV663,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6631,species,Arctonoe fragilis,Eukaryota,Annelida,Polychaeta,Phyllodocida,Polynoidae,Arctonoe,Arctonoe fragilis,best hit,calvert,coi
ASV6633,species,Centropages abdominalis,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Centropagidae,Centropages,Centropages abdominalis,best hit,calvert,coi
ASV6634,species,Synchaeta grimpei,Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta grimpei,lca,calvert,coi
ASV6637,order,Ploima,Eukaryota,Rotifera,Eurotatoria,Ploima,no identification,no identification,no identification,lca,calvert,coi
ASV664,species,Synchaeta grimpei,Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta grimpei,lca,calvert,coi
ASV6642,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6643,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6644,order,Ploima,Eukaryota,Rotifera,Eurotatoria,Ploima,no identification,no identification,no identification,lca,calvert,coi
ASV6645,order,Ploima,Eukaryota,Rotifera,Eurotatoria,Ploima,no identification,no identification,no identification,lca,calvert,coi
ASV6646,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6649,species,Acartia longiremis,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia longiremis,best hit,calvert,coi
ASV665,species,Polydora sp. BMBM 0871,Eukaryota,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Polydora sp. BMBM 0871,best hit,calvert,coi
ASV6651,species,Acartia longiremis,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia longiremis,best hit,calvert,coi
ASV6653,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6655,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV666,species,Balanus,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,unknown genus,Balanus,best hit,calvert,coi
ASV6660,species,Amonardia perturbata,Eukaryota,Arthropoda,Hexanauplia,Harpacticoida,Miraciidae,Amonardia,Amonardia perturbata,best hit,calvert,coi
ASV6662,species,Paracalanus sp. C AC-2013,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus sp. C AC-2013,best hit,calvert,coi
ASV6665,species,Oithona similis,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona similis,lca,calvert,coi
ASV6666,class,Hexanauplia,Eukaryota,Arthropoda,Hexanauplia,no identification,no identification,no identification,no identification,lca,calvert,coi
ASV667,species,Paracalanus parvus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus parvus,best hit,calvert,coi
ASV6670,species,Oithona similis,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona similis,lca,calvert,coi
ASV6682,species,Gadus chalcogrammus,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,Gadus chalcogrammus,best hit,calvert,coi
ASV6686,species,Pseudocalanus newmani,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani,best hit,calvert,coi
ASV6687,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6688,species,Pseudocalanus newmani,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani,best hit,calvert,coi
ASV6692,species,Tisbe sp. FHL 5,Eukaryota,Arthropoda,Hexanauplia,Harpacticoida,Tisbidae,Tisbe,Tisbe sp. FHL 5,best hit,calvert,coi
ASV6695,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6699,species,Pseudocalanus newmani,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani,best hit,calvert,coi
ASV670,species,Calanus pacificus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,Calanus pacificus,best hit,calvert,coi
ASV6700,species,Synchaeta vorax,Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta vorax,lca,calvert,coi
ASV6703,species,Metridia pacifica,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,Metridia pacifica,best hit,calvert,coi
ASV6704,species,Acartia longiremis,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia longiremis,best hit,calvert,coi
ASV6706,species,Parastichopus,Eukaryota,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,unknown genus,Parastichopus,best hit,calvert,coi
ASV6708,species,Pseudocalanus sp. PsAkkeshi1,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus sp. PsAkkeshi1,best hit,calvert,coi
ASV6709,species,Synchaeta vorax,Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta vorax,lca,calvert,coi
ASV671,species,Paracalanus sp. C AC-2013,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus sp. C AC-2013,best hit,calvert,coi
ASV6711,species,Synchaeta vorax,Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta vorax,lca,calvert,coi
ASV6713,species,Acartia longiremis,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia longiremis,best hit,calvert,coi
ASV6715,species,Paracalanus sp. C AC-2013,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus sp. C AC-2013,best hit,calvert,coi
ASV6716,species,Synchaeta baltica,Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta baltica,lca,calvert,coi
ASV6718,species,Pseudocalanus acuspes,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus acuspes,best hit,calvert,coi
ASV6719,family,Clausocalanidae,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,no identification,no identification,lca,calvert,coi
ASV6721,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6725,species,Pseudocalanus acuspes,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus acuspes,best hit,calvert,coi
ASV6728,species,Acartia longiremis,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia longiremis,best hit,calvert,coi
ASV673,species,Amonardia perturbata,Eukaryota,Arthropoda,Hexanauplia,Harpacticoida,Miraciidae,Amonardia,Amonardia perturbata,best hit,calvert,coi
ASV6730,family,Clausocalanidae,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,no identification,no identification,lca,calvert,coi
ASV6731,species,Centropages abdominalis,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Centropagidae,Centropages,Centropages abdominalis,best hit,calvert,coi
ASV6732,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6733,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6734,genus,Pseudocalanus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,no identification,lca,calvert,coi
ASV6735,species,Synchaeta baltica,Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta baltica,lca,calvert,coi
ASV6739,species,Acartia longiremis,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia longiremis,best hit,calvert,coi
ASV6741,species,Pseudocalanus sp. PsAkkeshi1,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus sp. PsAkkeshi1,lca,calvert,coi
ASV6743,species,Pseudocalanus newmani,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani,best hit,calvert,coi
ASV6753,family,Clausocalanidae,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,no identification,no identification,lca,calvert,coi
ASV6755,species,Spionidae,Eukaryota,Annelida,Polychaeta,Spionida,unknown family,unknown genus,Spionidae,best hit,calvert,coi
ASV6757,species,Synchaeta vorax,Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta vorax,lca,calvert,coi
ASV6760,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6761,species,Balanus,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,unknown genus,Balanus,best hit,calvert,coi
ASV6763,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6764,species,Pleurobrachia bachei,Eukaryota,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Pleurobrachia,Pleurobrachia bachei,best hit,calvert,coi
ASV6765,species,Pseudocalanus sp. PsAkkeshi1,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus sp. PsAkkeshi1,best hit,calvert,coi
ASV6766,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6773,genus,Pseudocalanus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,no identification,lca,calvert,coi
ASV6775,species,Balanus crenatus,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,Balanus crenatus,best hit,calvert,coi
ASV6778,species,Pseudocalanus newmani,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani,best hit,calvert,coi
ASV6780,species,Paracalanus sp. C AC-2013,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus sp. C AC-2013,best hit,calvert,coi
ASV6783,species,Pseudocalanus sp. PsAkkeshi1,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus sp. PsAkkeshi1,lca,calvert,coi
ASV6784,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6785,species,Synchaeta triophthalma,Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta triophthalma,lca,calvert,coi
ASV6787,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV679,species,Pseudocalanus sp. PsAkkeshi1,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus sp. PsAkkeshi1,best hit,calvert,coi
ASV6792,species,Acartia hudsonica,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia hudsonica,best hit,calvert,coi
ASV6793,species,Pseudocalanus sp. PsAkkeshi1,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus sp. PsAkkeshi1,lca,calvert,coi
ASV6798,species,Paleanotus bellis,Eukaryota,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Paleanotus,Paleanotus bellis,best hit,calvert,coi
ASV680,species,Aetideus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Aetideidae,unknown genus,Aetideus,best hit,calvert,coi
ASV6803,species,Mesomyzostoma katoi,Eukaryota,Annelida,unknown class,Myzostomida,Myzostomatidae,Mesomyzostoma,Mesomyzostoma katoi,lca,calvert,coi
ASV6806,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6809,species,Paracalanus sp. C AC-2013,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus sp. C AC-2013,best hit,calvert,coi
ASV6810,species,Pseudocalanus newmani,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani,best hit,calvert,coi
ASV6823,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6824,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6829,species,Corycaeidae,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,unknown family,unknown genus,Corycaeidae,best hit,calvert,coi
ASV6831,species,Acartia longiremis,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia longiremis,best hit,calvert,coi
ASV6834,species,Balanus,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,unknown genus,Balanus,best hit,calvert,coi
ASV6835,family,Clausocalanidae,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,no identification,no identification,lca,calvert,coi
ASV6842,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,lca,calvert,coi
ASV6845,species,Synchaeta pectinata,Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta pectinata,lca,calvert,coi
ASV6848,species,Ditrichocorycaeus anglicus,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,Corycaeidae,Ditrichocorycaeus,Ditrichocorycaeus anglicus,best hit,calvert,coi
ASV6850,species,Balanus glandula,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,Balanus glandula,best hit,calvert,coi
ASV6853,species,Chone magna CMC02,Eukaryota,Annelida,Polychaeta,Sabellida,Sabellidae,Chone,Chone magna CMC02,best hit,calvert,coi
ASV686,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6860,family,Clausocalanidae,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,no identification,no identification,lca,calvert,coi
ASV6863,species,Synchaeta baltica,Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta baltica,lca,calvert,coi
ASV6870,species,Pleurobrachia bachei,Eukaryota,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Pleurobrachia,Pleurobrachia bachei,best hit,calvert,coi
ASV6871,species,Synchaeta vorax,Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta vorax,lca,calvert,coi
ASV6872,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,lca,calvert,coi
ASV6876,species,Pleurobrachia bachei,Eukaryota,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Pleurobrachia,Pleurobrachia bachei,best hit,calvert,coi
ASV6878,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,lca,calvert,coi
ASV6879,species,Phoronopsis harmeri,Eukaryota,Phoronida,unknown class,unknown order,unknown family,Phoronopsis,Phoronopsis harmeri,best hit,calvert,coi
ASV688,species,Sigambra,Eukaryota,Annelida,Polychaeta,Phyllodocida,Pilargidae,unknown genus,Sigambra,best hit,calvert,coi
ASV6882,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6883,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6884,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6890,species,Pseudocalanus sp. PsAkkeshi1,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus sp. PsAkkeshi1,lca,calvert,coi
ASV6895,order,Ploima,Eukaryota,Rotifera,Eurotatoria,Ploima,no identification,no identification,no identification,lca,calvert,coi
ASV6898,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6899,species,Hesionidae,Eukaryota,Annelida,Polychaeta,Phyllodocida,unknown family,unknown genus,Hesionidae,best hit,calvert,coi
ASV690,species,Acartia longiremis,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia longiremis,best hit,calvert,coi
ASV6901,species,Capitella,Eukaryota,Annelida,Polychaeta,unknown order,Capitellidae,unknown genus,Capitella,best hit,calvert,coi
ASV6902,order,Ploima,Eukaryota,Rotifera,Eurotatoria,Ploima,no identification,no identification,no identification,lca,calvert,coi
ASV6903,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,lca,calvert,coi
ASV6904,species,Pleurobrachia bachei,Eukaryota,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Pleurobrachia,Pleurobrachia bachei,best hit,calvert,coi
ASV6912,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,lca,calvert,coi
ASV6917,species,Pseudocalanus sp. PsAkkeshi1,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus sp. PsAkkeshi1,lca,calvert,coi
ASV6918,species,Homo sapiens,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,best hit,calvert,coi
ASV6923,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6924,species,Mediomastus,Eukaryota,Annelida,Polychaeta,unknown order,Capitellidae,unknown genus,Mediomastus,best hit,calvert,coi
ASV6927,species,Gadus morhua,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,Gadus morhua,best hit,calvert,coi
ASV6929,genus,Pseudocalanus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,no identification,lca,calvert,coi
ASV693,species,Paracalanus sp. C AC-2013,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus sp. C AC-2013,best hit,calvert,coi
ASV6930,species,Phoronopsis harmeri,Eukaryota,Phoronida,unknown class,unknown order,unknown family,Phoronopsis,Phoronopsis harmeri,best hit,calvert,coi
ASV6931,species,Balanus,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,unknown genus,Balanus,best hit,calvert,coi
ASV6934,species,Synchaeta grimpei,Eukaryota,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta grimpei,lca,calvert,coi
ASV6937,species,Pleurobrachia bachei,Eukaryota,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Pleurobrachia,Pleurobrachia bachei,best hit,calvert,coi
ASV6938,species,Pseudocalanus moultoni,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus moultoni,best hit,calvert,coi
ASV694,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6941,class,Hexanauplia,Eukaryota,Arthropoda,Hexanauplia,no identification,no identification,no identification,no identification,lca,calvert,coi
ASV6948,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV695,species,Polydora sp. BMBM 0871,Eukaryota,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Polydora sp. BMBM 0871,best hit,calvert,coi
ASV6950,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6951,species,Pseudocalanus mimus,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus,best hit,calvert,coi
ASV6955,order,Ploima,Eukaryota,Rotifera,Eurotatoria,Ploima,no identification,no identification,no identification,lca,calvert,coi
ASV6956,species,Capitella,Eukaryota,Annelida,Polychaeta,unknown order,Capitellidae,unknown genus,Capitella,best hit,calvert,coi
ASV6957,species,Lepidasthenia longicirrata,Eukaryota,Annelida,Polychaeta,Phyllodocida,Polynoidae,Lepidasthenia,Lepidasthenia longicirrata,best hit,calvert,coi
ASV6958,species,Paleanotus bellis,Eukaryota,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Paleanotus,Paleanotus bellis,best hit,calvert,coi
