species,subspecies,taxon_rank,phylum,class,order,family,genus,is_marine,is_brackish,is_freshwater,speciesid,taxon_id,bold_id,ncbi_id
Pandalus stenolepis,NA,Species,Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalus,TRUE,FALSE,FALSE,514361,514361,15885,397980
Abraliopsis felis,NA,Species,Mollusca,Cephalopoda,Oegopsida,Enoploteuthidae,Abraliopsis,TRUE,NA,FALSE,341849,341849,600840,NA
Epilabidocera longipedata,NA,Species,Arthropoda,Copepoda,Calanoida,Pontellidae,Epilabidocera,TRUE,FALSE,FALSE,346398,346398,NA,NA
Gorgonocephalus eucnemis,NA,Species,Echinodermata,Ophiuroidea,Euryalida,Gorgonocephalidae,Gorgonocephalus,TRUE,FALSE,FALSE,124969,124969,140280,105881
Molpadia intermedia,NA,Species,Echinodermata,Holothuroidea,Molpadida,Molpadiidae,Molpadia,TRUE,FALSE,FALSE,529545,529545,99742,861512
Molgula manhattensis,NA,Species,Chordata,Ascidiacea,Stolidobranchia,Molgulidae,Molgula,TRUE,NA,FALSE,103788,103788,505893,30281
Chlamys rubida,NA,Species,Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys,TRUE,FALSE,FALSE,254460,254460,600753,644113
Eualus avinus,NA,Species,Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,TRUE,FALSE,FALSE,423364,423364,15788,397947
Glycinde armigera,NA,Species,Annelida,Polychaeta,Phyllodocida,Goniadidae,Glycinde,TRUE,FALSE,FALSE,240633,240633,205807,397552
Tomopteris (Johnstonella) pacifica,NA,Species,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,TRUE,FALSE,FALSE,334948,334948,NA,NA
Axinopsida serricata,NA,Species,Mollusca,Bivalvia,Lucinida,Thyasiridae,Axinopsida,TRUE,NA,NA,246819,246819,299423,1421188
Paragorgia yutlinux,NA,Species,Cnidaria,Anthozoa,Scleralcyonacea,Coralliidae,Paragorgia,TRUE,NA,FALSE,286612,286612,506143,722762
Kurtiella tumida,NA,Species,Mollusca,Bivalvia,Galeommatida,Lasaeidae,Kurtiella,TRUE,NA,NA,606421,606421,NA,1885075
Thetys vagina,NA,Species,Chordata,Thaliacea,Salpida,Salpidae,Thetys,TRUE,NA,NA,137281,137281,NA,942565
Pyrosoma atlanticum,NA,Species,Chordata,Thaliacea,Pyrosomatida,Pyrosomatidae,Pyrosoma,TRUE,NA,NA,137250,137250,801357,76845
Nuttallia obscurata,NA,Species,Mollusca,Bivalvia,Cardiida,Psammobiidae,Nuttallia,TRUE,NA,NA,397157,397157,600768,410342
Phacellophora camtschatica,NA,Species,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,TRUE,FALSE,FALSE,135309,135309,526156,168771
Ampelisca abdita,NA,Species,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca,TRUE,FALSE,FALSE,158020,158020,NA,1239313
Distichoptilum gracile,NA,Species,Cnidaria,Anthozoa,Scleralcyonacea,Protoptilidae,Distichoptilum,TRUE,FALSE,FALSE,128524,128524,506010,361155
Gersemia juliepackardae,NA,Species,Cnidaria,Anthozoa,Malacalcyonacea,Alcyoniidae,Gersemia,TRUE,NA,FALSE,944595,944595,668540,1267064
Liponema brevicorne,NA,Species,Cnidaria,Anthozoa,Actiniaria,Liponematidae,Liponema,TRUE,NA,NA,593074,593074,NA,NA
Argis alaskensis,NA,Species,Arthropoda,Malacostraca,Decapoda,Crangonidae,Argis,TRUE,FALSE,FALSE,515536,515536,8479,397925
Glycinde polygnatha,NA,Species,Annelida,Polychaeta,Phyllodocida,Goniadidae,Glycinde,TRUE,FALSE,FALSE,240626,240626,NA,NA
Oikopleura (Vexillaria) dioica,NA,Species,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,TRUE,TRUE,FALSE,103407,103407,NA,NA
Thysanoessa raschii,NA,Species,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,TRUE,NA,NA,110711,110711,91743,409302
Ophiura sarsii,NA,Species,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,TRUE,FALSE,FALSE,124934,124934,220470,861515
Littorina sitkana,NA,Species,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorina,TRUE,FALSE,FALSE,445754,445754,172887,45752
Styela clava,NA,Species,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,TRUE,NA,FALSE,103929,103929,109665,7725
Asbestopluma (Asbestopluma) monticola,NA,Species,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Asbestopluma,TRUE,FALSE,FALSE,759744,759744,NA,NA
Leitoscoloplos pugettensis,NA,Species,Annelida,Polychaeta,NA,Orbiniidae,Leitoscoloplos,TRUE,FALSE,FALSE,254746,254746,204052,273006
Pseudosagitta lyra,NA,Species,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Pseudosagitta,TRUE,FALSE,FALSE,105444,105444,216071,366425
Muusoctopus leioderma,NA,Species,Mollusca,Cephalopoda,Octopoda,Enteroctopodidae,Muusoctopus,TRUE,NA,FALSE,1043781,1043781,NA,2201794
Mytilus trossulus,NA,Species,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,TRUE,NA,NA,140482,140482,29482,6551
Spirontocaris lamellicornis,NA,Species,Arthropoda,Malacostraca,Decapoda,Thoridae,Spirontocaris,TRUE,FALSE,FALSE,515332,515332,8370,397994
Monocorophium acherusicum,NA,Species,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Monocorophium,TRUE,NA,NA,225814,225814,572676,1582900
Mycale (Mycale) loveni,NA,Species,Porifera,Demospongiae,Poecilosclerida,Mycalidae,Mycale,TRUE,FALSE,FALSE,168642,168642,NA,NA
Polydora cornuta,NA,Species,Annelida,Polychaeta,Spionida,Spionidae,Polydora,TRUE,FALSE,FALSE,131143,131143,104720,438488
Strongylocentrotus droebachiensis,NA,Species,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,TRUE,FALSE,FALSE,124321,124321,88396,7671
Exogone (Exogone) lourei,NA,Species,Annelida,Polychaeta,Phyllodocida,Syllidae,Exogone,TRUE,FALSE,FALSE,238226,238226,NA,NA
Stylatula elongata,NA,Species,Cnidaria,Anthozoa,Scleralcyonacea,Virgulariidae,Stylatula,TRUE,FALSE,FALSE,286695,286695,293154,1214922
Hemigrapsus nudus,NA,Species,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,TRUE,NA,NA,444776,444776,33189,88210
Pteraster tesselatus,NA,Species,Echinodermata,Asteroidea,Velatida,Pterasteridae,Pteraster,TRUE,FALSE,FALSE,369053,369053,160332,105949
Metridia lucens,Metridia lucens lucens,Subspecies,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,TRUE,FALSE,FALSE,104633,850801,NA,NA
Okutania anonycha,NA,Species,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Okutania,TRUE,FALSE,FALSE,1468871,1468871,NA,NA
Cladorhiza bathycrinoides,NA,Species,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Cladorhiza,TRUE,FALSE,FALSE,133190,133190,NA,NA
Chrysaora fuscescens,NA,Species,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,TRUE,FALSE,FALSE,287206,287206,NA,880219
Eudorella pacifica,NA,Species,Arthropoda,Malacostraca,Cumacea,Leuconidae,Eudorella,TRUE,TRUE,FALSE,182292,182292,NA,NA
Acartia (Acanthacartia) tumida,NA,Species,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,TRUE,TRUE,FALSE,346025,346025,NA,NA
Dermasterias imbricata,NA,Species,Echinodermata,Asteroidea,Valvatida,Asteropseidae,Dermasterias,TRUE,FALSE,FALSE,240771,240771,32893,7590
Distaplia occidentalis,NA,Species,Chordata,Ascidiacea,Aplousobranchia,Holozoidae,Distaplia,TRUE,NA,FALSE,250152,250152,807880,2057810
Pleuromamma scutullata,NA,Species,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,TRUE,FALSE,FALSE,354841,354841,152209,503035
Echidnocerus foraminatus,NA,Species,Arthropoda,Malacostraca,Decapoda,Lithodidae,Echidnocerus,TRUE,FALSE,FALSE,590147,590147,NA,NA
Halichondria (Halichondria) panicea,NA,Species,Porifera,Demospongiae,Suberitida,Halichondriidae,Halichondria,TRUE,FALSE,FALSE,165853,165853,NA,6063
Pseudostichopus mollis,NA,Species,Echinodermata,Holothuroidea,Persiculida,Pseudostichopodidae,Pseudostichopus,TRUE,FALSE,FALSE,152565,152565,13372,42397
Levinsenia gracilis,NA,Species,Annelida,Polychaeta,NA,Paraonidae,Levinsenia,TRUE,FALSE,FALSE,130578,130578,122732,1818072
Pseudopolydora kempi,NA,Species,Annelida,Polychaeta,Spionida,Spionidae,Pseudopolydora,TRUE,FALSE,TRUE,131167,131167,751680,NA
Onychoteuthis borealijaponica,NA,Species,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Onychoteuthis,TRUE,NA,FALSE,342069,342069,103460,392295
Brisaster latifrons,NA,Species,Echinodermata,Echinoidea,Spatangoida,Schizasteridae,Brisaster,TRUE,FALSE,FALSE,513143,513143,99735,271690
Macoma nasuta,NA,Species,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoma,TRUE,NA,NA,582761,582761,387497,244423
Chlamys hastata,NA,Species,Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys,TRUE,NA,NA,367964,367964,600751,50342
Ampelisca milleri,NA,Species,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca,TRUE,FALSE,FALSE,423010,423010,NA,NA
Orthasterias koehleri,NA,Species,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Orthasterias,TRUE,FALSE,FALSE,255048,255048,32904,136950
Acmaea mitra,NA,Species,Mollusca,Gastropoda,NA,Acmaeidae,Acmaea,TRUE,FALSE,FALSE,456582,456582,33165,119162
Armandia brevis,NA,Species,Annelida,Polychaeta,NA,Opheliidae,Armandia,TRUE,FALSE,FALSE,333048,333048,205793,516002
Spiophanes berkeleyorum,NA,Species,Annelida,Polychaeta,Spionida,Spionidae,Spiophanes,TRUE,FALSE,FALSE,334829,334829,370487,696727
Strongylocentrotus pallidus,NA,Species,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,TRUE,FALSE,FALSE,124324,124324,153598,7670
Ascidia zara,NA,Species,Chordata,Ascidiacea,Phlebobranchia,Ascidiidae,Ascidia,TRUE,NA,FALSE,250043,250043,648624,107392
Chiroteuthis calyx,NA,Species,Mollusca,Cephalopoda,Oegopsida,Chiroteuthidae,Chiroteuthis,TRUE,NA,FALSE,341796,341796,300379,559536
Nippoleucon hinumensis,NA,Species,Arthropoda,Malacostraca,Cumacea,Leuconidae,Nippoleucon,TRUE,TRUE,FALSE,182361,182361,NA,NA
Mediomastus californiensis,NA,Species,Annelida,Polychaeta,NA,Capitellidae,Mediomastus,TRUE,FALSE,TRUE,157483,157483,544197,NA
Tetraclita squamosa,NA,Species,Arthropoda,Thecostraca,Balanomorpha,Tetraclitidae,Tetraclita,TRUE,NA,NA,208890,208890,105366,32276
Littorina scutulata,NA,Species,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorina,TRUE,FALSE,FALSE,445657,445657,182798,31221
Suberites ficus,NA,Species,Porifera,Demospongiae,Suberitida,Suberitidae,Suberites,TRUE,FALSE,FALSE,134285,134285,81384,86007
Tonicella lineata,NA,Species,Mollusca,Polyplacophora,Chitonida,Tonicellidae,Tonicella,TRUE,NA,NA,386441,386441,105226,256058
Clytia gregaria,NA,Species,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,TRUE,FALSE,FALSE,284361,284361,NA,27801
Evasterias troschelii,NA,Species,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Evasterias,TRUE,FALSE,FALSE,255040,255040,32883,7616
Eteone californica,NA,Species,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eteone,TRUE,FALSE,FALSE,327523,327523,NA,NA
Hyalonema (Oonema) bianchoratum,NA,Species,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,TRUE,FALSE,FALSE,171508,171508,NA,NA
Schizoporella japonica,NA,Species,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella,TRUE,FALSE,FALSE,470388,470388,NA,NA
Fungiacyathus (Bathyactis) marenzelleri,NA,Species,Cnidaria,Anthozoa,Scleractinia,Fungiacyathidae,Fungiacyathus,TRUE,NA,FALSE,135205,135205,NA,NA
Acanthoptilum gracile,NA,Species,Cnidaria,Anthozoa,Scleralcyonacea,Virgulariidae,Acanthoptilum,TRUE,FALSE,FALSE,289324,289324,592463,1150257
Tessarabrachion oculatum,NA,Species,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Tessarabrachion,TRUE,NA,NA,237870,237870,79551,149074
Kelletia kelletii,NA,Species,Mollusca,Gastropoda,Neogastropoda,Austrosiphonidae,Kelletia,TRUE,FALSE,FALSE,491054,491054,261134,220382
Nephtys caecoides,NA,Species,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,TRUE,FALSE,FALSE,334136,334136,205778,714604
Lottia pelta,NA,Species,Mollusca,Gastropoda,NA,Lottiidae,Lottia,TRUE,FALSE,FALSE,456602,456602,103734,72692
Apostichopus parvimensis,NA,Species,Echinodermata,Holothuroidea,Synallactida,Stichopodidae,Apostichopus,TRUE,FALSE,FALSE,529435,529435,852445,1902835
Prionospio lighti,NA,Species,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,TRUE,NA,NA,558839,558839,190330,NA
Octopus rubescens,NA,Species,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,TRUE,NA,FALSE,342023,342023,160575,37655
Pagurus hirsutiusculus,NA,Species,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,TRUE,FALSE,FALSE,366699,366699,159084,174398
Neverita lewisii,NA,Species,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Neverita,TRUE,NA,NA,718659,718659,593199,1421100
Prionospio steenstrupi,NA,Species,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,TRUE,FALSE,FALSE,131164,131164,32477,94675
Galathowenia oculata,NA,Species,Annelida,Polychaeta,NA,Oweniidae,Galathowenia,TRUE,FALSE,FALSE,146950,146950,256919,1037242
Pseudochirella pacifica,NA,Species,Arthropoda,Copepoda,Calanoida,Aetideidae,Pseudochirella,TRUE,FALSE,FALSE,355087,355087,NA,NA
Ennucula tenuis,NA,Species,Mollusca,Bivalvia,Nuculida,Nuculidae,Ennucula,TRUE,NA,NA,140584,140584,154208,NA
Acila castrensis,NA,Species,Mollusca,Bivalvia,Nuculida,Nuculidae,Acila,TRUE,NA,NA,506568,506568,277685,120341
Muggiaea atlantica,NA,Species,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Muggiaea,TRUE,FALSE,FALSE,135441,135441,455862,316203
Tritonia tetraquetra,NA,Species,Mollusca,Gastropoda,Nudibranchia,Tritoniidae,Tritonia,TRUE,NA,NA,851422,851422,NA,NA
Sclerothamnopsis compressa,NA,Species,Porifera,Hexactinellida,Sceptrulophora,Tretodictyidae,Sclerothamnopsis,TRUE,FALSE,FALSE,171810,171810,NA,NA
Acartia (Acartiura) clausi,NA,Species,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,TRUE,FALSE,FALSE,149755,149755,NA,NA
Lebbeus groenlandicus,NA,Species,Arthropoda,Malacostraca,Decapoda,Thoridae,Lebbeus,TRUE,FALSE,FALSE,107520,107520,8424,397956
Macoma balthica,NA,Species,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoma,TRUE,NA,FALSE,141579,141579,104965,1903275
Dendraster excentricus,NA,Species,Echinodermata,Echinoidea,Echinolampadacea,Dendrasteridae,Dendraster,TRUE,FALSE,FALSE,513215,513215,160338,273752
Cheiraster (Luidiaster) dawsoni,NA,Species,Echinodermata,Asteroidea,Notomyotida,Benthopectinidae,Cheiraster,TRUE,FALSE,FALSE,380798,380798,NA,NA
Yoldia aeolica,NA,Species,Mollusca,Bivalvia,Nuculanida,Yoldiidae,Yoldia,TRUE,NA,NA,867964,867964,NA,NA
Plumarella longispina,NA,Species,Cnidaria,Anthozoa,Scleralcyonacea,Primnoidae,Plumarella,TRUE,NA,FALSE,287671,287671,514180,1917404
Hyas lyratus,NA,Species,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Hyas,TRUE,FALSE,FALSE,442167,442167,15968,397953
Hiatella arctica,NA,Species,Mollusca,Bivalvia,Adapedonta,Hiatellidae,Hiatella,TRUE,NA,NA,140103,140103,81256,120431
Pennatula murrayi,NA,Species,Cnidaria,Anthozoa,Scleralcyonacea,Pennatulidae,Pennatula,TRUE,FALSE,FALSE,221130,221130,NA,1399333
Pholoe glabra,NA,Species,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Pholoe,TRUE,FALSE,FALSE,330542,330542,190335,NA
Hyperia medusarum,NA,Species,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Hyperia,TRUE,FALSE,FALSE,103253,103253,886948,NA
Nephtys ferruginea,NA,Species,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,TRUE,FALSE,FALSE,173701,173701,370460,714607
Caprella mutica,NA,Species,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,TRUE,FALSE,FALSE,146768,146768,142594,380747
Capitella capitata,NA,Species,Annelida,Polychaeta,NA,Capitellidae,Capitella,TRUE,TRUE,TRUE,129876,129876,299355,51294
Paralithodes camtschaticus,NA,Species,Arthropoda,Malacostraca,Decapoda,Lithodidae,Paralithodes,TRUE,FALSE,FALSE,233889,233889,25186,6741
Dipolydora socialis,NA,Species,Annelida,Polychaeta,Spionida,Spionidae,Dipolydora,TRUE,FALSE,TRUE,131124,131124,370443,NA
Pugettia gracilis,NA,Species,Arthropoda,Malacostraca,Decapoda,Epialtidae,Pugettia,TRUE,FALSE,FALSE,441478,441478,72584,553013
Sabaco elongatus,NA,Species,Annelida,Polychaeta,NA,Maldanidae,Sabaco,TRUE,NA,NA,157550,157550,NA,2507410
Platynereis bicanaliculata,NA,Species,Annelida,Polychaeta,Phyllodocida,Nereididae,Platynereis,TRUE,FALSE,FALSE,334557,334557,205751,868042
Gaetanus simplex,NA,Species,Arthropoda,Copepoda,Calanoida,Aetideidae,Gaetanus,TRUE,FALSE,FALSE,346494,346494,809290,672030
Acesta mori,NA,Species,Mollusca,Bivalvia,Limida,Limidae,Acesta,TRUE,NA,NA,505421,505421,165399,435431
Mitrella gausapata,NA,Species,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Mitrella,TRUE,FALSE,FALSE,760888,760888,NA,NA
Colobonema sericeum,NA,Species,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Colobonema,TRUE,NA,NA,117854,117854,656560,645382
Crisularia pacifica,NA,Species,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Crisularia,TRUE,FALSE,FALSE,834038,834038,NA,NA
Cossura pygodactylata,NA,Species,Annelida,Polychaeta,NA,Cossuridae,Cossura,TRUE,FALSE,FALSE,129985,129985,NA,NA
Pectinaria californiensis,NA,Species,Annelida,Polychaeta,Terebellida,Pectinariidae,Pectinaria,TRUE,FALSE,FALSE,337505,337505,299357,2567161
Pugettia producta,NA,Species,Arthropoda,Malacostraca,Decapoda,Epialtidae,Pugettia,TRUE,FALSE,FALSE,240780,240780,201399,504418
Euphysa japonica,NA,Species,Cnidaria,Hydrozoa,Anthoathecata,Corymorphidae,Euphysa,TRUE,NA,NA,284695,284695,668482,488588
Margarites pupillus,NA,Species,Mollusca,Gastropoda,Trochida,Margaritidae,Margarites,TRUE,NA,FALSE,528731,528731,495421,529751
Clinocardium nuttallii,NA,Species,Mollusca,Bivalvia,Cardiida,Cardiidae,Clinocardium,TRUE,FALSE,FALSE,381980,381980,387486,410350
Armina californica,NA,Species,Mollusca,Gastropoda,Nudibranchia,Arminidae,Armina,TRUE,NA,NA,558913,558913,277029,763115
Spiophanes bombyx,NA,Species,Annelida,Polychaeta,Spionida,Spionidae,Spiophanes,TRUE,FALSE,FALSE,131187,131187,122720,696728
Synidotea laticauda,NA,Species,Arthropoda,Malacostraca,Isopoda,Idoteidae,Synidotea,FALSE,TRUE,FALSE,257397,257397,798445,123898
Americorophium salmonis,NA,Species,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Americorophium,TRUE,NA,FALSE,431328,431328,NA,NA
Bathyalcyon robustum,NA,Species,Cnidaria,Anthozoa,Scleralcyonacea,Coralliidae,Bathyalcyon,TRUE,NA,FALSE,724718,724718,NA,NA
Macoma carlottensis,NA,Species,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoma,TRUE,NA,NA,420876,420876,804666,NA
Paraprionospio pinnata,NA,Species,Annelida,Polychaeta,Spionida,Spionidae,Paraprionospio,TRUE,FALSE,FALSE,131140,131140,497238,NA
Henricia leviuscula,NA,Species,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,TRUE,FALSE,FALSE,369117,369117,140248,133436
Pleurobrachia bachei,NA,Species,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Pleurobrachia,TRUE,FALSE,FALSE,265191,265191,462427,34499
Lacuna vincta,NA,Species,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Lacuna,TRUE,FALSE,FALSE,140170,140170,306755,1273218
Balanophyllia (Balanophyllia) elegans,NA,Species,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,Balanophyllia,TRUE,FALSE,FALSE,286920,286920,NA,NA
Neptunea amianta,NA,Species,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Neptunea,TRUE,NA,NA,423554,423554,652505,620478
Lumbrineris luti,NA,Species,Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,TRUE,FALSE,FALSE,333895,333895,385908,NA
Paelopatides confundens,NA,Species,Echinodermata,Holothuroidea,Synallactida,Synallactidae,Paelopatides,TRUE,FALSE,FALSE,148759,148759,217665,1769963
Amphibalanus improvisus,NA,Species,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Amphibalanus,TRUE,NA,NA,421139,421139,468995,1220549
Aphelochaeta monilaris,NA,Species,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,TRUE,FALSE,FALSE,332990,332990,NA,NA
Leptasterias hexactis,NA,Species,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,TRUE,FALSE,FALSE,369177,369177,13360,136941
Aetideus armatus,NA,Species,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus,TRUE,FALSE,FALSE,104275,104275,92375,883816
Anthopleura elegantissima,NA,Species,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,TRUE,NA,NA,283347,283347,159646,6110
Proboscidactyla flavicirrata,NA,Species,Cnidaria,Hydrozoa,Anthoathecata,Proboscidactylidae,Proboscidactyla,TRUE,NA,NA,117834,117834,671330,323328
Crangon franciscorum,NA,Species,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,TRUE,TRUE,FALSE,241261,241261,607497,307031
Cyclosalpa affinis,NA,Species,Chordata,Thaliacea,Salpida,Salpidae,Cyclosalpa,TRUE,NA,NA,137257,137257,NA,942548
Periphylla periphylla,NA,Species,Cnidaria,Scyphozoa,Coronatae,Periphyllidae,Periphylla,TRUE,FALSE,FALSE,135294,135294,249205,880221
Spinocalanus brevicaudatus,NA,Species,Arthropoda,Copepoda,Calanoida,Spinocalanidae,Spinocalanus,TRUE,FALSE,FALSE,104848,104848,NA,1932388
Pseudopolydora paucibranchiata,NA,Species,Annelida,Polychaeta,Spionida,Spionidae,Pseudopolydora,TRUE,FALSE,TRUE,131168,131168,494715,997042
Chondrochelia dubia,NA,Species,Arthropoda,Malacostraca,Tanaidacea,Leptocheliidae,Chondrochelia,TRUE,NA,NA,880865,880865,NA,NA
Eutonina indicans,NA,Species,Cnidaria,Hydrozoa,Leptothecata,Eirenidae,Eutonina,TRUE,NA,FALSE,117517,117517,348964,500057
Halichondria (Halichondria) bowerbanki,NA,Species,Porifera,Demospongiae,Suberitida,Halichondriidae,Halichondria,TRUE,FALSE,FALSE,165801,165801,NA,145470
Lensia achilles,NA,Species,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,TRUE,FALSE,FALSE,135425,135425,656009,499911
Ciona intestinalis,NA,Species,Chordata,Ascidiacea,Phlebobranchia,Cionidae,Ciona,TRUE,NA,FALSE,103732,103732,26212,7719
Ciona savignyi,NA,Species,Chordata,Ascidiacea,Phlebobranchia,Cionidae,Ciona,TRUE,NA,FALSE,250292,250292,29569,51511
Caecosagitta macrocephala,NA,Species,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Caecosagitta,TRUE,FALSE,FALSE,105431,105431,216025,648572
Bathypathes patula,NA,Species,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Bathypathes,TRUE,NA,NA,103323,103323,NA,1350341
Watersipora subtorquata,NA,Species,Bryozoa,Gymnolaemata,Cheilostomatida,Watersiporidae,Watersipora,TRUE,FALSE,FALSE,111592,111592,31671,193294
Lithodes aequispinus,NA,Species,Arthropoda,Malacostraca,Decapoda,Lithodidae,Lithodes,TRUE,FALSE,FALSE,550622,550622,8401,174392
Lottia scutum,NA,Species,Mollusca,Gastropoda,NA,Lottiidae,Lottia,TRUE,FALSE,FALSE,456605,456605,103732,351231
Docosaccus maculatus,NA,Species,Porifera,Hexactinellida,Lyssacinosida,Euplectellidae,Docosaccus,TRUE,FALSE,FALSE,730564,730564,666850,1503681
Ampharete acutifrons,NA,Species,Annelida,Polychaeta,Terebellida,Ampharetidae,Ampharete,TRUE,FALSE,FALSE,129775,129775,177410,394739
Poraniopsis inflata,NA,Species,Echinodermata,Asteroidea,Valvatida,Poraniidae,Poraniopsis,TRUE,FALSE,FALSE,381961,381961,NA,556853
Schistomeringos annulata,NA,Species,Annelida,Polychaeta,Eunicida,Dorvilleidae,Schistomeringos,TRUE,FALSE,FALSE,334727,334727,NA,NA
Compsomyax subdiaphana,NA,Species,Mollusca,Bivalvia,Venerida,Veneridae,Compsomyax,TRUE,NA,NA,507527,507527,83703,345459
