found_taxa,accepted_name_usage,taxonomic_status,species,subspecies,taxon_rank,class,order,family,genus,is_marine,is_brackish,is_freshwater,speciesid,taxon_id,bold_id,ncbi_id,region
Bathyraja trachura,Bathyraja trachura,accepted,Bathyraja trachura,NA,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,271538,271538,33943,341251,Gulf of Alaska
Sebastes entomelas,Sebastes entomelas,accepted,Sebastes entomelas,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274791,274791,16661,72073,Gulf of Alaska
Bothrocara pusillum,Bothrocara pusillum,accepted,Bothrocara pusillum,NA,species,Actinopteri,Perciformes,Zoarcidae,Bothrocara,TRUE,FALSE,FALSE,279400,279400,NA,2048771,Gulf of Alaska
Triglops scepticus,Triglops scepticus,accepted,Triglops scepticus,NA,species,Actinopteri,Perciformes,Cottidae,Triglops,TRUE,FALSE,FALSE,254531,254531,140469,274770,Gulf of Alaska
Spirinchus thaleichthys,Spirinchus thaleichthys,accepted,Spirinchus thaleichthys,NA,species,Actinopteri,Osmeriformes,Osmeridae,Spirinchus,TRUE,TRUE,TRUE,282844,282844,88732,260508,Gulf of Alaska
Sarritor frenatus,Sarritor frenatus,accepted,Sarritor frenatus,NA,species,Actinopteri,Perciformes,Agonidae,Sarritor,TRUE,FALSE,FALSE,254374,254374,NA,274777,Gulf of Alaska
Icelus spiniger,Icelus spiniger,accepted,Icelus spiniger,NA,species,Actinopteri,Perciformes,Cottidae,Icelus,TRUE,FALSE,FALSE,254525,254525,99722,557345,Gulf of Alaska
Cottus aleuticus,Cottus aleuticus,accepted,Cottus aleuticus,NA,species,Actinopteri,Perciformes,Cottidae,Cottus,TRUE,TRUE,TRUE,274366,274366,NA,214914,Gulf of Alaska
Anarrhichthys ocellatus,Anarrhichthys ocellatus,accepted,Anarrhichthys ocellatus,NA,species,Actinopteri,Perciformes,Anarhichadidae,Anarrhichthys,TRUE,FALSE,FALSE,279605,279605,NA,433405,Gulf of Alaska
Anoplarchus purpurescens,Anoplarchus purpurescens,accepted,Anoplarchus purpurescens,NA,species,Actinopteri,Perciformes,Stichaeidae,Anoplarchus,TRUE,FALSE,FALSE,279633,279633,78132,320623,Gulf of Alaska
Artedius fenestralis,Artedius fenestralis,accepted,Artedius fenestralis,NA,species,Actinopteri,Perciformes,Cottidae,Artedius,TRUE,FALSE,FALSE,279700,279700,142500,274758,Gulf of Alaska
Bryozoichthys marjorius,Bryozoichthys marjorius,accepted,Bryozoichthys marjorius,NA,species,Actinopteri,Perciformes,Stichaeidae,Bryozoichthys,TRUE,FALSE,FALSE,254575,254575,NA,1311538,Gulf of Alaska
Lycodes beringi,Lycodes beringi,accepted,Lycodes beringi,NA,species,Actinopteri,Perciformes,Zoarcidae,Lycodes,TRUE,FALSE,FALSE,398582,398582,NA,215428,Gulf of Alaska
Clinocottus acuticeps,Clinocottus acuticeps,accepted,Clinocottus acuticeps,NA,species,Actinopteri,Perciformes,Cottidae,Clinocottus,TRUE,TRUE,TRUE,280218,280218,125646,459045,Gulf of Alaska
Lycodes pacificus,Lycodes pacificus,accepted,Lycodes pacificus,NA,species,Actinopteri,Perciformes,Zoarcidae,Lycodes,TRUE,FALSE,FALSE,274116,274116,11376,1772091,Gulf of Alaska
Pseudobathylagus milleri,Pseudobathylagus milleri,accepted,Pseudobathylagus milleri,NA,species,Actinopteri,Argentiniformes,Bathylagidae,Pseudobathylagus,TRUE,FALSE,FALSE,282406,282406,34556,301820,Gulf of Alaska
Careproctus colletti,Careproctus colletti,accepted,Careproctus colletti,NA,species,Actinopteri,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,254547,254547,794624,796014,Gulf of Alaska
Liparis liparis,Liparis liparis,accepted,Liparis liparis,NA,species,Actinopteri,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,127219,127219,387973,446792,Gulf of Alaska
Oligocottus maculosus,Oligocottus maculosus,accepted,Oligocottus maculosus,NA,species,Actinopteri,Perciformes,Cottidae,Oligocottus,TRUE,TRUE,FALSE,281872,281872,101369,328410,Gulf of Alaska
Sebastes wilsoni,Sebastes wilsoni,accepted,Sebastes wilsoni,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274868,274868,10713,72107,Gulf of Alaska
Sebastes diploproa,Sebastes diploproa,accepted,Sebastes diploproa,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274787,274787,10781,72069,Gulf of Alaska
Ptilichthys goodei,Ptilichthys goodei,accepted,Ptilichthys goodei,NA,species,Actinopteri,Perciformes,Ptilichthyidae,Ptilichthys,TRUE,FALSE,FALSE,282508,282508,302399,641289,Gulf of Alaska
Anarhichas orientalis,Anarhichas orientalis,accepted,Anarhichas orientalis,NA,species,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,TRUE,FALSE,FALSE,254511,254511,110732,479980,Gulf of Alaska
Lethenteron camtschaticum,Lethenteron camtschaticum,accepted,Lethenteron camtschaticum,NA,species,Petromyzonti,Petromyzontiformes,Petromyzontidae,Lethenteron,TRUE,TRUE,TRUE,101173,101173,206453,980415,Gulf of Alaska
Blepsias bilobus,Blepsias bilobus,accepted,Blepsias bilobus,NA,species,NA,Scorpaeniformes,Hemitripteridae,Blepsias,TRUE,FALSE,FALSE,254540,254540,110737,980325,Gulf of Alaska
Liparis dennyi,Liparis dennyi,accepted,Liparis dennyi,NA,species,Actinopteri,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,254550,254550,142501,433403,Gulf of Alaska
Lota lota,Lota lota,accepted,Lota lota,NA,species,Actinopteri,Gadiformes,Lotidae,Lota,FALSE,TRUE,TRUE,154388,154388,15280,69944,Gulf of Alaska
Nectoliparis pelagicus,Nectoliparis pelagicus,accepted,Nectoliparis pelagicus,NA,species,Actinopteri,Perciformes,Liparidae,Nectoliparis,TRUE,FALSE,FALSE,281641,281641,99717,446815,Gulf of Alaska
Myoxocephalus scorpius,Myoxocephalus scorpius,accepted,Myoxocephalus scorpius,NA,species,Actinopteri,Perciformes,Cottidae,Myoxocephalus,TRUE,TRUE,FALSE,127203,127203,59602,8097,Gulf of Alaska
Chauliodus macouni,Chauliodus macouni,accepted,Chauliodus macouni,NA,species,Actinopteri,Stomiiformes,Stomiidae,Chauliodus,TRUE,FALSE,FALSE,275055,275055,33959,302055,Gulf of Alaska
Lumpenus fabricii,Lumpenus fabricii,accepted,Lumpenus fabricii,NA,species,Actinopteri,Perciformes,Stichaeidae,Lumpenus,TRUE,FALSE,FALSE,127073,127073,59619,NA,Gulf of Alaska
Malacocottus kincaidi,Malacocottus kincaidi,accepted,Malacocottus kincaidi,NA,species,Actinopteri,Perciformes,Psychrolutidae,Malacocottus,TRUE,FALSE,FALSE,279442,279442,10680,433396,Gulf of Alaska
Stenobrachius nannochir,Stenobrachius nannochir,accepted,Stenobrachius nannochir,NA,species,Actinopteri,Myctophiformes,Myctophidae,Stenobrachius,TRUE,FALSE,FALSE,254364,254364,33994,123240,Gulf of Alaska
Sebastes nigrocinctus,Sebastes nigrocinctus,accepted,Sebastes nigrocinctus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274825,274825,160601,72089,Gulf of Alaska
Anoplagonus inermis,Anoplagonus inermis,accepted,Anoplagonus inermis,NA,species,Actinopteri,Perciformes,Agonidae,Anoplagonus,TRUE,FALSE,FALSE,279630,279630,393344,1154603,Gulf of Alaska
Hypsagonus quadricornis,Hypsagonus quadricornis,accepted,Hypsagonus quadricornis,NA,species,Actinopteri,Perciformes,Agonidae,Hypsagonus,TRUE,FALSE,FALSE,254508,254508,101093,274775,Gulf of Alaska
Coregonus sardinella,Coregonus sardinella,accepted,Coregonus sardinella,NA,species,Actinopteri,Salmoniformes,Salmonidae,Coregonus,TRUE,TRUE,TRUE,127181,127181,88743,241494,Gulf of Alaska
Benthalbella dentata,Benthalbella dentata,accepted,Benthalbella dentata,NA,species,Actinopteri,Aulopiformes,Scopelarchidae,Benthalbella,TRUE,FALSE,FALSE,254572,254572,NA,433385,Gulf of Alaska
Hypomesus pretiosus,Hypomesus pretiosus,accepted,Hypomesus pretiosus,NA,species,Actinopteri,Osmeriformes,Osmeridae,Hypomesus,TRUE,TRUE,FALSE,279422,279422,125619,300346,Gulf of Alaska
Psychrolutes sigalutes,Psychrolutes sigalutes,accepted,Psychrolutes sigalutes,NA,species,Actinopteri,Perciformes,Psychrolutidae,Psychrolutes,TRUE,FALSE,FALSE,274679,274679,560388,557364,Gulf of Alaska
Myoxocephalus jaok,Myoxocephalus jaok,accepted,Myoxocephalus jaok,NA,species,Actinopteri,Perciformes,Cottidae,Myoxocephalus,TRUE,FALSE,FALSE,254527,254527,201937,980339,Gulf of Alaska
Xiphister atropurpureus,Xiphister atropurpureus,accepted,Xiphister atropurpureus,NA,species,Actinopteri,Perciformes,Stichaeidae,Xiphister,TRUE,FALSE,FALSE,283194,283194,125640,283024,Gulf of Alaska
Eleginus gracilis,Eleginus gracilis,accepted,Eleginus gracilis,NA,species,Actinopteri,Gadiformes,Gadidae,Eleginus,TRUE,TRUE,TRUE,254537,254537,110731,8047,Gulf of Alaska
Liparis pulchellus,Liparis pulchellus,accepted,Liparis pulchellus,NA,species,Actinopteri,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,274533,274533,99718,433402,Gulf of Alaska
Rhamphocottus richardsonii,Rhamphocottus richardsonii,accepted,Rhamphocottus richardsonii,NA,species,Actinopteri,Perciformes,Rhamphocottidae,Rhamphocottus,TRUE,FALSE,FALSE,282578,282578,125517,283636,Gulf of Alaska
Nautichthys oculofasciatus,Nautichthys oculofasciatus,accepted,Nautichthys oculofasciatus,NA,species,NA,Scorpaeniformes,Hemitripteridae,Nautichthys,TRUE,FALSE,FALSE,254542,254542,99713,428032,Gulf of Alaska
Crystallichthys cyclospilus,Crystallichthys cyclospilus,accepted,Crystallichthys cyclospilus,NA,species,Actinopteri,Perciformes,Liparidae,Crystallichthys,TRUE,FALSE,FALSE,280451,280451,NA,446810,Gulf of Alaska
Coryphaenoides cinereus,Coryphaenoides cinereus,accepted,Coryphaenoides cinereus,NA,species,Actinopteri,Gadiformes,Macrouridae,Coryphaenoides,TRUE,FALSE,FALSE,272326,272326,33960,83391,Gulf of Alaska
Liparis callyodon,Liparis callyodon,accepted,Liparis callyodon,NA,species,Actinopteri,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,274505,274505,191453,980332,Gulf of Alaska
Sebastes maliger,Sebastes maliger,accepted,Sebastes maliger,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274815,274815,52780,72084,Gulf of Alaska
Diaphus theta,Diaphus theta,accepted,Diaphus theta,NA,species,Actinopteri,Myctophiformes,Myctophidae,Diaphus,TRUE,FALSE,FALSE,272694,272694,34004,91653,Gulf of Alaska
Salvelinus alpinus,Salvelinus alpinus,accepted,Salvelinus alpinus,NA,species,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,TRUE,TRUE,TRUE,127188,127188,80552,8036,Gulf of Alaska
Coryphaenoides acrolepis,Coryphaenoides acrolepis,accepted,Coryphaenoides acrolepis,NA,species,Actinopteri,Gadiformes,Macrouridae,Coryphaenoides,TRUE,FALSE,FALSE,272313,272313,33884,83390,Gulf of Alaska
Blepsias cirrhosus,Blepsias cirrhosus,accepted,Blepsias cirrhosus,NA,species,NA,Scorpaeniformes,Hemitripteridae,Blepsias,TRUE,FALSE,FALSE,279417,279417,125608,573213,Gulf of Alaska
Sebastes melanostictus,Sebastes melanostictus,accepted,Sebastes melanostictus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,1015496,1015496,163038,394695,Gulf of Alaska
Coregonus pidschian,Coregonus pidschian,accepted,Coregonus pidschian,NA,species,Actinopteri,Salmoniformes,Salmonidae,Coregonus,TRUE,TRUE,TRUE,254568,254568,152140,480040,Gulf of Alaska
Sebastes flavidus,Sebastes flavidus,accepted,Sebastes flavidus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274795,274795,10709,72076,Gulf of Alaska
Lycodapus parviceps,Lycodapus parviceps,accepted,Lycodapus parviceps,NA,species,Actinopteri,Perciformes,Zoarcidae,Lycodapus,TRUE,FALSE,FALSE,279393,279393,NA,1772030,Gulf of Alaska
Eopsetta jordani,Eopsetta jordani,accepted,Eopsetta jordani,NA,species,Actinopteri,Pleuronectiformes,Pleuronectidae,Eopsetta,TRUE,FALSE,FALSE,280690,280690,11822,195609,Gulf of Alaska
Bathyagonus pentacanthus,Bathyagonus pentacanthus,accepted,Bathyagonus pentacanthus,NA,species,Actinopteri,Perciformes,Agonidae,Bathyagonus,TRUE,FALSE,FALSE,254506,254506,33924,433407,Gulf of Alaska
Apodichthys flavidus,Apodichthys flavidus,accepted,Apodichthys flavidus,NA,species,Actinopteri,Perciformes,Pholidae,Apodichthys,TRUE,FALSE,FALSE,279664,279664,125580,57779,Gulf of Alaska
Merluccius productus,Merluccius productus,accepted,Merluccius productus,NA,species,Actinopteri,Gadiformes,Merlucciidae,Merluccius,TRUE,TRUE,FALSE,272458,272458,11764,89952,Gulf of Alaska
Oneirodes bulbosus,Oneirodes bulbosus,accepted,Oneirodes bulbosus,NA,species,Actinopteri,Lophiiformes,Oneirodidae,Oneirodes,TRUE,FALSE,FALSE,254553,254553,140403,1154599,Gulf of Alaska
Sebastes pinniger,Sebastes pinniger,accepted,Sebastes pinniger,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274836,274836,10778,72094,Gulf of Alaska
Xiphister mucosus,Xiphister mucosus,accepted,Xiphister mucosus,NA,species,Actinopteri,Perciformes,Stichaeidae,Xiphister,TRUE,FALSE,FALSE,283195,283195,78130,283031,Gulf of Alaska
Coregonus clupeaformis,Coregonus clupeaformis,accepted,Coregonus clupeaformis,NA,species,Actinopteri,Salmoniformes,Salmonidae,Coregonus,FALSE,TRUE,TRUE,158726,158726,10571,59861,Gulf of Alaska
Bothrocara brunneum,Bothrocara brunneum,accepted,Bothrocara brunneum,NA,species,Actinopteri,Perciformes,Zoarcidae,Bothrocara,TRUE,FALSE,FALSE,279397,279397,33942,557338,Gulf of Alaska
Enophrys diceraus,Enophrys diceraus,accepted,Enophrys diceraus,NA,species,Actinopteri,Perciformes,Cottidae,Enophrys,TRUE,FALSE,FALSE,154784,154784,101096,980326,Gulf of Alaska
Pallasina barbata,Pallasina barbata,accepted,Pallasina barbata,NA,species,Actinopteri,Perciformes,Agonidae,Pallasina,TRUE,FALSE,FALSE,254396,254396,110751,740932,Gulf of Alaska
Clinocottus embryum,Clinocottus embryum,accepted,Clinocottus embryum,NA,species,Actinopteri,Perciformes,Cottidae,Clinocottus,TRUE,FALSE,FALSE,280220,280220,125647,459046,Gulf of Alaska
Oneirodes thompsoni,Oneirodes thompsoni,accepted,Oneirodes thompsoni,NA,species,Actinopteri,Lophiiformes,Oneirodidae,Oneirodes,TRUE,FALSE,FALSE,254554,254554,78113,412658,Gulf of Alaska
Careproctus phasma,Careproctus phasma,accepted,Careproctus phasma,NA,species,Actinopteri,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,274460,274460,140427,1311423,Gulf of Alaska
Eumicrotremus asperrimus,Eumicrotremus asperrimus,accepted,Eumicrotremus asperrimus,NA,species,Actinopteri,Perciformes,Cyclopteridae,Eumicrotremus,TRUE,FALSE,FALSE,254533,254533,717070,1302273,Gulf of Alaska
Melamphaes lugubris,Melamphaes lugubris,accepted,Melamphaes lugubris,NA,species,Actinopteri,Beryciformes,Melamphaidae,Melamphaes,TRUE,FALSE,FALSE,274932,274932,33946,319444,Gulf of Alaska
Bryozoichthys lysimus,Bryozoichthys lysimus,accepted,Bryozoichthys lysimus,NA,species,Actinopteri,Perciformes,Stichaeidae,Bryozoichthys,TRUE,FALSE,FALSE,279418,279418,519679,1317002,Gulf of Alaska
Trachipterus altivelis,Trachipterus altivelis,accepted,Trachipterus altivelis,NA,species,Actinopteri,Lampriformes,Trachipteridae,Trachipterus,TRUE,FALSE,FALSE,272531,272531,125556,320416,Gulf of Alaska
Liparis florae,Liparis florae,accepted,Liparis florae,NA,species,Actinopteri,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,274513,274513,125573,320618,Gulf of Alaska
Enophrys bison,Enophrys bison,accepted,Enophrys bison,NA,species,Actinopteri,Perciformes,Cottidae,Enophrys,TRUE,FALSE,FALSE,275355,275355,125570,320617,Gulf of Alaska
Enophrys lucasi,Enophrys lucasi,accepted,Enophrys lucasi,NA,species,Actinopteri,Perciformes,Cottidae,Enophrys,TRUE,FALSE,FALSE,254518,254518,140421,980327,Gulf of Alaska
Bathymaster leurolepis,Bathymaster leurolepis,accepted,Bathymaster leurolepis,NA,species,Actinopteri,Perciformes,Bathymasteridae,Bathymaster,TRUE,FALSE,FALSE,254512,254512,191450,641271,Gulf of Alaska
Prionace glauca,Prionace glauca,accepted,Prionace glauca,NA,species,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,TRUE,TRUE,FALSE,105801,105801,12783,7815,Gulf of Alaska
Citharichthys stigmaeus,Citharichthys stigmaeus,accepted,Citharichthys stigmaeus,NA,species,Actinopteri,Pleuronectiformes,Paralichthyidae,Citharichthys,TRUE,FALSE,FALSE,275696,275696,125498,319775,Gulf of Alaska
Aulorhynchus flavidus,Aulorhynchus flavidus,accepted,Aulorhynchus flavidus,NA,species,Actinopteri,Perciformes,Aulorhynchidae,Aulorhynchus,TRUE,FALSE,FALSE,279839,279839,99726,240152,Gulf of Alaska
Odontopyxis trispinosa,Odontopyxis trispinosa,accepted,Odontopyxis trispinosa,NA,species,Actinopteri,Perciformes,Agonidae,Odontopyxis,TRUE,FALSE,FALSE,281836,281836,10690,320620,Gulf of Alaska
Macropinna microstoma,Macropinna microstoma,accepted,Macropinna microstoma,NA,species,Actinopteri,Argentiniformes,Opisthoproctidae,Macropinna,TRUE,FALSE,FALSE,281482,281482,34567,557410,Gulf of Alaska
Sagamichthys abei,Sagamichthys abei,accepted,Sagamichthys abei,NA,species,Actinopteri,Alepocephaliformes,Platytroctidae,Sagamichthys,TRUE,FALSE,FALSE,234630,234630,33975,319782,Gulf of Alaska
Lycenchelys crotalinus,Lycenchelys crotalinus,accepted,Lycenchelys crotalinus,NA,species,Actinopteri,Perciformes,Zoarcidae,Lycenchelys,TRUE,FALSE,FALSE,254592,254592,33889,320591,Gulf of Alaska
Avocettina infans,Avocettina infans,accepted,Avocettina infans,NA,species,Actinopteri,Anguilliformes,Nemichthyidae,Avocettina,TRUE,FALSE,FALSE,126304,126304,34561,121280,Gulf of Alaska
Scopelosaurus adleri,Scopelosaurus adleri,accepted,Scopelosaurus adleri,NA,species,Actinopteri,Aulopiformes,Notosudidae,Scopelosaurus,TRUE,FALSE,FALSE,254552,254552,NA,NA,Gulf of Alaska
Clupea harengus,Clupea harengus,accepted,Clupea harengus,NA,species,Actinopteri,Clupeiformes,Clupeidae,Clupea,TRUE,TRUE,FALSE,126417,126417,47302,7950,Gulf of Alaska
Osmerus mordax,Osmerus mordax,accepted,Osmerus mordax,NA,species,Actinopteri,Osmeriformes,Osmeridae,Osmerus,TRUE,TRUE,TRUE,126737,126737,10696,8014,Gulf of Alaska
Paraliparis deani,Paraliparis deani,accepted,Paraliparis deani,NA,species,Actinopteri,Perciformes,Liparidae,Paraliparis,TRUE,FALSE,FALSE,274570,274570,NA,NA,Gulf of Alaska
Icichthys lockingtoni,Icichthys lockingtoni,accepted,Icichthys lockingtoni,NA,species,Actinopteri,Scombriformes,Centrolophidae,Icichthys,TRUE,FALSE,FALSE,279354,279354,59165,302051,Gulf of Alaska
Sebastes saxicola,Sebastes saxicola,accepted,Sebastes saxicola,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274848,274848,10774,72101,Gulf of Alaska
Soldatovia polyactocephala,Soldatovia polyactocephala,accepted,Soldatovia polyactocephala,NA,species,Actinopteri,Perciformes,Stichaeidae,Soldatovia,TRUE,FALSE,FALSE,282820,282820,NA,NA,Gulf of Alaska
Chirolophis nugator,Chirolophis nugator,accepted,Chirolophis nugator,NA,species,Actinopteri,Perciformes,Stichaeidae,Chirolophis,TRUE,FALSE,FALSE,254577,254577,125612,433395,Gulf of Alaska
Aristostomias scintillans,Aristostomias scintillans,accepted,Aristostomias scintillans,NA,species,Actinopteri,Stomiiformes,Stomiidae,Aristostomias,TRUE,FALSE,FALSE,275007,275007,34006,319440,Gulf of Alaska
Cololabis saira,Cololabis saira,accepted,Cololabis saira,NA,species,Actinopteri,Beloniformes,Scomberesocidae,Cololabis,TRUE,FALSE,FALSE,280366,280366,30380,129043,Gulf of Alaska
Phytichthys chirus,Phytichthys chirus,accepted,Phytichthys chirus,NA,species,Actinopteri,Perciformes,Stichaeidae,Phytichthys,TRUE,FALSE,FALSE,282255,282255,NA,1738904,Gulf of Alaska
Leuroglossus stilbius,Leuroglossus stilbius,accepted,Leuroglossus stilbius,NA,species,Actinopteri,Argentiniformes,Bathylagidae,Leuroglossus,TRUE,FALSE,FALSE,313514,313514,71906,301819,Gulf of Alaska
Poromitra crassiceps,Poromitra crassiceps,accepted,Poromitra crassiceps,NA,species,Actinopteri,Beryciformes,Melamphaidae,Poromitra,TRUE,FALSE,FALSE,127273,127273,34228,88708,Gulf of Alaska
Artedius lateralis,Artedius lateralis,accepted,Artedius lateralis,NA,species,Actinopteri,Perciformes,Cottidae,Artedius,TRUE,FALSE,FALSE,279702,279702,76453,322683,Gulf of Alaska
Sebastes mystinus,Sebastes mystinus,accepted,Sebastes mystinus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274823,274823,160596,72088,Gulf of Alaska
Artediellus pacificus,Artediellus pacificus,accepted,Artediellus pacificus,NA,species,Actinopteri,Perciformes,Cottidae,Artediellus,TRUE,FALSE,FALSE,254517,254517,723457,NA,Gulf of Alaska
Bathyraja lindbergi,Bathyraja lindbergi,accepted,Bathyraja lindbergi,NA,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,271517,271517,80067,341245,Gulf of Alaska
Synchirus gilli,Synchirus gilli,accepted,Synchirus gilli,NA,species,Actinopteri,Perciformes,Cottidae,Synchirus,TRUE,FALSE,FALSE,282921,282921,125638,740936,Gulf of Alaska
Alosa sapidissima,Alosa sapidissima,accepted,Alosa sapidissima,NA,species,Actinopteri,Clupeiformes,Clupeidae,Alosa,TRUE,TRUE,TRUE,158670,158670,13393,34773,Gulf of Alaska
Occella dodecaedron,Occella dodecaedron,accepted,Occella dodecaedron,NA,species,Actinopteri,Perciformes,Agonidae,Occella,TRUE,FALSE,FALSE,254398,254398,477605,1633468,Gulf of Alaska
Limanda proboscidea,Limanda proboscidea,accepted,Limanda proboscidea,NA,species,Actinopteri,Pleuronectiformes,Pleuronectidae,Limanda,TRUE,FALSE,FALSE,254563,254563,110754,641108,Gulf of Alaska
Lycodapus mandibularis,Lycodapus mandibularis,accepted,Lycodapus mandibularis,NA,species,Actinopteri,Perciformes,Zoarcidae,Lycodapus,TRUE,FALSE,FALSE,279391,279391,99723,557350,Gulf of Alaska
Arctozenus risso,Arctozenus risso,accepted,Arctozenus risso,NA,species,Actinopteri,Aulopiformes,Paralepididae,Arctozenus,TRUE,FALSE,FALSE,126352,126352,59407,473348,Gulf of Alaska
Sebastes caurinus,Sebastes caurinus,accepted,Sebastes caurinus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274780,274780,33903,72063,Gulf of Alaska
