species,subspecies,taxon_rank,class,order,family,genus,is_marine,is_brackish,is_freshwater,speciesid,taxon_id,bold_id,ncbi_id
Scopelarchus analis,NA,Species,Actinopteri,Aulopiformes,Scopelarchidae,Scopelarchus,TRUE,FALSE,FALSE,126367,126367,263463,436885
Scomberesox saurus,NA,Species,Actinopteri,Beloniformes,Scomberesocidae,Scomberesox,TRUE,FALSE,FALSE,126392,126392,71696,129061
Eutaeniophorus festivus,NA,Species,Actinopteri,Beryciformes,Cetomimidae,Eutaeniophorus,TRUE,FALSE,FALSE,126409,126409,198700,565079
Diaphus brachycephalus,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Diaphus,TRUE,FALSE,FALSE,126589,126589,142457,885007
Taaningichthys paurolychnus,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Taaningichthys,TRUE,FALSE,FALSE,126633,126633,759825,2420062
Pholis gunnellus,NA,Species,Actinopteri,Perciformes,Pholidae,Pholis,TRUE,TRUE,FALSE,126996,126996,68563,56726
Saccopharynx ampullaceus,NA,Species,Actinopteri,Saccopharyngiformes,Saccopharyngidae,Saccopharynx,TRUE,FALSE,FALSE,127171,127171,70918,473331
Taurulus bubalis,NA,Species,Actinopteri,Perciformes,Cottidae,Taurulus,TRUE,TRUE,FALSE,127204,127204,77464,61643
Melamphaes suborbitalis,NA,Species,Actinopteri,Beryciformes,Melamphaidae,Melamphaes,TRUE,TRUE,FALSE,127270,127270,140666,700637
Porichthys plectrodon,NA,Species,Actinopteri,Batrachoidiformes,Batrachoididae,Porichthys,TRUE,FALSE,FALSE,158784,158784,140546,472765
Nezumia bairdii,NA,Species,Actinopteri,Gadiformes,Macrouridae,Nezumia,TRUE,FALSE,FALSE,183289,183289,71312,1311468
Tripterophycis gilchristi,NA,Species,Actinopteri,Gadiformes,Moridae,Tripterophycis,TRUE,FALSE,FALSE,217739,217739,87063,1003992
Canthigaster rivulata,NA,Species,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,TRUE,FALSE,FALSE,219937,219937,52683,264151
Stemonosudis macrura,NA,Species,Actinopteri,Aulopiformes,Paralepididae,Stemonosudis,TRUE,FALSE,FALSE,220334,220334,125497,319772
Coryphaenoides longifilis,NA,Species,Actinopteri,Gadiformes,Macrouridae,Coryphaenoides,TRUE,FALSE,FALSE,272336,272336,59167,83389
Bassozetus levistomatus,NA,Species,Actinopteri,Ophidiiformes,Ophidiidae,Bassozetus,TRUE,FALSE,FALSE,272790,272790,NA,NA
Chromis notata,NA,Species,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Chromis,TRUE,FALSE,FALSE,273745,273745,203173,486151
Paraliparis entochloris,NA,Species,Actinopteri,Perciformes,Liparidae,Paraliparis,TRUE,FALSE,FALSE,274577,274577,NA,NA
Lutjanus colorado,NA,Species,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Lutjanus,TRUE,TRUE,FALSE,276529,276529,34506,697225
Lycogrammoides schmidti,NA,Species,Actinopteri,Perciformes,Zoarcidae,Lycogrammoides,TRUE,FALSE,FALSE,281448,281448,199384,561518
Hymenocephalus striatissimus,NA,Species,Actinopteri,Gadiformes,Macrouridae,Hymenocephalus,TRUE,FALSE,FALSE,293611,293611,NA,630734
Harengula humeralis,NA,Species,Actinopteri,Clupeiformes,Clupeidae,Harengula,TRUE,FALSE,FALSE,367197,367197,111646,NA
Hyporthodus niphobles,NA,Species,Actinopteri,Perciformes,Serranidae,Hyporthodus,TRUE,FALSE,FALSE,475078,475078,495833,160725
Bathylagoides nigrigenys,NA,Species,Actinopteri,Argentiniformes,Bathylagidae,Bathylagoides,TRUE,FALSE,FALSE,712443,712443,779235,NA
Bothrocara zestum,NA,Species,Actinopteri,Perciformes,Zoarcidae,Bothrocara,TRUE,FALSE,FALSE,1566163,1566163,NA,NA
Acipenser sturio,NA,Species,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,TRUE,TRUE,TRUE,126279,126279,50209,61674
Lampanyctus festivus,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Lampanyctus,TRUE,FALSE,FALSE,126614,126614,142463,717803
Acanthonus armatus,NA,Species,Actinopteri,Ophidiiformes,Ophidiidae,Acanthonus,TRUE,FALSE,FALSE,158998,158998,203139,1843782
Bathyraja maculata,NA,Species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,271520,271520,82397,341246
Gigantactis gargantua,NA,Species,Actinopteri,Lophiiformes,Gigantactinidae,Gigantactis,TRUE,FALSE,FALSE,272560,272560,759827,NA
Bolinichthys longipes,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Bolinichthys,TRUE,FALSE,FALSE,272650,272650,304019,123245
Callionymus curvicornis,NA,Species,Actinopteri,Callionymiformes,Callionymidae,Callionymus,TRUE,TRUE,TRUE,273174,273174,494275,1503337
Stegastes planifrons,NA,Species,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,TRUE,FALSE,FALSE,276679,276679,52270,159713
Heterodontus portusjacksoni,NA,Species,Elasmobranchii,Heterodontiformes,Heterodontidae,Heterodontus,TRUE,FALSE,FALSE,276699,276699,72587,7793
Branchiostegus japonicus,NA,Species,Actinopteri,Eupercaria incertae sedis,Malacanthidae,Branchiostegus,TRUE,FALSE,FALSE,276739,276739,95287,NA
Plectroglyphidodon sindonis,NA,Species,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Plectroglyphidodon,TRUE,FALSE,FALSE,277234,277234,NA,NA
Paramonacanthus choirocephalus,NA,Species,Actinopteri,Tetraodontiformes,Monacanthidae,Paramonacanthus,TRUE,FALSE,FALSE,278918,278918,198776,392923
Aetapcus maculatus,NA,Species,Actinopteri,Perciformes,Pataecidae,Aetapcus,TRUE,FALSE,FALSE,279511,279511,142489,274722
Pleuronichthys cornutus,NA,Species,Actinopteri,Pleuronectiformes,Pleuronectidae,Pleuronichthys,TRUE,FALSE,FALSE,282291,282291,196068,244455
Enneapterygius etheostoma,NA,Species,Actinopteri,Blenniiformes,Tripterygiidae,Enneapterygius,TRUE,FALSE,FALSE,402617,402617,750565,NA
Moxostoma macrolepidotum,NA,Species,Actinopteri,Cypriniformes,Catostomidae,Moxostoma,FALSE,TRUE,TRUE,593217,593217,NA,196770
Mustelus mustelus,NA,Species,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,TRUE,FALSE,FALSE,105822,105822,78400,112230
Hypanus dipterurus,NA,Species,Elasmobranchii,Myliobatiformes,Dasyatidae,Hypanus,TRUE,FALSE,FALSE,1042857,1042857,779390,2488746
Bathytroctes macrolepis,NA,Species,Actinopteri,Alepocephaliformes,Alepocephalidae,Bathytroctes,TRUE,FALSE,FALSE,126691,126691,59417,492030
Cyclothone braueri,NA,Species,Actinopteri,Stomiiformes,Gonostomatidae,Cyclothone,TRUE,FALSE,FALSE,127284,127284,59441,48444
Myctophum asperum,NA,Species,Actinopteri,Myctophiformes,Myctophidae,Myctophum,TRUE,FALSE,FALSE,158903,158903,NA,152771
Rondeletia bicolor,NA,Species,Actinopteri,Beryciformes,Rondeletiidae,Rondeletia,TRUE,FALSE,FALSE,159428,159428,140660,1368176
Blenniella gibbifrons,NA,Species,Actinopteri,Blenniiformes,Blenniidae,Blenniella,TRUE,FALSE,FALSE,219251,219251,89396,1146954
Gymnothorax nigromarginatus,NA,Species,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,TRUE,FALSE,FALSE,271860,271860,527483,1459829
Chlorophthalmus acutifrons,NA,Species,Actinopteri,Aulopiformes,Chlorophthalmidae,Chlorophthalmus,TRUE,FALSE,FALSE,272050,272050,104045,390685
Lestidiops pacificus,NA,Species,Actinopteri,Aulopiformes,Paralepididae,Lestidiops,TRUE,FALSE,FALSE,272095,272095,NA,1077868
Gadella norops,NA,Species,Actinopteri,Gadiformes,Moridae,Gadella,TRUE,FALSE,FALSE,272467,272467,NA,NA
Trachurus novaezelandiae,NA,Species,Actinopteri,Carangiformes,Carangidae,Trachurus,TRUE,TRUE,FALSE,273304,273304,11559,271942
Sillago japonica,NA,Species,Actinopteri,Eupercaria incertae sedis,Sillaginidae,Sillago,TRUE,FALSE,FALSE,273944,273944,59210,43258
Lycenchelys monstrosa,NA,Species,Actinopteri,Perciformes,Zoarcidae,Lycenchelys,TRUE,FALSE,FALSE,274074,274074,NA,NA
Liparis megacephalus,NA,Species,Actinopteri,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,274524,274524,NA,NA
Scorpaena papillosa,NA,Species,Actinopteri,Perciformes,Scorpaenidae,Scorpaena,TRUE,TRUE,FALSE,274731,274731,177825,2578349
Sebastes trivittatus,NA,Species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274861,274861,717317,214487
Argyropelecus olfersii,NA,Species,Actinopteri,Stomiiformes,Sternoptychidae,Argyropelecus,TRUE,FALSE,FALSE,274967,274967,59410,473298
Citharichthys fragilis,NA,Species,Actinopteri,Pleuronectiformes,Paralichthyidae,Citharichthys,TRUE,FALSE,FALSE,275687,275687,NA,NA
Gyrinomimus myersi,NA,Species,Actinopteri,Beryciformes,Cetomimidae,Gyrinomimus,TRUE,FALSE,FALSE,277900,277900,198701,565078
Paraplagusia japonica,NA,Species,Actinopteri,Pleuronectiformes,Cynoglossidae,Paraplagusia,TRUE,FALSE,FALSE,278660,278660,78565,341733
Sebastiscus marmoratus,NA,Species,Actinopteri,Perciformes,Sebastidae,Sebastiscus,TRUE,FALSE,FALSE,282738,282738,59154,41446
Gonostoma atlanticum,NA,Species,Actinopteri,Stomiiformes,Gonostomatidae,Gonostoma,TRUE,FALSE,FALSE,127293,127293,140878,48456
Carassius carassius,NA,Species,Actinopteri,Cypriniformes,Cyprinidae,Carassius,FALSE,TRUE,TRUE,154297,154297,27794,217509
Maurolicus weitzmani,NA,Species,Actinopteri,Stomiiformes,Sternoptychidae,Maurolicus,TRUE,FALSE,FALSE,158838,158838,59641,882819
Parasudis truculenta,NA,Species,Actinopteri,Aulopiformes,Chlorophthalmidae,Parasudis,TRUE,FALSE,FALSE,158868,158868,56029,509779
Eumesogrammus praecisus,NA,Species,Actinopteri,Perciformes,Stichaeidae,Eumesogrammus,TRUE,FALSE,FALSE,159817,159817,54204,980387
Pterois antennata,NA,Species,Actinopteri,Perciformes,Scorpaenidae,Pterois,TRUE,FALSE,FALSE,218081,218081,10738,185882
Aphareus rutilans,NA,Species,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Aphareus,TRUE,FALSE,FALSE,218468,218468,22174,443676
Squalogadus modificatus,NA,Species,Actinopteri,Gadiformes,Macrouridae,Squalogadus,TRUE,FALSE,FALSE,221514,221514,70959,332423
Sardinella zunasi,NA,Species,Actinopteri,Clupeiformes,Clupeidae,Sardinella,TRUE,FALSE,FALSE,272277,272277,59214,365050
Echinomacrurus occidentalis,NA,Species,Actinopteri,Gadiformes,Macrouridae,Echinomacrurus,TRUE,FALSE,FALSE,272359,272359,NA,NA
Bajacalifornia burragei,NA,Species,Actinopteri,Alepocephaliformes,Alepocephalidae,Bajacalifornia,TRUE,FALSE,FALSE,272857,272857,125591,740690
Epigonus atherinoides,NA,Species,Actinopteri,Acropomatiformes,Epigonidae,Epigonus,TRUE,FALSE,FALSE,273402,273402,NA,2478881
Sebastes oculatus,NA,Species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274829,274829,54179,72091
Sebastes taczanowskii,NA,Species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,TRUE,FALSE,274859,274859,110854,201709
Poromitra oscitans,NA,Species,Actinopteri,Beryciformes,Melamphaidae,Poromitra,TRUE,FALSE,FALSE,274939,274939,30366,143334
Eustomias spherulifer,NA,Species,Actinopteri,Stomiiformes,Stomiidae,Eustomias,TRUE,FALSE,FALSE,275138,275138,NA,NA
Anchoa compressa,NA,Species,Actinopteri,Clupeiformes,Engraulidae,Anchoa,TRUE,TRUE,FALSE,275512,275512,76479,307589
Stegastes partitus,NA,Species,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,TRUE,FALSE,FALSE,276677,276677,52250,144197
Alectrias alectrolophus,NA,Species,Actinopteri,Perciformes,Stichaeidae,Alectrias,TRUE,FALSE,FALSE,279547,279547,302395,641275
Aploactisoma milesii,NA,Species,Actinopteri,Perciformes,Aploactinidae,Aploactisoma,TRUE,FALSE,FALSE,279647,279647,NA,274720
Pleuronichthys ritteri,NA,Species,Actinopteri,Pleuronectiformes,Pleuronectidae,Pleuronichthys,TRUE,FALSE,FALSE,282294,282294,125508,320380
Vincentia conspersa,NA,Species,Actinopteri,Kurtiformes,Apogonidae,Vincentia,TRUE,FALSE,FALSE,283153,283153,142312,1680620
Woodsia nonsuchae,NA,Species,Actinopteri,Stomiiformes,Phosichthyidae,Woodsia,TRUE,FALSE,FALSE,283166,283166,NA,1508059
Xenomystax atrarius,NA,Species,Actinopteri,Anguilliformes,Congridae,Xenomystax,TRUE,FALSE,FALSE,283188,283188,722999,2048767
