"","accepted_name","verbatim_species","taxonomic_status","species","subspecies","taxon_rank","class","order","family","genus","is_marine","is_brackish","is_freshwater","taxon_id","ncbi_id","region","fishbase_name"
"2184","Rondeletia loricata","Rondeletia loricata","accepted","Rondeletia loricata",NA,"species","Actinopteri","Beryciformes","Rondeletiidae","Rondeletia",TRUE,FALSE,FALSE,126412,88713,"Oregon, Washington, Vancouver Coast and Shelf","Rondeletia loricata"
"2185","Cryptopsaras couesii","Cryptopsaras couesii","accepted","Cryptopsaras couesii",NA,"species","Actinopteri","Lophiiformes","Ceratiidae","Cryptopsaras",TRUE,FALSE,FALSE,126538,412659,"Oregon, Washington, Vancouver Coast and Shelf","Cryptopsaras couesii"
"2186","Loweina rara","Loweina rara","accepted","Loweina rara",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Loweina",TRUE,FALSE,FALSE,126625,1519984,"Oregon, Washington, Vancouver Coast and Shelf","Loweina rara"
"2187","Careproctus furcellus","Careproctus furcellus","accepted","Careproctus furcellus",NA,"species","Actinopteri","Perciformes","Liparidae","Careproctus",TRUE,FALSE,FALSE,254548,557342,"Oregon, Washington, Vancouver Coast and Shelf","Careproctus furcellus"
"2188","Mentodus eubranchus","Mentodus eubranchus","accepted","Mentodus eubranchus",NA,"species","Actinopteri","Alepocephaliformes","Platytroctidae","Mentodus",TRUE,FALSE,FALSE,272950,NA,"Oregon, Washington, Vancouver Coast and Shelf","Mentodus eubranchus"
"2189","Symphurus atricaudus","Symphurus atricaudus","accepted","Symphurus atricaudus",NA,"species","Actinopteri","Pleuronectiformes","Cynoglossidae","Symphurus",TRUE,FALSE,FALSE,274234,305513,"Oregon, Washington, Vancouver Coast and Shelf","Symphurus atricauda"
"2190","Careproctus ovigerus","Careproctus ovigerus","accepted","Careproctus ovigerus",NA,"species","Actinopteri","Perciformes","Liparidae","Careproctus",TRUE,FALSE,FALSE,274454,NA,"Oregon, Washington, Vancouver Coast and Shelf","Careproctus ovigerus"
"2191","Paraliparis ulochir","Paraliparis ulochir","accepted","Paraliparis ulochir",NA,"species","Actinopteri","Perciformes","Liparidae","Paraliparis",TRUE,FALSE,FALSE,274612,NA,"Oregon, Washington, Vancouver Coast and Shelf","Paraliparis ulochir"
"2192","Sebastes carnatus","Sebastes carnatus","accepted","Sebastes carnatus",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274779,72062,"Oregon, Washington, Vancouver Coast and Shelf","Sebastes carnatus"
"2193","Sebastes rubrivinctus","Sebastes rubrivinctus","accepted","Sebastes rubrivinctus",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274845,72099,"Oregon, Washington, Vancouver Coast and Shelf","Sebastes rubrivinctus"
"2194","Gigantactis vanhoeffeni","Gigantactis vanhoeffeni","accepted","Gigantactis vanhoeffeni",NA,"species","Actinopteri","Lophiiformes","Gigantactinidae","Gigantactis",TRUE,FALSE,FALSE,126542,242958,"Oregon, Washington, Vancouver Coast and Shelf","Gigantactis vanhoeffeni"
"2195","Osmerus mordax","Osmerus mordax","accepted","Osmerus mordax",NA,"species","Actinopteri","Osmeriformes","Osmeridae","Osmerus",TRUE,TRUE,TRUE,126737,8014,"Oregon, Washington, Vancouver Coast and Shelf","Osmerus mordax"
"2196","Anotopterus nikparini","Anotopterus nikparini","accepted","Anotopterus nikparini",NA,"species","Actinopteri","Aulopiformes","Anotopteridae","Anotopterus",TRUE,FALSE,FALSE,272040,557333,"Oregon, Washington, Vancouver Coast and Shelf","Anotopterus nikparini"
"2197","Careproctus microstomus","Careproctus microstomus","accepted","Careproctus microstomus",NA,"species","Actinopteri","Perciformes","Liparidae","Careproctus",TRUE,FALSE,FALSE,274446,NA,"Oregon, Washington, Vancouver Coast and Shelf","Careproctus microstomus"
"2198","Psychrolutes sigalutes","Psychrolutes sigalutes","accepted","Psychrolutes sigalutes",NA,"species","Actinopteri","Perciformes","Psychrolutidae","Psychrolutes",TRUE,FALSE,FALSE,274679,557364,"Oregon, Washington, Vancouver Coast and Shelf","Psychrolutes sigalutes"
"2199","Acanthogobius flavimanus","Acanthogobius flavimanus","accepted","Acanthogobius flavimanus",NA,"species","Actinopteri","Gobiiformes","Gobiidae","Acanthogobius",TRUE,TRUE,TRUE,279475,86203,"Oregon, Washington, Vancouver Coast and Shelf","Acanthogobius flavimanus"
"2200","Hyperprosopon argenteum","Hyperprosopon argenteum","accepted","Hyperprosopon argenteum",NA,"species","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","Hyperprosopon",TRUE,FALSE,FALSE,281098,100192,"Oregon, Washington, Vancouver Coast and Shelf","Hyperprosopon argenteum"
"2201","Kajikia audax","Kajikia audax","accepted","Kajikia audax",NA,"species","Actinopteri","Carangiformes","Istiophoridae","Kajikia",TRUE,FALSE,FALSE,712907,13721,"Oregon, Washington, Vancouver Coast and Shelf","Kajikia audax"
"2202","Diretmoides pauciradiatus","Diretmoides pauciradiatus","accepted","Diretmoides pauciradiatus",NA,"species","Actinopteri","Trachichthyiformes","Diretmidae","Diretmoides",TRUE,FALSE,FALSE,126397,1415272,"Oregon, Washington, Vancouver Coast and Shelf","Diretmoides pauciradiatus"
"2203","Stylephorus chordatus","Stylephorus chordatus","accepted","Stylephorus chordatus",NA,"species","Actinopteri","Stylephoriformes","Stylephoridae","Stylephorus",TRUE,FALSE,FALSE,126526,409996,"Oregon, Washington, Vancouver Coast and Shelf","Stylephorus chordatus"
"2204","Eurypharynx pelecanoides","Eurypharynx pelecanoides","accepted","Eurypharynx pelecanoides",NA,"species","Actinopteri","Saccopharyngiformes","Eurypharyngidae","Eurypharynx",TRUE,FALSE,FALSE,127165,55117,"Oregon, Washington, Vancouver Coast and Shelf","Eurypharynx pelecanoides"
"2205","Catostomus catostomus","Catostomus catostomus","accepted","Catostomus catostomus",NA,"species","Actinopteri","Cypriniformes","Catostomidae","Catostomus",FALSE,TRUE,TRUE,158706,43956,"Oregon, Washington, Vancouver Coast and Shelf","Catostomus catostomus"
"2206","Dorosoma cepedianum","Dorosoma cepedianum","accepted","Dorosoma cepedianum",NA,"species","Actinopteri","Clupeiformes","Clupeidae","Dorosoma",TRUE,TRUE,TRUE,159600,336262,"Oregon, Washington, Vancouver Coast and Shelf","Dorosoma cepedianum"
"2207","Stichaeus punctatus","Stichaeus punctatus","accepted","Stichaeus punctatus",NA,"species","Actinopteri","Perciformes","Stichaeidae","Stichaeus",TRUE,FALSE,FALSE,159819,980344,"Oregon, Washington, Vancouver Coast and Shelf","Stichaeus punctatus"
"2208","Bryozoichthys marjorius","Bryozoichthys marjorius","accepted","Bryozoichthys marjorius",NA,"species","Actinopteri","Perciformes","Stichaeidae","Bryozoichthys",TRUE,FALSE,FALSE,254575,1311538,"Oregon, Washington, Vancouver Coast and Shelf","Bryozoichthys marjorius"
"2209","Chirolophis decoratus","Chirolophis decoratus","accepted","Chirolophis decoratus",NA,"species","Actinopteri","Perciformes","Stichaeidae","Chirolophis",TRUE,FALSE,FALSE,254576,320615,"Oregon, Washington, Vancouver Coast and Shelf","Chirolophis decoratus"
"2210","Gigantactis microdontis","Gigantactis microdontis","accepted","Gigantactis microdontis",NA,"species","Actinopteri","Lophiiformes","Gigantactinidae","Gigantactis",TRUE,FALSE,FALSE,272567,NA,"Oregon, Washington, Vancouver Coast and Shelf","Gigantactis microdontis"
"2211","Sebastes hopkinsi","Sebastes hopkinsi","accepted","Sebastes hopkinsi",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274800,72080,"Oregon, Washington, Vancouver Coast and Shelf","Sebastes hopkinsi"
"2212","Sebastes serranoides","Sebastes serranoides","accepted","Sebastes serranoides",NA,"species","Actinopteri","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274852,72102,"Oregon, Washington, Vancouver Coast and Shelf","Sebastes serranoides"
"2213","Atherinopsis californiensis","Atherinopsis californiensis","accepted","Atherinopsis californiensis",NA,"species","Actinopteri","Atheriniformes","Atherinidae","Atherinopsis",TRUE,FALSE,FALSE,279813,1311532,"Oregon, Washington, Vancouver Coast and Shelf","Atherinopsis californiensis"
"2214","Icelinus fimbriatus","Icelinus fimbriatus","accepted","Icelinus fimbriatus",NA,"species","Actinopteri","Perciformes","Cottidae","Icelinus",TRUE,FALSE,FALSE,281137,320611,"Oregon, Washington, Vancouver Coast and Shelf","Icelinus fimbriatus"
"2215","Mirorictus taningi","Mirorictus taningi","accepted","Mirorictus taningi",NA,"species","Actinopteri","Alepocephaliformes","Platytroctidae","Mirorictus",TRUE,FALSE,FALSE,281579,740930,"Oregon, Washington, Vancouver Coast and Shelf","Mirorictus taningi"
"2216","Pleuronichthys verticalis","Pleuronichthys verticalis","accepted","Pleuronichthys verticalis",NA,"species","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronichthys",TRUE,FALSE,FALSE,282295,195635,"Oregon, Washington, Vancouver Coast and Shelf","Pleuronichthys verticalis"
"2217","Rhinogobiops nicholsii","Rhinogobiops nicholsii","accepted","Rhinogobiops nicholsii",NA,"species","Actinopteri","Gobiiformes","Gobiidae","Rhinogobiops",TRUE,FALSE,FALSE,282580,151723,"Oregon, Washington, Vancouver Coast and Shelf","Rhinogobiops nicholsii"
"2218","Rhinogobius brunneus","Rhinogobius brunneus","accepted","Rhinogobius brunneus",NA,"species","Actinopteri","Gobiiformes","Gobiidae","Rhinogobius",TRUE,TRUE,TRUE,282581,933223,"Oregon, Washington, Vancouver Coast and Shelf","Rhinogobius brunneus"
"2219","Lampanyctus niger","Lampanyctus niger","accepted","Lampanyctus niger",NA,"species","Actinopteri","Myctophiformes","Myctophidae","Lampanyctus",TRUE,FALSE,FALSE,301537,NA,"Oregon, Washington, Vancouver Coast and Shelf","Lampanyctus niger"
"2220","Lycodes beringi","Lycodes beringi","accepted","Lycodes beringi",NA,"species","Actinopteri","Perciformes","Zoarcidae","Lycodes",TRUE,FALSE,FALSE,398582,215428,"Oregon, Washington, Vancouver Coast and Shelf","Lycodes beringi"
"2221","Caulophryne jordani","Caulophryne jordani","accepted","Caulophryne jordani",NA,"species","Actinopteri","Lophiiformes","Caulophrynidae","Caulophryne",TRUE,FALSE,FALSE,126534,717990,"Oregon, Washington, Vancouver Coast and Shelf","Caulophryne jordani"
"2222","Neoscopelus macrolepidotus","Neoscopelus macrolepidotus","accepted","Neoscopelus macrolepidotus",NA,"species","Actinopteri","Myctophiformes","Neoscopelidae","Neoscopelus",TRUE,FALSE,FALSE,126634,88701,"Oregon, Washington, Vancouver Coast and Shelf","Neoscopelus macrolepidotus"
"2223","Bajacalifornia megalops","Bajacalifornia megalops","accepted","Bajacalifornia megalops",NA,"species","Actinopteri","Alepocephaliformes","Alepocephalidae","Bajacalifornia",TRUE,FALSE,FALSE,126687,492034,"Oregon, Washington, Vancouver Coast and Shelf","Bajacalifornia megalops"
"2224","Conocara salmoneum","Conocara salmoneum","accepted","Conocara salmoneum",NA,"species","Actinopteri","Alepocephaliformes","Alepocephalidae","Conocara",TRUE,FALSE,FALSE,126698,1126216,"Oregon, Washington, Vancouver Coast and Shelf","Conocara salmoneum"
"2225","Cyclothone alba","Cyclothone alba","accepted","Cyclothone alba",NA,"species","Actinopteri","Stomiiformes","Gonostomatidae","Cyclothone",TRUE,FALSE,FALSE,127283,48442,"Oregon, Washington, Vancouver Coast and Shelf","Cyclothone alba"
"2226","Benthodesmus tenuis","Benthodesmus tenuis","accepted","Benthodesmus tenuis",NA,"species","Actinopteri","Scombriformes","Trichiuridae","Benthodesmus",TRUE,FALSE,FALSE,159834,1219340,"Oregon, Washington, Vancouver Coast and Shelf","Benthodesmus tenuis"
"2227","Pallasina barbata","Pallasina barbata","accepted","Pallasina barbata",NA,"species","Actinopteri","Perciformes","Agonidae","Pallasina",TRUE,FALSE,FALSE,254396,740932,"Oregon, Washington, Vancouver Coast and Shelf","Pallasina barbata"
"2228","Eumicrotremus orbis","Eumicrotremus orbis","accepted","Eumicrotremus orbis",NA,"species","Actinopteri","Perciformes","Cyclopteridae","Eumicrotremus",TRUE,FALSE,FALSE,254535,433392,"Oregon, Washington, Vancouver Coast and Shelf","Eumicrotremus orbis"
"2229","Hemitripterus bolini","Hemitripterus bolini","accepted","Hemitripterus bolini",NA,"species",NA,"Scorpaeniformes","Hemitripteridae","Hemitripterus",TRUE,FALSE,FALSE,254541,470227,"Oregon, Washington, Vancouver Coast and Shelf","Hemitripterus bolini"
"2230","Hexagrammos octogrammus","Hexagrammos octogrammus","accepted","Hexagrammos octogrammus",NA,"species","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",TRUE,FALSE,FALSE,254544,192375,"Oregon, Washington, Vancouver Coast and Shelf","Hexagrammos octogrammus"
"2231","Pristigenys serrula","Pristigenys serrula","accepted","Pristigenys serrula",NA,"species","Actinopteri","Eupercaria incertae sedis","Priacanthidae","Pristigenys",TRUE,FALSE,FALSE,276037,184447,"Oregon, Washington, Vancouver Coast and Shelf","Pristigenys serrula"
"2232","Lycodapus leptus","Lycodapus leptus","accepted","Lycodapus leptus",NA,"species","Actinopteri","Perciformes","Zoarcidae","Lycodapus",TRUE,FALSE,FALSE,279390,557349,"Oregon, Washington, Vancouver Coast and Shelf","Lycodapus leptus"
"2233","Clinocottus recalvus","Clinocottus recalvus","accepted","Clinocottus recalvus",NA,"species","Actinopteri","Perciformes","Cottidae","Clinocottus",TRUE,FALSE,FALSE,280222,283633,"Oregon, Washington, Vancouver Coast and Shelf","Clinocottus recalvus"
"2234","Genyonemus lineatus","Genyonemus lineatus","accepted","Genyonemus lineatus",NA,"species","Actinopteri","Eupercaria incertae sedis","Sciaenidae","Genyonemus",TRUE,FALSE,FALSE,280830,320395,"Oregon, Washington, Vancouver Coast and Shelf","Genyonemus lineatus"
"2235","Gibbonsia metzi","Gibbonsia metzi","accepted","Gibbonsia metzi",NA,"species","Actinopteri","Blenniiformes","Clinidae","Gibbonsia",TRUE,FALSE,FALSE,280835,57802,"Oregon, Washington, Vancouver Coast and Shelf","Gibbonsia metzi"
"2236","Medialuna californiensis","Medialuna californiensis","accepted","Medialuna californiensis",NA,"species","Actinopteri","Centrarchiformes","Kyphosidae","Medialuna",TRUE,FALSE,FALSE,281541,314243,"Oregon, Washington, Vancouver Coast and Shelf","Medialuna californiensis"
"2237","Kyphosus azureus","Kyphosus azureus","accepted","Kyphosus azureus",NA,"species","Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus",TRUE,FALSE,FALSE,1019728,NA,"Oregon, Washington, Vancouver Coast and Shelf","Kyphosus azureus"
"2238","Polyacanthonotus challengeri","Polyacanthonotus challengeri","accepted","Polyacanthonotus challengeri",NA,"species","Actinopteri","Notacanthiformes","Notacanthidae","Polyacanthonotus",TRUE,FALSE,FALSE,126644,473327,"Oregon, Washington, Vancouver Coast and Shelf","Polyacanthonotus challengeri"
"2239","Rouleina attrita","Rouleina attrita","accepted","Rouleina attrita",NA,"species","Actinopteri","Alepocephaliformes","Alepocephalidae","Rouleina",TRUE,FALSE,FALSE,126709,700664,"Oregon, Washington, Vancouver Coast and Shelf","Rouleina attrita"
"2240","Pachystomias microdon","Pachystomias microdon","accepted","Pachystomias microdon",NA,"species","Actinopteri","Stomiiformes","Stomiidae","Pachystomias",TRUE,FALSE,FALSE,127367,436884,"Oregon, Washington, Vancouver Coast and Shelf","Pachystomias microdon"
"2241","Ctenopharyngodon idella","Ctenopharyngodon idella","accepted","Ctenopharyngodon idella",NA,"species","Actinopteri","Cypriniformes","Cyprinidae","Ctenopharyngodon",FALSE,TRUE,TRUE,154314,7959,"Oregon, Washington, Vancouver Coast and Shelf","Ctenopharyngodon idella"
"2242","Ellochelon vaigiensis","Ellochelon vaigiensis","accepted","Ellochelon vaigiensis",NA,"species","Actinopteri","Mugiliformes","Mugilidae","Ellochelon",TRUE,TRUE,TRUE,218878,1111475,"Oregon, Washington, Vancouver Coast and Shelf","Ellochelon vaigiensis"
"2243","Hypomesus olidus","Hypomesus olidus","accepted","Hypomesus olidus",NA,"species","Actinopteri","Osmeriformes","Osmeridae","Hypomesus",TRUE,TRUE,TRUE,254556,240830,"Oregon, Washington, Vancouver Coast and Shelf","Hypomesus olidus"
"2244","Psychrolutes paradoxus","Psychrolutes paradoxus","accepted","Psychrolutes paradoxus",NA,"species","Actinopteri","Perciformes","Psychrolutidae","Psychrolutes",TRUE,FALSE,FALSE,254566,980342,"Oregon, Washington, Vancouver Coast and Shelf","Psychrolutes paradoxus"
"2245","Oneirodes acanthias","Oneirodes acanthias","accepted","Oneirodes acanthias",NA,"species","Actinopteri","Lophiiformes","Oneirodidae","Oneirodes",TRUE,FALSE,FALSE,272620,242955,"Oregon, Washington, Vancouver Coast and Shelf","Oneirodes acanthias"
"2246","Liparis cyclopus","Liparis cyclopus","accepted","Liparis cyclopus",NA,"species","Actinopteri","Perciformes","Liparidae","Liparis",TRUE,FALSE,FALSE,274509,1772089,"Oregon, Washington, Vancouver Coast and Shelf","Liparis cyclopus"
"2247","Malacocottus aleuticus","Malacocottus aleuticus","accepted","Malacocottus aleuticus",NA,"species","Actinopteri","Perciformes","Psychrolutidae","Malacocottus",TRUE,FALSE,FALSE,279440,NA,"Oregon, Washington, Vancouver Coast and Shelf","Malacocottus aleuticus"
"2248","Amphistichus koelzi","Amphistichus koelzi","accepted","Amphistichus koelzi",NA,"species","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","Amphistichus",TRUE,FALSE,FALSE,279595,1045555,"Oregon, Washington, Vancouver Coast and Shelf","Amphistichus koelzi"
"2249","Zaniolepis latipinnis","Zaniolepis latipinnis","accepted","Zaniolepis latipinnis",NA,"species","Actinopteri","Perciformes","Hexagrammidae","Zaniolepis",TRUE,FALSE,FALSE,283209,283621,"Oregon, Washington, Vancouver Coast and Shelf","Zaniolepis latipinnis"
"2250","Argyropelecus hemigymnus","Argyropelecus hemigymnus","accepted","Argyropelecus hemigymnus",NA,"species","Actinopteri","Stomiiformes","Sternoptychidae","Argyropelecus",TRUE,FALSE,FALSE,127309,68504,"Oregon, Washington, Vancouver Coast and Shelf","Argyropelecus hemigymnus"
"2251","Alectis ciliaris","Alectis ciliaris","accepted","Alectis ciliaris",NA,"species","Actinopteri","Carangiformes","Carangidae","Alectis",TRUE,FALSE,FALSE,159629,179359,"Oregon, Washington, Vancouver Coast and Shelf","Alectis ciliaris"
"2252","Kali indica","Kali indica","accepted","Kali indica",NA,"species","Actinopteri","Scombriformes","Chiasmodontidae","Kali",TRUE,FALSE,FALSE,159666,473314,"Oregon, Washington, Vancouver Coast and Shelf","Kali indica"
"2253","Oneirodes thompsoni","Oneirodes thompsoni","accepted","Oneirodes thompsoni",NA,"species","Actinopteri","Lophiiformes","Oneirodidae","Oneirodes",TRUE,FALSE,FALSE,254554,412658,"Oregon, Washington, Vancouver Coast and Shelf","Oneirodes thompsoni"
"2254","Echinorhinus cookei","Echinorhinus cookei","accepted","Echinorhinus cookei",NA,"species","Elasmobranchii","Echinorhiniformes","Echinorhinidae","Echinorhinus",TRUE,FALSE,FALSE,271656,7834,"Oregon, Washington, Vancouver Coast and Shelf","Echinorhinus cookei"
