verbatim_species,accepted_name_usage,taxonomic_status,species,subspecies,taxon_rank,phylum,class,order,family,genus,is_marine,is_brackish,is_freshwater,speciesid,taxon_id,bold_id,ncbi_id,genusid
NA,Tisbe,accepted,NA,NA,genus,Arthropoda,Copepoda,Harpacticoida,Tisbidae,Tisbe,TRUE,FALSE,FALSE,NA,115484,NA,291242,115484
Lottia persona,Lottia persona,accepted,Lottia persona,NA,species,Mollusca,Gastropoda,NA,Lottiidae,Lottia,TRUE,FALSE,FALSE,456603,456603,103733,351230,160336
NA,Spio,accepted,NA,NA,genus,Annelida,Polychaeta,Spionida,Spionidae,Spio,TRUE,FALSE,FALSE,NA,129625,NA,NA,129625
Margarites helicinus,Margarites helicinus,accepted,Margarites helicinus,NA,species,Mollusca,Gastropoda,Trochida,Margaritidae,Margarites,TRUE,FALSE,FALSE,141821,141821,201586,529749,138592
Clausocalanus arcuicornis arcuicornis,Clausocalanus arcuicornis arcuicornis,accepted,Clausocalanus arcuicornis,Clausocalanus arcuicornis arcuicornis,subspecies,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,TRUE,FALSE,FALSE,104502,1461626,NA,NA,104161
NA,Eurytemora,accepted,NA,NA,genus,Arthropoda,Copepoda,Calanoida,Temoridae,Eurytemora,TRUE,TRUE,TRUE,NA,104240,NA,88014,104240
Eurytemora pacifica,Eurytemora pacifica,accepted,Eurytemora pacifica,NA,species,Arthropoda,Copepoda,Calanoida,Temoridae,Eurytemora,TRUE,TRUE,FALSE,232028,232028,31023,207948,104240
Nephtys punctata,Nephtys punctata,accepted,Nephtys punctata,NA,species,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,TRUE,FALSE,FALSE,254751,254751,NA,NA,129370
NA,Mopalia,accepted,NA,NA,genus,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Mopalia,TRUE,NA,FALSE,NA,385567,NA,256103,385567
Lepidozona interstincta,Lepidozona interstincta,accepted,Lepidozona interstincta,NA,species,Mollusca,Polyplacophora,Chitonida,Ischnochitonidae,Lepidozona,TRUE,NA,NA,386044,386044,105256,430696,204533
Lottia instabilis,Lottia instabilis,accepted,Lottia instabilis,NA,species,Mollusca,Gastropoda,NA,Lottiidae,Lottia,TRUE,NA,NA,510025,510025,801294,NA,160336
Paciocinebrina interfossa,Paciocinebrina interfossa,accepted,Paciocinebrina interfossa,NA,species,Mollusca,Gastropoda,Neogastropoda,Muricidae,Paciocinebrina,TRUE,NA,FALSE,1329778,1329778,NA,NA,1329560
Paradexiospira (Paradexiospira) violacea,Paradexiospira (Paradexiospira) violacea,accepted,Paradexiospira (Paradexiospira) violacea,NA,species,Annelida,Polychaeta,Sabellida,Serpulidae,Paradexiospira,TRUE,FALSE,FALSE,334339,334339,NA,NA,129637
Prionospio cirrifera,Prionospio cirrifera,accepted,Prionospio cirrifera,NA,species,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,TRUE,FALSE,FALSE,131153,131153,122728,507517,129620
Calliostoma annulatum,Calliostoma annulatum,accepted,Calliostoma annulatum,NA,species,Mollusca,Gastropoda,Trochida,Calliostomatidae,Calliostoma,TRUE,FALSE,FALSE,534197,534197,395158,1842843,138584
NA,Aricidea,accepted,NA,NA,genus,Annelida,Polychaeta,NA,Paraonidae,Aricidea,TRUE,FALSE,FALSE,NA,129430,NA,273016,129430
NA,Harpacticus,accepted,NA,NA,genus,Arthropoda,Copepoda,Harpacticoida,Harpacticidae,Harpacticus,TRUE,FALSE,FALSE,NA,115349,NA,512227,115349
NA,Eulalia,accepted,NA,NA,genus,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eulalia,TRUE,FALSE,FALSE,NA,129445,NA,251454,129445
NA,Ampelisca,accepted,NA,NA,genus,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca,TRUE,NA,NA,NA,101445,NA,317526,101445
NA,Chaetozone,accepted,NA,NA,genus,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,TRUE,FALSE,FALSE,NA,129242,NA,221994,129242
Capitella capitata,Capitella capitata,accepted,Capitella capitata,NA,species,Annelida,Polychaeta,NA,Capitellidae,Capitella,TRUE,TRUE,TRUE,129876,129876,299355,51294,129211
Cirratulus cirratus,Cirratulus cirratus,accepted,Cirratulus cirratus,NA,species,Annelida,Polychaeta,Terebellida,Cirratulidae,Cirratulus,TRUE,FALSE,FALSE,129959,129959,205827,394749,129243
Calanus glacialis,Calanus glacialis,accepted,Calanus glacialis,NA,species,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,TRUE,FALSE,FALSE,104465,104465,8733,113644,104152
Magelona longicornis,Magelona longicornis,accepted,Magelona longicornis,NA,species,Annelida,Polychaeta,NA,Magelonidae,Magelona,TRUE,FALSE,FALSE,254749,254749,NA,NA,129341
Lacuna variegata,Lacuna variegata,accepted,Lacuna variegata,NA,species,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Lacuna,TRUE,NA,NA,446896,446896,600869,2172699,138099
NA,Centropages,accepted,NA,NA,genus,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages,TRUE,FALSE,FALSE,NA,104159,NA,136182,104159
Onuphis iridescens,Onuphis iridescens,accepted,Onuphis iridescens,NA,species,Annelida,Polychaeta,Eunicida,Onuphidae,Onuphis,TRUE,FALSE,FALSE,334275,334275,214485,759326,129404
Flustrellidra corniculata,Flustrellidra corniculata,accepted,Flustrellidra corniculata,NA,species,Bryozoa,Gymnolaemata,Ctenostomatida,Flustrellidridae,Flustrellidra,TRUE,FALSE,FALSE,111620,111620,802871,NA,111003
Laonice cirrata,Laonice cirrata,accepted,Laonice cirrata,NA,species,Annelida,Polychaeta,Spionida,Spionidae,Laonice,TRUE,FALSE,FALSE,131128,131128,214482,868032,129613
Pleopis polyphemoides,Pleopis polyphemoides,accepted,Pleopis polyphemoides,NA,species,Arthropoda,Branchiopoda,Onychopoda,Podonidae,Pleopis,TRUE,TRUE,FALSE,247981,247981,163731,186178,247923
Pandalus danae,Pandalus danae,accepted,Pandalus danae,NA,species,Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalus,TRUE,FALSE,FALSE,515462,515462,15897,397975,107044
NA,Turbonilla,accepted,NA,NA,genus,Mollusca,Gastropoda,NA,Pyramidellidae,Turbonilla,TRUE,NA,NA,NA,138421,NA,177531,138421
Spiochaetopterus costarum,Spiochaetopterus costarum,accepted,Spiochaetopterus costarum,NA,species,Annelida,Polychaeta,NA,Chaetopteridae,Spiochaetopterus,TRUE,FALSE,FALSE,129922,129922,660282,398487,129233
NA,Trichotropis,accepted,NA,NA,genus,Mollusca,Gastropoda,Littorinimorpha,Capulidae,Trichotropis,TRUE,NA,NA,NA,137731,NA,211821,137731
Styela truncata,Styela truncata,accepted,Styela truncata,NA,species,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,TRUE,NA,FALSE,251420,251420,807882,NA,103543
Oncaea prolata,Oncaea prolata,accepted,Oncaea prolata,NA,species,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Oncaea,TRUE,FALSE,FALSE,344725,344725,NA,NA,128690
Nutricola lordi,Nutricola lordi,accepted,Nutricola lordi,NA,species,Mollusca,Bivalvia,Venerida,Veneridae,Nutricola,TRUE,NA,NA,507786,507786,600764,NA,492501
Pista cristata,Pista cristata,accepted,Pista cristata,NA,species,Annelida,Polychaeta,Terebellida,Terebellidae,Pista,TRUE,FALSE,FALSE,131516,131516,164286,279652,129708
Crangon franciscorum angustimana,Crangon franciscorum angustimana,accepted,Crangon franciscorum,Crangon franciscorum angustimana,subspecies,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,TRUE,FALSE,FALSE,241261,515733,NA,NA,107007
Lirularia lirulata,Lirularia lirulata,accepted,Lirularia lirulata,NA,species,Mollusca,Gastropoda,Trochida,Trochidae,Lirularia,TRUE,NA,NA,528718,528718,722701,NA,413459
NA,Prionospio,accepted,NA,NA,genus,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,TRUE,FALSE,FALSE,NA,129620,NA,94674,129620
Myriochele heeri,Myriochele heeri,accepted,Myriochele heeri,NA,species,Annelida,Polychaeta,NA,Oweniidae,Myriochele,TRUE,FALSE,FALSE,130542,130542,598178,1977846,129426
NA,Diaphana,accepted,NA,NA,genus,Mollusca,Gastropoda,Cephalaspidea,Diaphanidae,Diaphana,TRUE,NA,NA,NA,137894,NA,71508,137894
Cumella bruinensis,Cumella bruinensis,accepted,Cumella bruinensis,NA,species,Arthropoda,Malacostraca,Cumacea,Nannastacidae,Cumella,TRUE,NA,NA,389532,389532,NA,NA,110416
Micronephthys cornuta,Micronephthys cornuta,accepted,Micronephthys cornuta,NA,species,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Micronephthys,TRUE,FALSE,FALSE,869884,869884,NA,NA,129368
NA,Coryne,accepted,NA,NA,genus,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Coryne,TRUE,NA,NA,NA,117067,NA,2203287,117067
Triconia conifera,Triconia conifera,accepted,Triconia conifera,NA,species,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Triconia,TRUE,FALSE,FALSE,128957,128957,657461,557835,128691
Glycera capitata,Glycera capitata,accepted,Glycera capitata,NA,species,Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,TRUE,FALSE,FALSE,130118,130118,177414,529148,129296
NA,Pione,accepted,NA,NA,genus,Porifera,Demospongiae,Clionaida,Clionaidae,Pione,TRUE,FALSE,FALSE,NA,157409,NA,269046,157409
Eudorella pacifica,Eudorella pacifica,accepted,Eudorella pacifica,NA,species,Arthropoda,Malacostraca,Cumacea,Leuconidae,Eudorella,TRUE,TRUE,FALSE,182292,182292,NA,NA,110412
Dorvillea pseudorubrovittata,Dorvillea pseudorubrovittata,accepted,Dorvillea pseudorubrovittata,NA,species,Annelida,Polychaeta,Eunicida,Dorvilleidae,Dorvillea,TRUE,FALSE,FALSE,327451,327451,NA,NA,129261
NA,Leuckartiara,accepted,NA,NA,genus,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Leuckartiara,TRUE,NA,FALSE,NA,117183,NA,13107,117183
Proboscidactyla ornata,Proboscidactyla ornata,accepted,Proboscidactyla ornata,NA,species,Cnidaria,Hydrozoa,Anthoathecata,Proboscidactylidae,Proboscidactyla,TRUE,NA,NA,117835,117835,671331,498510,117202
Pseudevadne tergestina,Pseudevadne tergestina,accepted,Pseudevadne tergestina,NA,species,Arthropoda,Branchiopoda,Onychopoda,Podonidae,Pseudevadne,TRUE,FALSE,FALSE,106278,106278,163733,186180,106270
NA,Obelia,accepted,NA,NA,genus,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,TRUE,NA,NA,NA,117034,NA,627716,117034
Acanthoptilum gracile,Acanthoptilum gracile,accepted,Acanthoptilum gracile,NA,species,Cnidaria,Anthozoa,Scleralcyonacea,Virgulariidae,Acanthoptilum,TRUE,FALSE,FALSE,289324,289324,592463,1150257,267189
Eranno bicirrata,Eranno bicirrata,accepted,Eranno bicirrata,NA,species,Annelida,Polychaeta,Eunicida,Lumbrineridae,Eranno,TRUE,FALSE,FALSE,332792,332792,NA,NA,129333
Molgula retortiformis,Molgula retortiformis,accepted,Molgula retortiformis,NA,species,Chordata,Ascidiacea,Stolidobranchia,Molgulidae,Molgula,TRUE,NA,FALSE,103796,103796,714506,323287,103509
Leucon (Leucon) nasica,Leucon (Leucon) nasica,accepted,Leucon (Leucon) nasica,NA,species,Arthropoda,Malacostraca,Cumacea,Leuconidae,Leucon,TRUE,TRUE,FALSE,110618,110618,NA,NA,110414
NA,Cossura,accepted,NA,NA,genus,Annelida,Polychaeta,NA,Cossuridae,Cossura,TRUE,FALSE,FALSE,NA,129251,NA,273014,129251
Solariella obscura,Solariella obscura,accepted,Solariella obscura,NA,species,Mollusca,Gastropoda,Trochida,Solariellidae,Solariella,TRUE,NA,NA,141840,141840,647003,NA,138597
Scabrotrophon maltzani,Scabrotrophon maltzani,accepted,Scabrotrophon maltzani,NA,species,Mollusca,Gastropoda,Neogastropoda,Muricidae,Scabrotrophon,TRUE,NA,NA,399334,399334,495441,1421151,147145
Spirontocaris snyderi,Spirontocaris snyderi,accepted,Spirontocaris snyderi,NA,species,Arthropoda,Malacostraca,Decapoda,Thoridae,Spirontocaris,TRUE,FALSE,FALSE,515338,515338,607493,1620916,106994
Bathypathes patula,Bathypathes patula,accepted,Bathypathes patula,NA,species,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Bathypathes,TRUE,NA,NA,103323,103323,NA,1350341,103304
Podon leuckartii,Podon leuckartii,accepted,Podon leuckartii,NA,species,Arthropoda,Branchiopoda,Onychopoda,Podonidae,Podon,TRUE,FALSE,FALSE,106277,106277,154586,141400,106269
Cymbasoma rigidum,Cymbasoma rigidum,accepted,Cymbasoma rigidum,NA,species,Arthropoda,Copepoda,Monstrilloida,Monstrillidae,Cymbasoma,TRUE,FALSE,FALSE,119788,119788,NA,NA,119778
Melinna cristata,Melinna cristata,accepted,Melinna cristata,NA,species,Annelida,Polychaeta,Terebellida,Melinnidae,Melinna,TRUE,FALSE,FALSE,129804,129804,300482,222004,129168
Golfingia (Golfingia) margaritacea,Golfingia (Golfingia) margaritacea,accepted,Golfingia (Golfingia) margaritacea,NA,species,Annelida,NA,Sipuncula,Golfingiidae,Golfingia,TRUE,FALSE,FALSE,175027,175027,NA,NA,136021
Stylasterias forreri,Stylasterias forreri,accepted,Stylasterias forreri,NA,species,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Stylasterias,TRUE,FALSE,FALSE,255062,255062,30116,136953,146049
Calyptrophora laevispinosa,Calyptrophora laevispinosa,accepted,Calyptrophora laevispinosa,NA,species,Cnidaria,Anthozoa,Scleralcyonacea,Primnoidae,Calyptrophora,TRUE,NA,FALSE,409579,409579,514207,1239270,177833
NA,Amphioplus,accepted,NA,NA,genus,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphioplus,TRUE,FALSE,FALSE,NA,123611,NA,1794728,123611
NA,Pista,accepted,NA,NA,genus,Annelida,Polychaeta,Terebellida,Terebellidae,Pista,TRUE,FALSE,FALSE,NA,129708,NA,104724,129708
Maldane sarsi,Maldane sarsi,accepted,Maldane sarsi,NA,species,Annelida,Polychaeta,NA,Maldanidae,Maldane,TRUE,FALSE,FALSE,130305,130305,204051,273041,129352
Levinsenia gracilis,Levinsenia gracilis,accepted,Levinsenia gracilis,NA,species,Annelida,Polychaeta,NA,Paraonidae,Levinsenia,TRUE,FALSE,FALSE,130578,130578,122732,1818072,129432
Spio filicornis,Spio filicornis,accepted,Spio filicornis,NA,species,Annelida,Polychaeta,Spionida,Spionidae,Spio,TRUE,FALSE,TRUE,131183,131183,666845,990114,129625
NA,Tharyx,accepted,NA,NA,genus,Annelida,Polychaeta,Terebellida,Cirratulidae,Tharyx,TRUE,FALSE,FALSE,NA,129249,NA,876024,129249
Clytia gregaria,Clytia gregaria,accepted,Clytia gregaria,NA,species,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,TRUE,FALSE,FALSE,284361,284361,NA,27801,117030
Glycera nana,Glycera nana,accepted,Glycera nana,NA,species,Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,TRUE,FALSE,FALSE,328132,328132,205779,529236,129296
Pandora filosa,Pandora filosa,accepted,Pandora filosa,NA,species,Mollusca,Bivalvia,NA,Pandoridae,Pandora,TRUE,NA,NA,506817,506817,NA,NA,138310
NA,Byblis,accepted,NA,NA,genus,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Byblis,TRUE,NA,NA,NA,101446,NA,317528,101446
NA,Potamilla,accepted,NA,NA,genus,Annelida,Polychaeta,Sabellida,Sabellidae,Potamilla,TRUE,FALSE,FALSE,NA,129544,NA,36126,129544
NA,Caulophacus,accepted,NA,NA,genus,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Caulophacus,TRUE,FALSE,FALSE,NA,132112,NA,472200,132112
Solariella varicosa,Solariella varicosa,accepted,Solariella varicosa,NA,species,Mollusca,Gastropoda,Trochida,Solariellidae,Solariella,TRUE,NA,NA,141846,141846,NA,1286741,138597
Pisaster ochraceus,Pisaster ochraceus,accepted,Pisaster ochraceus,NA,species,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,TRUE,FALSE,FALSE,240755,240755,25299,7612,240754
Spiophanes berkeleyorum,Spiophanes berkeleyorum,accepted,Spiophanes berkeleyorum,NA,species,Annelida,Polychaeta,Spionida,Spionidae,Spiophanes,TRUE,FALSE,FALSE,334829,334829,370487,696727,129626
Neostylidium eschrichtii,Neostylidium eschrichtii,accepted,Neostylidium eschrichtii,NA,species,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Cerithiidae,Neostylidium,TRUE,FALSE,FALSE,744620,744620,600855,NA,744619
Yoldia aeolica,Yoldia aeolica,accepted,Yoldia aeolica,NA,species,Mollusca,Bivalvia,Nuculanida,Yoldiidae,Yoldia,TRUE,NA,NA,867964,867964,NA,NA,138672
Amphipholis squamata,Amphipholis squamata,accepted,Amphipholis squamata,NA,species,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphipholis,TRUE,TRUE,FALSE,125064,125064,84451,48271,123612
Scalibregma inflatum,Scalibregma inflatum,accepted,Scalibregma inflatum,NA,species,Annelida,Polychaeta,NA,Scalibregmatidae,Scalibregma,TRUE,FALSE,FALSE,130980,130980,214519,195275,129555
Mopalia ciliata,Mopalia ciliata,accepted,Mopalia ciliata,NA,species,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Mopalia,TRUE,NA,NA,386342,386342,105237,413423,385567
Saxidomus gigantea,Saxidomus gigantea,accepted,Saxidomus gigantea,NA,species,Mollusca,Bivalvia,Venerida,Veneridae,Saxidomus,TRUE,NA,NA,546014,546014,395171,410349,367777
Melinna elisabethae,Melinna elisabethae,accepted,Melinna elisabethae,NA,species,Annelida,Polychaeta,Terebellida,Melinnidae,Melinna,TRUE,FALSE,FALSE,129805,129805,494697,NA,129168
Scoloplos armiger,Scoloplos armiger,accepted,Scoloplos armiger,NA,species,Annelida,Polychaeta,NA,Orbiniidae,Scoloplos,TRUE,FALSE,FALSE,130537,130537,255565,46605,129425
Megayoldia thraciaeformis,Megayoldia thraciaeformis,accepted,Megayoldia thraciaeformis,NA,species,Mollusca,Bivalvia,Nuculanida,Yoldiidae,Megayoldia,TRUE,NA,NA,141983,141983,808190,NA,138669
Cryptochiton stelleri,Cryptochiton stelleri,accepted,Cryptochiton stelleri,NA,species,Mollusca,Polyplacophora,Chitonida,Acanthochitonidae,Cryptochiton,TRUE,FALSE,FALSE,240776,240776,30128,6655,240775
Arctonoe pulchra,Arctonoe pulchra,accepted,Arctonoe pulchra,NA,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Arctonoe,TRUE,FALSE,FALSE,333030,333030,193553,868024,254300
Parastenella gymnogaster,Parastenella gymnogaster,accepted,Parastenella gymnogaster,NA,species,Cnidaria,Anthozoa,Scleralcyonacea,Primnoidae,Parastenella,TRUE,NA,FALSE,409580,409580,514199,1239272,267700
Musculus glacialis,Musculus glacialis,accepted,Musculus glacialis,NA,species,Mollusca,Bivalvia,Mytilida,Mytilidae,Musculus,TRUE,NA,NA,467467,467467,887467,NA,138225
Metridia curticauda,Metridia curticauda,accepted,Metridia curticauda,NA,species,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,TRUE,FALSE,FALSE,104628,104628,NA,670708,104190
NA,Gnathia,accepted,NA,NA,genus,Arthropoda,Malacostraca,Isopoda,Gnathiidae,Gnathia,TRUE,FALSE,FALSE,NA,118437,NA,436816,118437
NA,Chone,accepted,NA,NA,genus,Annelida,Polychaeta,Sabellida,Sabellidae,Chone,TRUE,FALSE,FALSE,NA,129525,NA,NA,129525
Lensia conoidea,Lensia conoidea,accepted,Lensia conoidea,NA,species,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,TRUE,FALSE,FALSE,135426,135426,746449,316226,135365
NA,Littorina,accepted,NA,NA,genus,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorina,TRUE,NA,NA,NA,138135,NA,31213,138135
Eudorellopsis integra,Eudorellopsis integra,accepted,Eudorellopsis integra,NA,species,Arthropoda,Malacostraca,Cumacea,Leuconidae,Eudorellopsis,TRUE,TRUE,FALSE,157820,157820,NA,NA,110413
NA,Grandifoxus,accepted,NA,NA,genus,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Grandifoxus,TRUE,FALSE,FALSE,NA,254333,NA,NA,254333
Macoma brota,Macoma brota,accepted,Macoma brota,NA,species,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoma,TRUE,NA,NA,254466,254466,NA,NA,138531
Rhodine bitorquata,Rhodine bitorquata,accepted,Rhodine bitorquata,NA,species,Annelida,Polychaeta,NA,Maldanidae,Rhodine,TRUE,FALSE,FALSE,254758,254758,NA,NA,129363
Exogone naidina,Exogone naidina,accepted,Exogone naidina,NA,species,Annelida,Polychaeta,Phyllodocida,Syllidae,Exogone,TRUE,FALSE,FALSE,327985,327985,NA,199556,129654
Notophyllum imbricatum,Notophyllum imbricatum,accepted,Notophyllum imbricatum,NA,species,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Notophyllum,TRUE,FALSE,FALSE,330025,330025,808496,2172705,129452
Gonatus onyx,Gonatus onyx,accepted,Gonatus onyx,NA,species,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Gonatus,TRUE,NA,FALSE,341859,341859,31243,61755,138036
Homalopoma subobsoletum,Homalopoma subobsoletum,accepted,Homalopoma subobsoletum,NA,species,Mollusca,Gastropoda,Trochida,Colloniidae,Homalopoma,TRUE,NA,NA,528075,528075,NA,NA,138605
Margarites olivaceus marginatus,Margarites olivaceus marginatus,accepted,Margarites olivaceus,Margarites olivaceus marginatus,subspecies,Mollusca,Gastropoda,Trochida,Margaritidae,Margarites,TRUE,FALSE,FALSE,141822,556976,NA,NA,138592
Metridium senile,Metridium senile,accepted,Metridium senile,NA,species,Cnidaria,Anthozoa,Actiniaria,Metridiidae,Metridium,TRUE,NA,NA,100982,100982,28215,6116,100770
Yoldia hyperborea,Yoldia hyperborea,accepted,Yoldia hyperborea,NA,species,Mollusca,Bivalvia,Nuculanida,Yoldiidae,Yoldia,TRUE,FALSE,FALSE,141989,141989,151135,NA,138672
Macoma moesta,Macoma moesta,accepted,Macoma moesta,NA,species,Mollusca,Bivalvia,Cardiida,Tellinidae,Macoma,TRUE,NA,NA,156226,156226,449244,1421135,138531
Chlamys hastata,Chlamys hastata,accepted,Chlamys hastata,NA,species,Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys,TRUE,NA,NA,367964,367964,600751,50342,138315
Aricidea (Strelzovia) antennata,Aricidea (Strelzovia) antennata,accepted,Aricidea (Strelzovia) antennata,NA,species,Annelida,Polychaeta,NA,Paraonidae,Aricidea,TRUE,FALSE,FALSE,734520,734520,NA,NA,129430
NA,Microsetella,accepted,NA,NA,genus,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Microsetella,TRUE,FALSE,FALSE,NA,115341,NA,NA,115341
Alacia alata,Alacia alata,accepted,Alacia alata,NA,species,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Alacia,TRUE,NA,FALSE,127732,127732,NA,1774296,127528
Discoconchoecia elegans,Discoconchoecia elegans,accepted,Discoconchoecia elegans,NA,species,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Discoconchoecia,TRUE,NA,FALSE,127782,127782,249212,702397,127536
Glycinde picta,Glycinde picta,accepted,Glycinde picta,NA,species,Annelida,Polychaeta,Phyllodocida,Goniadidae,Glycinde,TRUE,FALSE,FALSE,240625,240625,385905,2339899,129299
Lumbrineris minuta,Lumbrineris minuta,accepted,Lumbrineris minuta,NA,species,Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,TRUE,FALSE,FALSE,254624,254624,NA,NA,129337
Protoariciella oligobranchia,Protoariciella oligobranchia,accepted,Protoariciella oligobranchia,NA,species,Annelida,Polychaeta,NA,Orbiniidae,Protoariciella,TRUE,FALSE,FALSE,329935,329935,NA,NA,244670
Paleanotus bellis,Paleanotus bellis,accepted,Paleanotus bellis,NA,species,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Paleanotus,TRUE,FALSE,FALSE,334328,334328,786506,2172709,129238
Narella arbuscula,Narella arbuscula,accepted,Narella arbuscula,NA,species,Cnidaria,Anthozoa,Scleralcyonacea,Primnoidae,Narella,TRUE,NA,FALSE,409558,409558,514196,355645,125319
Crepidula nummaria,Crepidula nummaria,accepted,Crepidula nummaria,NA,species,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,TRUE,NA,FALSE,572185,572185,31499,211789,137722
Caromiobenella helgolandica,Caromiobenella helgolandica,accepted,Caromiobenella helgolandica,NA,species,Arthropoda,Copepoda,Monstrilloida,Monstrillidae,Caromiobenella,TRUE,FALSE,FALSE,1381786,1381786,NA,NA,1060168
Circeis armoricana,Circeis armoricana,accepted,Circeis armoricana,NA,species,Annelida,Polychaeta,Sabellida,Serpulidae,Circeis,TRUE,FALSE,FALSE,131198,131198,190366,356931,129629
NA,Nuculana,accepted,NA,NA,genus,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Nuculana,TRUE,NA,NA,NA,138259,NA,102325,138259
Crenella decussata,Crenella decussata,accepted,Crenella decussata,NA,species,Mollusca,Bivalvia,Mytilida,Mytilidae,Crenella,TRUE,NA,NA,140440,140440,NA,NA,138216
NA,Clinocardium,accepted,NA,NA,genus,Mollusca,Bivalvia,Cardiida,Cardiidae,Clinocardium,TRUE,FALSE,FALSE,NA,156818,NA,241157,156818
