found_taxa,accepted_name_usage,taxonomic_status,species,subspecies,taxon_rank,phylum,class,order,family,genus,is_marine,is_brackish,is_freshwater,speciesid,taxon_id,bold_id,ncbi_id,genusid
Smittoidea reticulata,Smittoidea reticulata,accepted,Smittoidea reticulata,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Smittinidae,Smittoidea,TRUE,FALSE,FALSE,111573,111573,785434,NA,110980
Grammaria abietina,Grammaria abietina,accepted,Grammaria abietina,NA,species,Cnidaria,Hydrozoa,Leptothecata,Lafoeidae,Grammaria,TRUE,NA,NA,117692,117692,767046,NA,117134
Pomponema tautraense,Pomponema tautraense,accepted,Pomponema tautraense,NA,species,Nematoda,Chromadorea,Chromadorida,Cyatholaimidae,Pomponema,TRUE,NA,NA,120867,120867,NA,NA,2318
Pseudostichopus,Pseudostichopus,accepted,NA,NA,genus,Echinodermata,Holothuroidea,Persiculida,Pseudostichopodidae,Pseudostichopus,TRUE,NA,NA,NA,123469,NA,42396,123469
Cluthia,Cluthia,accepted,NA,NA,genus,Arthropoda,Ostracoda,Podocopida,Leptocytheridae,Cluthia,TRUE,NA,FALSE,NA,127636,NA,NA,127636
Rhodine,Rhodine,accepted,NA,NA,genus,Annelida,Polychaeta,NA,Maldanidae,Rhodine,TRUE,FALSE,FALSE,NA,129363,NA,880396,129363
Nicomache lumbricalis,Nicomache lumbricalis,accepted,Nicomache lumbricalis,NA,species,Annelida,Polychaeta,NA,Maldanidae,Nicomache,TRUE,FALSE,FALSE,130311,130311,516092,2138295,129357
Ascaltis,Ascaltis,accepted,NA,NA,genus,Porifera,Calcarea,Clathrinida,Leucascidae,Ascaltis,TRUE,FALSE,FALSE,NA,131736,NA,269042,131736
Sycon raphanus,Sycon raphanus,accepted,Sycon raphanus,NA,species,Porifera,Calcarea,Leucosolenida,Syconidae,Sycon,TRUE,FALSE,FALSE,132257,132257,NA,56443,131723
Halisarca dujardinii,Halisarca dujardinii,accepted,Halisarca dujardinii,NA,species,Porifera,Demospongiae,Chondrillida,Halisarcidae,Halisarca,TRUE,FALSE,FALSE,132736,132736,NA,NA,131822
Endeis,Endeis,accepted,NA,NA,genus,Arthropoda,Pycnogonida,Pantopoda,Endeidae,Endeis,TRUE,NA,NA,NA,134588,NA,61901,134588
Encentrum,Encentrum,accepted,NA,NA,genus,Rotifera,Eurotatoria,Ploima,Dicranophoridae,Encentrum,TRUE,TRUE,TRUE,NA,134949,NA,360660,134949
Cephalodella gibba,Cephalodella gibba,accepted,Cephalodella gibba,NA,species,Rotifera,Eurotatoria,Ploima,Notommatidae,Cephalodella,FALSE,TRUE,TRUE,135039,135039,595919,231616,134955
Pseudotanais,Pseudotanais,accepted,NA,NA,genus,Arthropoda,Malacostraca,Tanaidacea,Pseudotanaidae,Pseudotanais,TRUE,NA,NA,NA,136246,NA,764956,136246
Cocculina,Cocculina,accepted,NA,NA,genus,Mollusca,Gastropoda,Cocculinida,Cocculinidae,Cocculina,TRUE,NA,NA,NA,137800,NA,72698,137800
Bulbus,Bulbus,accepted,NA,NA,genus,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Bulbus,TRUE,TRUE,FALSE,NA,138237,NA,NA,138237
Tritonia,Tritonia,accepted,NA,NA,genus,Mollusca,Gastropoda,Nudibranchia,Tritoniidae,Tritonia,TRUE,TRUE,NA,NA,138580,NA,152758,138580
Asconiscus simplex,Asconiscus simplex,accepted,Asconiscus simplex,NA,species,Arthropoda,Malacostraca,Isopoda,Asconiscidae,Asconiscus,TRUE,FALSE,FALSE,146512,146512,NA,NA,146511
Sycettusa,Sycettusa,accepted,NA,NA,genus,Porifera,Calcarea,Leucosolenida,Heteropiidae,Sycettusa,TRUE,FALSE,FALSE,NA,147162,NA,196273,147162
Paramicrurinella falklandica,Paramicrurinella falklandica,accepted,Paramicrurinella falklandica,NA,species,Nemertea,Pilidiophora,Heteronemertea,Lineidae,Paramicrurinella,TRUE,NA,FALSE,147952,147952,NA,NA,147951
Trichocerca brachyura,Trichocerca brachyura,accepted,Trichocerca brachyura,NA,species,Rotifera,Eurotatoria,Ploima,Trichocercidae,Trichocerca,TRUE,NA,NA,148339,148339,NA,NA,134959
Echinogammarus obtusatus,Echinogammarus obtusatus,accepted,Echinogammarus obtusatus,NA,species,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Echinogammarus,TRUE,NA,NA,148595,148595,306759,2153187,101535
Tipula,Tipula,accepted,NA,NA,genus,Arthropoda,Hexapoda,Diptera,Tipulidae,Tipula,NA,NA,NA,NA,151017,NA,259245,151017
Amphiporus gerlachei,Amphiporus gerlachei,accepted,Amphiporus gerlachei,NA,species,Nemertea,Hoplonemertea,Monostilifera,Amphiporidae,Amphiporus,TRUE,NA,FALSE,156292,156292,NA,NA,122391
Proclea graffii,Proclea graffii,accepted,Proclea graffii,NA,species,Annelida,Polychaeta,Terebellida,Terebellidae,Proclea,TRUE,NA,NA,157545,157545,NA,NA,129711
Siliqua,Siliqua,accepted,NA,NA,genus,Mollusca,Bivalvia,Adapedonta,Pharidae,Siliqua,TRUE,FALSE,FALSE,NA,159997,NA,489117,159997
Ctenocidaris rugosa,Ctenocidaris rugosa,accepted,Ctenocidaris rugosa,NA,species,Echinodermata,Echinoidea,Cidaroida,Ctenocidaridae,Ctenocidaris,TRUE,FALSE,FALSE,160798,160798,217534,NA,160742
Halichondria (Eumastia) attenuata,Halichondria (Eumastia) attenuata,accepted,Halichondria (Eumastia) attenuata,NA,species,Porifera,Demospongiae,Suberitida,Halichondriidae,Halichondria,TRUE,FALSE,FALSE,165787,165787,NA,942634,131807
Haliclona scotti,Haliclona scotti,accepted,Haliclona scotti,NA,species,Porifera,Demospongiae,Haplosclerida,Chalinidae,Haliclona,TRUE,FALSE,FALSE,166455,166455,NA,NA,131834
Clathria (Axosuberites) ramea,Clathria (Axosuberites) ramea,accepted,Clathria (Axosuberites) ramea,NA,species,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,TRUE,FALSE,FALSE,167482,167482,NA,NA,131868
Clathria (Clathria) terraenovae,Clathria (Clathria) terraenovae,accepted,Clathria (Clathria) terraenovae,NA,species,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,TRUE,FALSE,FALSE,167579,167579,NA,NA,131868
Echinoclathria bergquistae,Echinoclathria bergquistae,accepted,Echinoclathria bergquistae,NA,species,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Echinoclathria,TRUE,FALSE,FALSE,167911,167911,NA,NA,167906
Hymedesmia (Stylopus),Hymedesmia (Stylopus),accepted,NA,NA,subgenus,Porifera,Demospongiae,Poecilosclerida,Hymedesmiidae,Hymedesmia,TRUE,FALSE,FALSE,NA,169279,NA,NA,131950
Myxilla (Ectyomyxilla) mariana,Myxilla (Ectyomyxilla) mariana,accepted,Myxilla (Ectyomyxilla) mariana,NA,species,Porifera,Demospongiae,Poecilosclerida,Myxillidae,Myxilla,TRUE,FALSE,FALSE,169433,169433,NA,NA,131970
Granaster,Granaster,accepted,NA,NA,genus,Echinodermata,Asteroidea,Forcipulatida,Stichasteridae,Granaster,TRUE,FALSE,FALSE,NA,172547,NA,478257,172547
Notasterias haswelli,Notasterias haswelli,accepted,Notasterias haswelli,NA,species,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Notasterias,TRUE,FALSE,FALSE,172670,172670,NA,NA,172533
Anteliaster australis,Anteliaster australis,accepted,Anteliaster australis,NA,species,Echinodermata,Asteroidea,Forcipulatida,Pedicellasteridae,Anteliaster,TRUE,FALSE,FALSE,172673,172673,NA,NA,172537
Amphiura monorima,Amphiura monorima,accepted,Amphiura monorima,NA,species,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphiura,TRUE,FALSE,FALSE,173125,173125,NA,NA,123613
Euphrosine abyssalis,Euphrosine abyssalis,accepted,Euphrosine abyssalis,NA,species,Annelida,Polychaeta,Amphinomida,Euphrosinidae,Euphrosine,TRUE,FALSE,FALSE,173252,173252,NA,NA,129285
Paracellaria elephantina,Paracellaria elephantina,accepted,Paracellaria elephantina,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Cellariidae,Paracellaria,TRUE,FALSE,FALSE,173354,173354,NA,NA,173330
Chaperiopsis signyensis,Chaperiopsis signyensis,accepted,Chaperiopsis signyensis,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Chaperiidae,Chaperiopsis,TRUE,FALSE,FALSE,173504,173504,NA,NA,110881
Pycnogonum eltanin,Pycnogonum eltanin,accepted,Pycnogonum eltanin,NA,species,Arthropoda,Pycnogonida,Pantopoda,Pycnogonidae,Pycnogonum,TRUE,FALSE,FALSE,173583,173583,NA,NA,134595
Ophiosteira antarctica,Ophiosteira antarctica,accepted,Ophiosteira antarctica,NA,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Ophiosteira,TRUE,FALSE,FALSE,173603,173603,208490,2053238,172626
Exochella elegans,Exochella elegans,accepted,Exochella elegans,NA,species,Bryozoa,Gymnolaemata,Cheilostomatida,Exochellidae,Exochella,TRUE,FALSE,FALSE,173734,173734,NA,NA,173674
Notocrinus mortenseni,Notocrinus mortenseni,accepted,Notocrinus mortenseni,NA,species,Echinodermata,Crinoidea,Comatulida,Notocrinidae,Notocrinus,TRUE,FALSE,FALSE,173886,173886,217484,NA,173884
Crisia patagonica,Crisia patagonica,accepted,Crisia patagonica,NA,species,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,Crisia,TRUE,FALSE,FALSE,173962,173962,NA,NA,111032
Disporella fimbriata,Disporella fimbriata,accepted,Disporella fimbriata,NA,species,Bryozoa,Stenolaemata,Cyclostomatida,Lichenoporidae,Disporella,TRUE,FALSE,FALSE,173982,173982,NA,NA,111044
Fasciculipora,Fasciculipora,accepted,NA,NA,genus,Bryozoa,Stenolaemata,Cyclostomatida,Frondiporidae,Fasciculipora,TRUE,FALSE,FALSE,NA,173997,NA,NA,173997
Anapta fallax,Anapta fallax,accepted,Anapta fallax,NA,species,Echinodermata,Holothuroidea,Apodida,Synaptidae,Anapta,TRUE,FALSE,FALSE,174052,174052,NA,NA,174051
Litoscalpellum discoveryi,Litoscalpellum discoveryi,accepted,Litoscalpellum discoveryi,NA,species,Arthropoda,Thecostraca,Scalpellomorpha,Scalpellidae,Litoscalpellum,TRUE,NA,NA,174130,174130,140308,505326,106112
Tubulipora stellata,Tubulipora stellata,accepted,Tubulipora stellata,NA,species,Bryozoa,Stenolaemata,Cyclostomatida,Tubuliporidae,Tubulipora,TRUE,FALSE,FALSE,174185,174185,NA,NA,111054
Antarcturus nonatoi,Antarcturus nonatoi,accepted,Antarcturus nonatoi,NA,species,Arthropoda,Malacostraca,Isopoda,Antarcturidae,Antarcturus,TRUE,FALSE,FALSE,174553,174553,NA,NA,174514
Antarcturus signiensis,Antarcturus signiensis,accepted,Antarcturus signiensis,NA,species,Arthropoda,Malacostraca,Isopoda,Antarcturidae,Antarcturus,TRUE,FALSE,FALSE,174554,174554,NA,NA,174514
Antarcturus usitatus,Antarcturus usitatus,accepted,Antarcturus usitatus,NA,species,Arthropoda,Malacostraca,Isopoda,Antarcturidae,Antarcturus,TRUE,FALSE,FALSE,174558,174558,NA,NA,174514
Oriopsis limbata,Oriopsis limbata,accepted,Oriopsis limbata,NA,species,Annelida,Polychaeta,Sabellida,Sabellidae,Oriopsis,TRUE,FALSE,FALSE,174566,174566,NA,NA,129540
Chitinopomoides wilsoni,Chitinopomoides wilsoni,accepted,Chitinopomoides wilsoni,NA,species,Annelida,Polychaeta,Sabellida,Serpulidae,Chitinopomoides,TRUE,FALSE,FALSE,174656,174656,NA,NA,174655
Schizotricha glacialis,Schizotricha glacialis,accepted,Schizotricha glacialis,NA,species,Cnidaria,Hydrozoa,Leptothecata,Schizotrichidae,Schizotricha,TRUE,NA,FALSE,174698,174698,NA,NA,117116
Sphaerosyllis lateropapillata uteae,Sphaerosyllis lateropapillata uteae,accepted,Sphaerosyllis lateropapillata,Sphaerosyllis lateropapillata uteae,subspecies,Annelida,Polychaeta,Phyllodocida,Syllidae,Sphaerosyllis,TRUE,FALSE,FALSE,174892,174893,NA,NA,129677
Artacama crassa,Artacama crassa,accepted,Artacama crassa,NA,species,Annelida,Polychaeta,Terebellida,Terebellidae,Artacama,TRUE,FALSE,FALSE,174921,174921,NA,NA,129688
Homalocidaris gigantea,Homalocidaris gigantea,accepted,Homalocidaris gigantea,NA,species,Echinodermata,Echinoidea,Cidaroida,Ctenocidaridae,Homalocidaris,TRUE,FALSE,FALSE,174945,174945,NA,2566146,174942
Byblisoides,Byblisoides,accepted,NA,NA,genus,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Byblisoides,TRUE,NA,NA,NA,176678,NA,NA,176678
Thaumatoconcha radiata,Thaumatoconcha radiata,accepted,Thaumatoconcha radiata,NA,species,Arthropoda,Ostracoda,Halocyprida,Thaumatocyprididae,Thaumatoconcha,TRUE,FALSE,FALSE,176741,176741,NA,NA,176733
Eurymera,Eurymera,accepted,NA,NA,genus,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Eurymera,TRUE,FALSE,FALSE,NA,176932,NA,1806133,176932
Torometopa,Torometopa,accepted,NA,NA,genus,Arthropoda,Malacostraca,Amphipoda,Stenothoidae,Torometopa,TRUE,NA,NA,NA,176938,NA,NA,176938
Alexandrella,Alexandrella,accepted,NA,NA,genus,Arthropoda,Malacostraca,Amphipoda,Stilipedidae,Alexandrella,TRUE,NA,NA,NA,176941,NA,NA,176941
Atyloella,Atyloella,accepted,NA,NA,genus,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Atyloella,TRUE,FALSE,FALSE,NA,176949,NA,1806114,176949
Schraderia,Schraderia,accepted,NA,NA,genus,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Schraderia,TRUE,FALSE,FALSE,NA,176964,NA,1806161,176964
Echiniphimedia,Echiniphimedia,accepted,NA,NA,genus,Arthropoda,Malacostraca,Amphipoda,Iphimediidae,Echiniphimedia,TRUE,FALSE,FALSE,NA,177001,NA,181031,177001
Bathydomus,Bathydomus,accepted,NA,NA,genus,Mollusca,Gastropoda,Neogastropoda,Prosiphonidae,Bathydomus,TRUE,FALSE,FALSE,NA,196925,NA,NA,196925
Falsitromina,Falsitromina,accepted,NA,NA,genus,Mollusca,Gastropoda,Neogastropoda,Cominellidae,Falsitromina,TRUE,FALSE,FALSE,NA,196929,NA,NA,196929
Meteuthria,Meteuthria,accepted,NA,NA,genus,Mollusca,Gastropoda,Neogastropoda,Prosiphonidae,Meteuthria,TRUE,FALSE,FALSE,NA,196930,NA,NA,196930
Proneptunea,Proneptunea,accepted,NA,NA,genus,Mollusca,Gastropoda,Neogastropoda,Prosiphonidae,Proneptunea,TRUE,FALSE,FALSE,NA,196935,NA,NA,196935
Xymenopsis,Xymenopsis,accepted,NA,NA,genus,Mollusca,Gastropoda,Neogastropoda,Muricidae,Xymenopsis,TRUE,NA,NA,NA,196962,NA,1183096,196962
Typhlodaphne,Typhlodaphne,accepted,NA,NA,genus,Mollusca,Gastropoda,Neogastropoda,Borsoniidae,Typhlodaphne,TRUE,FALSE,FALSE,NA,197002,NA,NA,197002
Cirsonella extrema,Cirsonella extrema,accepted,Cirsonella extrema,NA,species,Mollusca,Gastropoda,Trochida,Skeneidae,Cirsonella,TRUE,NA,NA,197116,197116,667114,1172412,138494
Falsimargarita georgiana,Falsimargarita georgiana,accepted,Falsimargarita georgiana,NA,species,Mollusca,Gastropoda,Trochida,Calliostomatidae,Falsimargarita,TRUE,NA,NA,197176,197176,NA,NA,196987
Marseniopsis antarctica,Marseniopsis antarctica,accepted,Marseniopsis antarctica,NA,species,Mollusca,Gastropoda,Littorinimorpha,Velutinidae,Marseniopsis,TRUE,NA,NA,197267,197267,NA,NA,196957
Miomelon turnerae,Miomelon turnerae,accepted,Miomelon turnerae,NA,species,Mollusca,Gastropoda,Neogastropoda,Volutidae,Miomelon,TRUE,NA,NA,197285,197285,194231,NA,197005
Prosipho amiantus,Prosipho amiantus,accepted,Prosipho amiantus,NA,species,Mollusca,Gastropoda,Neogastropoda,Prosiphonidae,Prosipho,TRUE,NA,NA,197395,197395,NA,NA,196936
Prosipho hedleyi,Prosipho hedleyi,accepted,Prosipho hedleyi,NA,species,Mollusca,Gastropoda,Neogastropoda,Prosiphonidae,Prosipho,TRUE,NA,NA,197408,197408,NA,NA,196936
Trilirata macmurdensis,Trilirata macmurdensis,accepted,Trilirata macmurdensis,NA,species,Mollusca,Gastropoda,Littorinimorpha,Zerotulidae,Trilirata,TRUE,NA,NA,197493,197493,NA,NA,197010
Cypraecassis testiculus,Cypraecassis testiculus,accepted,Cypraecassis testiculus,NA,species,Mollusca,Gastropoda,Littorinimorpha,Cassidae,Cypraecassis,TRUE,NA,NA,224277,224277,856693,2483515,204021
Oxystomina miranda,Oxystomina miranda,accepted,Oxystomina miranda,NA,species,Nematoda,Enoplea,Enoplida,Oxystominidae,Oxystomina,TRUE,NA,NA,227953,227953,NA,NA,2551
Theristus modicus,Theristus modicus,accepted,Theristus modicus,NA,species,Nematoda,Chromadorea,Monhysterida,Xyalidae,Theristus,TRUE,TRUE,FALSE,228897,228897,NA,NA,2469
Staurotheca profunda,Staurotheca profunda,accepted,Staurotheca profunda,NA,species,Cnidaria,Hydrozoa,Leptothecata,Staurothecidae,Staurotheca,TRUE,NA,NA,231591,231591,NA,NA,174584
Hymenaster edax,Hymenaster edax,accepted,Hymenaster edax,NA,species,Echinodermata,Asteroidea,Velatida,Pterasteridae,Hymenaster,TRUE,FALSE,FALSE,234917,234917,221790,NA,123333
Harmothoe fullo,Harmothoe fullo,accepted,Harmothoe fullo,NA,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,TRUE,NA,NA,236679,236679,NA,NA,129491
Metoediceros,Metoediceros,accepted,NA,NA,genus,Arthropoda,Malacostraca,Amphipoda,Exoedicerotidae,Metoediceros,TRUE,NA,NA,NA,236832,NA,NA,236832
Acanthonotozomella trispinosa,Acanthonotozomella trispinosa,accepted,Acanthonotozomella trispinosa,NA,species,Arthropoda,Malacostraca,Amphipoda,Acanthonotozomellidae,Acanthonotozomella,TRUE,NA,NA,236929,236929,NA,1806101,176981
Seba antarctica,Seba antarctica,accepted,Seba antarctica,NA,species,Arthropoda,Malacostraca,Amphipoda,Sebidae,Seba,TRUE,NA,NA,236957,236957,NA,NA,101746
Paraceradocus miersi,Paraceradocus miersi,accepted,Paraceradocus miersi,NA,species,Arthropoda,Malacostraca,Amphipoda,Maeridae,Paraceradocus,TRUE,FALSE,FALSE,237027,237027,NA,NA,236859
Polycheria acanthopoda,Polycheria acanthopoda,accepted,Polycheria acanthopoda,NA,species,Arthropoda,Malacostraca,Amphipoda,Dexaminidae,Polycheria,TRUE,NA,NA,237069,237069,NA,NA,203865
Monoculodes scabriculosus,Monoculodes scabriculosus,accepted,Monoculodes scabriculosus,NA,species,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Monoculodes,TRUE,FALSE,FALSE,237083,237083,NA,NA,101694
Oradarea impressicauda,Oradarea impressicauda,accepted,Oradarea impressicauda,NA,species,Arthropoda,Malacostraca,Amphipoda,Calliopiidae,Oradarea,TRUE,NA,NA,237122,237122,NA,NA,101525
Antatelson walkeri,Antatelson walkeri,accepted,Antatelson walkeri,NA,species,Arthropoda,Malacostraca,Amphipoda,Stenothoidae,Antatelson,TRUE,FALSE,FALSE,237152,237152,NA,317523,176920
Pseudododecas bowmani,Pseudododecas bowmani,accepted,Pseudododecas bowmani,NA,species,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Pseudododecas,TRUE,FALSE,FALSE,237207,237207,213290,NA,236908
Pseudoprotomima hedgpethi,Pseudoprotomima hedgpethi,accepted,Pseudoprotomima hedgpethi,NA,species,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Pseudoprotomima,TRUE,FALSE,FALSE,237311,237311,NA,NA,236914
Monoculodes antarcticus,Monoculodes antarcticus,accepted,Monoculodes antarcticus,NA,species,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Monoculodes,TRUE,FALSE,FALSE,237399,237399,29536,181115,101694
Oradarea walkeri,Oradarea walkeri,accepted,Oradarea walkeri,NA,species,Arthropoda,Malacostraca,Amphipoda,Calliopiidae,Oradarea,TRUE,FALSE,FALSE,237444,237444,NA,NA,101525
Djerboa furcipes,Djerboa furcipes,accepted,Djerboa furcipes,NA,species,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Djerboa,TRUE,FALSE,FALSE,237485,237485,NA,NA,176952
Colossendeis stramenti,Colossendeis stramenti,accepted,Colossendeis stramenti,NA,species,Arthropoda,Pycnogonida,Pantopoda,Colossendeidae,Colossendeis,TRUE,FALSE,FALSE,240291,240291,103208,373275,134586
Leviapseudes pleonudus,Leviapseudes pleonudus,accepted,Leviapseudes pleonudus,NA,species,Arthropoda,Malacostraca,Tanaidacea,Apseudidae,Leviapseudes,TRUE,FALSE,FALSE,244633,244633,NA,NA,136192
Apseudomorpha,Apseudomorpha,accepted,NA,NA,genus,Arthropoda,Malacostraca,Tanaidacea,Metapseudidae,Apseudomorpha,TRUE,NA,NA,NA,246895,NA,NA,246895
Siphonolabrum fastigatum,Siphonolabrum fastigatum,accepted,Siphonolabrum fastigatum,NA,species,Arthropoda,Malacostraca,Tanaidacea,Anarthruridae,Siphonolabrum,TRUE,NA,NA,247431,247431,NA,NA,247019
Moruloidea,Moruloidea,accepted,NA,NA,genus,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Moruloidea,TRUE,FALSE,FALSE,NA,248992,NA,NA,248992
Adagnesia henriquei,Adagnesia henriquei,accepted,Adagnesia henriquei,NA,species,Chordata,Ascidiacea,Phlebobranchia,Agneziidae,Adagnesia,TRUE,NA,FALSE,249779,249779,NA,NA,103480
Alloeocarpa affinis,Alloeocarpa affinis,accepted,Alloeocarpa affinis,NA,species,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Alloeocarpa,TRUE,NA,FALSE,249791,249791,NA,NA,103525
Halocynthia igaboja,Halocynthia igaboja,accepted,Halocynthia igaboja,NA,species,Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Halocynthia,TRUE,NA,FALSE,250677,250677,175659,323291,103519
Molguloides sphaeroidea,Molguloides sphaeroidea,accepted,Molguloides sphaeroidea,NA,species,Chordata,Ascidiacea,Stolidobranchia,Molgulidae,Molguloides,TRUE,NA,FALSE,250942,250942,NA,NA,103510
Oligotrema psammites,Oligotrema psammites,accepted,Oligotrema psammites,NA,species,Chordata,Ascidiacea,Stolidobranchia,Molgulidae,Oligotrema,TRUE,NA,FALSE,250968,250968,NA,NA,146730
Aega falklandica,Aega falklandica,accepted,Aega falklandica,NA,species,Arthropoda,Malacostraca,Isopoda,Aegidae,Aega,TRUE,FALSE,FALSE,256408,256408,NA,NA,118394
Aegiochus uschakovi,Aegiochus uschakovi,accepted,Aegiochus uschakovi,NA,species,Arthropoda,Malacostraca,Isopoda,Aegidae,Aegiochus,TRUE,FALSE,FALSE,256447,256447,NA,NA,293761
Litarcturus americanus,Litarcturus americanus,accepted,Litarcturus americanus,NA,species,Arthropoda,Malacostraca,Isopoda,Antarcturidae,Litarcturus,TRUE,FALSE,FALSE,257975,257975,NA,NA,174629
Fissarcturus minutus,Fissarcturus minutus,accepted,Fissarcturus minutus,NA,species,Arthropoda,Malacostraca,Isopoda,Antarcturidae,Fissarcturus,TRUE,FALSE,FALSE,257987,257987,NA,NA,174680
Septemserolis septemcarinata,Septemserolis septemcarinata,accepted,Septemserolis septemcarinata,NA,species,Arthropoda,Malacostraca,Isopoda,Serolidae,Septemserolis,TRUE,FALSE,FALSE,262983,262983,211877,469886,249306
Waiteolana tuberculata,Waiteolana tuberculata,accepted,Waiteolana tuberculata,NA,species,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Waiteolana,TRUE,FALSE,FALSE,264122,264122,NA,NA,249468
Dicyemennea dorycephalum,Dicyemennea dorycephalum,accepted,Dicyemennea dorycephalum,NA,species,Dicyemida,Rhombozoa,NA,Dicyemidae,Dicyemennea,TRUE,NA,NA,265718,265718,NA,NA,119138
Campanularia agas,Campanularia agas,accepted,Campanularia agas,NA,species,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Campanularia,TRUE,NA,NA,284307,284307,NA,NA,117029
Homasterope glacialis,Homasterope glacialis,accepted,Homasterope glacialis,NA,species,Arthropoda,Ostracoda,Myodocopida,Cylindroleberididae,Homasterope,TRUE,FALSE,FALSE,291469,291469,NA,NA,291426
Ophioplinthus tuberosa,Ophioplinthus tuberosa,accepted,Ophioplinthus tuberosa,NA,species,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Ophioplinthus,TRUE,FALSE,FALSE,322581,322581,220358,2566119,172623
Clavadoce,Clavadoce,accepted,NA,NA,genus,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Clavadoce,TRUE,FALSE,FALSE,NA,324884,NA,NA,324884
Martialia hyadesi,Martialia hyadesi,accepted,Martialia hyadesi,NA,species,Mollusca,Cephalopoda,Oegopsida,Ommastrephidae,Martialia,TRUE,NA,FALSE,325305,325305,315727,215438,325304
Mimonecteola beebei,Mimonecteola beebei,accepted,Mimonecteola beebei,NA,species,Arthropoda,Malacostraca,Amphipoda,Mimonecteolidae,Mimonecteola,TRUE,FALSE,FALSE,325369,325369,NA,NA,325368
Spirorbis (Spirorbis),Spirorbis (Spirorbis),accepted,NA,NA,subgenus,Annelida,Polychaeta,Sabellida,Serpulidae,Spirorbis,TRUE,FALSE,FALSE,NA,325665,NA,NA,129642
Helicosiphon biscoeensis,Helicosiphon biscoeensis,accepted,Helicosiphon biscoeensis,NA,species,Annelida,Polychaeta,Sabellida,Serpulidae,Helicosiphon,TRUE,FALSE,FALSE,328293,328293,NA,NA,174660
Oriopsis pulchra,Oriopsis pulchra,accepted,Oriopsis pulchra,NA,species,Annelida,Polychaeta,Sabellida,Sabellidae,Oriopsis,TRUE,FALSE,FALSE,329863,329863,NA,NA,129540
Ninoe falklandica,Ninoe falklandica,accepted,Ninoe falklandica,NA,species,Annelida,Polychaeta,Eunicida,Lumbrineridae,Ninoe,TRUE,FALSE,FALSE,329944,329944,NA,NA,129338
Ninoe leptognatha,Ninoe leptognatha,accepted,Ninoe leptognatha,NA,species,Annelida,Polychaeta,Eunicida,Lumbrineridae,Ninoe,TRUE,FALSE,FALSE,329951,329951,300479,649692,129338
Boccardia tricuspa,Boccardia tricuspa,accepted,Boccardia tricuspa,NA,species,Annelida,Polychaeta,Spionida,Spionidae,Boccardia,TRUE,FALSE,FALSE,333120,333120,NA,NA,129609
Exogone anomalochaeta,Exogone anomalochaeta,accepted,Exogone anomalochaeta,NA,species,Annelida,Polychaeta,Phyllodocida,Syllidae,Exogone,TRUE,FALSE,FALSE,338796,338796,NA,NA,129654
Dondersia stylastericola,Dondersia stylastericola,accepted,Dondersia stylastericola,NA,species,Mollusca,Solenogastres,NA,Dondersiidae,Dondersia,TRUE,NA,NA,340713,340713,NA,NA,137907
Dorymenia paucidentata,Dorymenia paucidentata,accepted,Dorymenia paucidentata,NA,species,Mollusca,Solenogastres,NA,Proneomeniidae,Dorymenia,TRUE,NA,NA,340724,340724,NA,NA,138381
Dorymenia tricarinata,Dorymenia tricarinata,accepted,Dorymenia tricarinata,NA,species,Mollusca,Solenogastres,NA,Proneomeniidae,Dorymenia,TRUE,NA,NA,340727,340727,NA,NA,138381
Pararrhopalia fasciata,Pararrhopalia fasciata,accepted,Pararrhopalia fasciata,NA,species,Mollusca,Solenogastres,NA,Pruvotinidae,Pararrhopalia,TRUE,NA,NA,340761,340761,NA,NA,138386
