found_taxa,worms_name,verbatim_name,gbif_name,ncbi_name,ncbi_commonname,gbif_usagekey,ncbi_uid,gbif_status,worms_aphiaid,worms_status,freshwater_only,kingdom,phylum,class,order,family,genus
Kryptopterus sp. MM-2017,NA,Kryptopterus sp. MM-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Siluriformes,Siluridae,Kryptopterus
Kryptopterus vitreolus,Kryptopterus vitreolus,Kryptopterus vitreolus,Kryptopterus vitreolus,Kryptopterus vitreolus,,7916021,2012678,accepted,1007332,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Siluridae,Kryptopterus
Kryptopterus bicirrhis,Kryptopterus bicirrhis,Kryptopterus bicirrhis,Kryptopterus bicirrhis,Kryptopterus bicirrhis,glass catfish,2337886,310914,accepted,1022390,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Siluridae,Kryptopterus
Glyptothorax cavia,Glyptothorax cavia,Glyptothorax cavia,Glyptothorax cavia,Glyptothorax cavia,,2341422,199216,accepted,1022777,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Sisoridae,Glyptothorax
Glyptothorax telchitta,Glyptothorax telchitta,Glyptothorax telchitta,Glyptothorax telchitta,Glyptothorax telchitta,,2341340,386099,accepted,1022776,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Sisoridae,Glyptothorax
Pseudobagrus ondon,Pseudobagrus ondon,Pseudobagrus ondon,Pseudobagrus ondon,Pseudobagrus ondon,,2338413,323806,accepted,1015857,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Bagridae,Pseudobagrus
Pseudobagrus koreanus,Pseudobagrus koreanus,Pseudobagrus koreanus,Pseudobagrus koreanus,Pseudobagrus koreanus,,2338414,78880,accepted,1011363,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Bagridae,Pseudobagrus
Clarias camerunensis,Clarias camerunensis,Clarias camerunensis,Clarias camerunensis,Clarias camerunensis,,5202707,310931,accepted,1013591,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Clariidae,Clarias
Glyptothorax trilineatus,Glyptothorax trilineatus,Glyptothorax trilineatus,Glyptothorax trilineatus,Glyptothorax trilineatus,three-lined catfish,2341413,231675,accepted,1021200,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Sisoridae,Glyptothorax
Tachysurus eupogon,NA,Tachysurus eupogon,Tachysurus eupogon,Tachysurus eupogon,shorthead catfish,10130483,323804,accepted,NA,NA,NA,Animalia,Chordata,Teleostei,Siluriformes,Bagridae,Tachysurus
Pangasius krempfi,Pangasius krempfi,Pangasius krempfi,Pangasius krempfi,Pangasius krempfi,,5202442,796020,accepted,281978,accepted,0,Animalia,Chordata,Teleostei,Siluriformes,Pangasiidae,Pangasius
Glyptothorax minimaculatus,Glyptothorax minimaculatus,Glyptothorax minimaculatus,Glyptothorax minimaculatus,Glyptothorax minimaculatus,,2341294,386089,accepted,1012024,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Sisoridae,Glyptothorax
Tachysurus tokiensis,NA,Tachysurus tokiensis,Tachysurus tokiensis,Tachysurus tokiensis,,9856204,1604542,accepted,NA,NA,NA,Animalia,Chordata,Teleostei,Siluriformes,Bagridae,Tachysurus
Plotosus canius,Plotosus canius,Plotosus canius,Plotosus canius,Plotosus canius,gray eel-catfish,2341920,337725,accepted,278694,accepted,0,Animalia,Chordata,Teleostei,Siluriformes,Plotosidae,Plotosus
Pseudancistrus longispinis,Pseudancistrus longispinis,Guyanancistrus longispinis,Guyanancistrus longispinis,Guyanancistrus longispinis,,2339890,471097,synonym,1012175,unaccepted,1,Animalia,Chordata,Teleostei,Siluriformes,Loricariidae,Guyanancistrus
Clarias macrocephalus,Clarias macrocephalus,Clarias macrocephalus,Clarias macrocephalus,Clarias macrocephalus,bighead catfish,5202728,35657,accepted,280202,accepted,0,Animalia,Chordata,Teleostei,Siluriformes,Clariidae,Clarias
Silurus soldatovi,Silurus soldatovi,Silurus soldatovi,Silurus soldatovi,Silurus soldatovi,Soldatov's catfish,2337618,1407129,accepted,1014293,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Siluridae,Silurus
Silurus asotus,Silurus asotus,Silurus asotus,Silurus asotus,Silurus asotus,Amur catfish,2337594,30991,accepted,1018214,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Siluridae,Silurus
Tachysurus fulvidraco,Tachysurus fulvidraco,Tachysurus fulvidraco,Tachysurus fulvidraco,Tachysurus fulvidraco,yellow catfish,6168091,1234273,accepted,1022007,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Bagridae,Tachysurus
Glyptothorax zanaensis,Glyptothorax zanaensis,Glyptothorax zanaensis,Glyptothorax zanaensis,Glyptothorax zanaensis,,2341355,571294,accepted,1012301,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Sisoridae,Glyptothorax
Glyptothorax sinensis,Glyptothorax sinensis,Glyptothorax sinensis,Glyptothorax sinensis,Glyptothorax sinensis,,2341358,278780,accepted,1018215,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Sisoridae,Glyptothorax
Tachysurus fulvidraco x Leiocassis longirostris,NA,Tachysurus fulvidraco x Leiocassis longirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Siluriformes,Bagridae,Tachysurus
Glyptothorax sp. CBM:ZF:11958,NA,Glyptothorax sp. CBM:ZF:11958,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Siluriformes,Sisoridae,Glyptothorax
Heteropneustes fossilis,Heteropneustes fossilis,Heteropneustes fossilis,Heteropneustes fossilis,Heteropneustes fossilis,stinging catfish,5202532,93621,accepted,281072,accepted,0,Animalia,Chordata,Teleostei,Siluriformes,Heteropneustidae,Heteropneustes
Ictalurus pricei,Ictalurus pricei,Ictalurus cf. pricei USON-01120-1,Ictalurus pricei,Ictalurus cf. pricei USON-01120-1,,5202521,1498488,accepted,1259209,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Ictaluridae,Ictalurus
Ictalurus pricei,Ictalurus pricei,Ictalurus cf. pricei USON-01115-1,Ictalurus pricei,Ictalurus cf. pricei USON-01115-1,,5202521,1498487,accepted,1259209,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Ictaluridae,Ictalurus
Ictalurus pricei,Ictalurus pricei,Ictalurus pricei,Ictalurus pricei,Ictalurus pricei,Yaqui catfish,5202521,64534,accepted,1259209,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Ictaluridae,Ictalurus
Ameiurus melas,Ameiurus melas,Ameiurus melas,Ameiurus melas,Ameiurus melas,black bullhead,2340977,219545,accepted,154205,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Ictaluridae,Ameiurus
Tachysurus virgatus,Tachysurus virgatus,Tachysurus virgatus,Tachysurus virgatus,Tachysurus virgatus,,6168085,1508056,accepted,1016271,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Bagridae,Tachysurus
Tachysurus fulvidraco x Tachysurus vachelli,NA,Tachysurus fulvidraco x Tachysurus vachelli,Tachysurus fulvidraco x Tachysurus vachelli,Tachysurus fulvidraco x Tachysurus vachelli,,11733069,1610892,accepted,NA,NA,NA,Animalia,Chordata,Teleostei,Siluriformes,Bagridae,Tachysurus
Bagarius yarrelli,Bagarius yarrelli,Bagarius yarrelli,Bagarius yarrelli,Bagarius yarrelli,goonch,2341213,175774,accepted,1018581,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Sisoridae,Bagarius
Exostoma labiatum,Exostoma labiatum,Exostoma labiatum,Exostoma labiatum,Exostoma labiatum,,5202552,205338,accepted,1016650,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Sisoridae,Exostoma
Gagata dolichonema,Gagata dolichonema,Gagata dolichonema,Gagata dolichonema,Gagata dolichonema,,2341153,400069,accepted,1010506,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Sisoridae,Gagata
Pangasius larnaudii,Pangasius larnaudii,Pangasius larnaudii,Pangasius larnaudii,Pangasius larnaudii,spot pangasius,5202460,365580,accepted,1015103,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Pangasiidae,Pangasius
Ameiurus nebulosus,Ameiurus nebulosus,Ameiurus nebulosus,Ameiurus nebulosus,Ameiurus nebulosus,brown bullhead,2340989,27778,accepted,154370,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Ictaluridae,Ameiurus
Exostoma sp. CZ-2022,NA,Exostoma sp. CZ-2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Siluriformes,Sisoridae,Exostoma
Exostoma tenuicaudatum,Exostoma tenuicaudatum,Exostoma tenuicaudatum,NA,NA,NA,NA,NA,NA,1384888,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Sisoridae,Exostoma
Exostoma tibetanum,NA,Exostoma tibetanum,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Siluriformes,Sisoridae,Exostoma
Silurus glanis,Silurus glanis,Silurus glanis,Silurus glanis,Silurus glanis,European catfish,2337607,94993,accepted,154677,accepted,0,Animalia,Chordata,Teleostei,Siluriformes,Siluridae,Silurus
Pangasianodon hypophthalmus,Pangasianodon hypophthalmus,Pangasianodon hypophthalmus,Pangasianodon hypophthalmus,Pangasianodon hypophthalmus,striped catfish,2340714,310915,accepted,1015096,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Pangasiidae,Pangasianodon
Pangasius sanitwongsei,Pangasius sanitwongsei,Pangasius sanitwongsei,Pangasius sanitwongsei,Pangasius sanitwongsei,giant pangasius,5202478,365581,accepted,1015767,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Pangasiidae,Pangasius
Clarias gabonensis,Clarias gabonensis,Clarias gabonensis,Clarias gabonensis,Clarias gabonensis,,5202724,322707,accepted,1014734,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Clariidae,Clarias
Silurus biwaensis,Silurus biwaensis,Silurus biwaensis,Silurus biwaensis,Silurus biwaensis,Lake Biwa catfish,2337623,1604540,accepted,1329864,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Siluridae,Silurus
Ictalurus sp. UM 105-1789,NA,Ictalurus sp. UM 105-1789,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Siluriformes,Ictaluridae,Ictalurus
Steindachnerina elegans,Steindachnerina elegans,Steindachnerina elegans,Steindachnerina elegans,Steindachnerina elegans,,2355184,1053597,accepted,1347252,accepted,1,Animalia,Chordata,Teleostei,Characiformes,Curimatidae,Steindachnerina
Delturus carinotus,Delturus carinotus,Delturus carinotus,Delturus carinotus,Delturus carinotus,,2339550,745493,accepted,1460158,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Loricariidae,Delturus
Cyphocharax gilbert,Cyphocharax gilbert,Cyphocharax gilbert,Cyphocharax gilbert,Cyphocharax gilbert,,2355131,984680,accepted,1026440,accepted,1,Animalia,Chordata,Teleostei,Characiformes,Curimatidae,Cyphocharax
Ictalurus lupus,Ictalurus lupus,Ictalurus lupus,Ictalurus lupus,Ictalurus lupus,headwater catfish,5202530,64533,accepted,1021349,accepted,1,Animalia,Chordata,Teleostei,Siluriformes,Ictaluridae,Ictalurus
Lycengraulis grossidens,Lycengraulis grossidens,Lycengraulis grossidens,Lycengraulis grossidens,Lycengraulis grossidens,Atlantic sabretooth anchovy,2413813,458582,accepted,281446,accepted,0,Animalia,Chordata,Teleostei,Clupeiformes,Engraulidae,Lycengraulis
Scorpaenodes kelloggi,Scorpaenodes kelloggi,Scorpaenodes kelloggi,Scorpaenodes kelloggi,Scorpaenodes kelloggi,Kellogg's scorpionfish,2334362,1146986,accepted,218101,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Scorpaenodes
Parapterois heterura,Parapterois heterura,Parapterois heterura,Parapterois heterura,Parapterois heterura,blackfoot lionfish,2334418,1585663,accepted,277609,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Parapterois
Dendrochirus zebra,Dendrochirus zebra,Dendrochirus zebra,Dendrochirus zebra,Dendrochirus zebra,zebra turkeyfish,2334538,94308,accepted,218053,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Dendrochirus
Brachypterois serrulifer,Brachypterois serrulifer,Brachypterois serrulifer,Brachypterois serrulifer,Brachypterois serrulifer,,5816743,1381109,accepted,1043613,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Brachypterois
Dendrochirus biocellatus,Dendrochirus biocellatus,Dendrochirus biocellatus,Dendrochirus biocellatus,Dendrochirus biocellatus,twospot turkeyfish,2334545,586815,accepted,218051,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Scorpaenidae,Dendrochirus
Drepane punctata,Drepane punctata,Drepane punctata,Drepane punctata,Drepane punctata,spotted sicklefish,2374434,75022,accepted,220046,accepted,0,Animalia,Chordata,Teleostei,Acanthuriformes,Drepaneidae,Drepane
Drepane longimana,Drepane longimana,Drepane longimana,Drepane longimana,Drepane longimana,concertina fish,2374444,1003726,accepted,220047,accepted,0,Animalia,Chordata,Teleostei,Acanthuriformes,Drepaneidae,Drepane
Drepane africana,Drepane africana,Drepane africana,Drepane africana,Drepane africana,African sicklefish,2374445,206149,accepted,277898,accepted,0,Animalia,Chordata,Teleostei,Acanthuriformes,Drepaneidae,Drepane
Apodichthys fucorum,Apodichthys fucorum,Apodichthys fucorum,Apodichthys fucorum,Apodichthys fucorum,kelp gunnel,2390390,57780,accepted,279665,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Pholidae,Apodichthys
Epigonus pectinifer,Epigonus pectinifer,Epigonus pectinifer,Epigonus pectinifer,Epigonus pectinifer,,2395053,2898414,accepted,159707,accepted,0,Animalia,Chordata,Teleostei,Acropomatiformes,Epigonidae,Epigonus
Pungitius sinensis,Pungitius sinensis,Pungitius sinensis,Pungitius sinensis,Pungitius sinensis,Amur stickleback,5204684,497904,accepted,272522,accepted,0,Animalia,Chordata,Teleostei,Perciformes,Gasterosteidae,Pungitius
Synchiropus splendidus,Synchiropus splendidus,Synchiropus splendidus,Synchiropus splendidus,Synchiropus splendidus,mandarinfish,2386640,270530,accepted,273264,accepted,0,Animalia,Chordata,Teleostei,Callionymiformes,Callionymidae,Synchiropus
Calotomus carolinus,Calotomus carolinus,Calotomus carolinus,Calotomus carolinus,Calotomus carolinus,Caroline's parrotfish,2393870,188112,accepted,219076,accepted,0,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Calotomus
Coelorinchus japonicus,Coelorinchus japonicus,Coelorinchus japonicus,Coelorinchus japonicus,Coelorinchus japonicus,Japanese grenadier,2416055,390689,accepted,280292,accepted,0,Animalia,Chordata,Teleostei,Gadiformes,Macrouridae,Coelorinchus
Thymallus baicalolenensis,Thymallus baicalolenensis,Thymallus baicalolenensis,Thymallus baicalolenensis,Thymallus baicalolenensis,,11171390,1854753,accepted,1495364,accepted,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Thymallus
Thymallus pallasii,Thymallus pallasii,Thymallus pallasii,Thymallus pallasii,Thymallus pallasii,East Siberian grayling,5203989,1542449,accepted,275331,accepted,0,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Thymallus
Argyrops spinifer,Argyrops spinifer,Argyrops spinifer,Argyrops spinifer,Argyrops spinifer,king soldierbream,5211027,119684,accepted,218590,accepted,0,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Argyrops
Argyrops filamentosus,Argyrops filamentosus,Argyrops filamentosus,Argyrops filamentosus,Argyrops filamentosus,soldier bream,5211031,990556,accepted,218591,accepted,0,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Argyrops
Argyrops bleekeri,Argyrops bleekeri,Argyrops bleekeri,Argyrops bleekeri,Argyrops bleekeri,Taiwan tai,5211033,561095,accepted,279055,accepted,0,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Argyrops
Beryx decadactylus,Beryx decadactylus,Beryx decadactylus,Beryx decadactylus,Beryx decadactylus,alfonsino,2356613,107241,accepted,126394,accepted,0,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx
Rhinogobius tandikan,NA,Rhinogobius tandikan,Rhinogobius tandikan,Rhinogobius tandikan,,11377533,2864139,accepted,NA,NA,NA,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Rhinogobius
Obliquogobius yamadai,Obliquogobius yamadai,Obliquogobius yamadai,Obliquogobius yamadai,Obliquogobius yamadai,,2377315,1642176,accepted,398647,accepted,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Obliquogobius
Solegnathus spinosissimus,Solegnathus spinosissimus,Solegnathus spinosissimus,Solegnathus spinosissimus,Solegnathus spinosissimus,spiny pipehorse,2332695,1619166,accepted,278078,accepted,0,Animalia,Chordata,Teleostei,Syngnathiformes,Syngnathidae,Solegnathus
Tetrosomus concatenatus,Tetrosomus concatenatus,Tetrosomus concatenatus,Tetrosomus concatenatus,Tetrosomus concatenatus,triangular boxfish,2408172,245709,accepted,219916,accepted,0,Animalia,Chordata,Teleostei,Tetraodontiformes,Ostraciidae,Tetrosomus
Lesueurigobius friesii,Lesueurigobius friesii,Lesueurigobius friesii,Lesueurigobius friesii,Lesueurigobius friesii,Fries's goby,2378673,441905,accepted,126904,accepted,0,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Lesueurigobius
Beryx sp.,NA,Beryx sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx
Chiasmodon harteli,Chiasmodon harteli,Chiasmodon harteli,Chiasmodon harteli,Chiasmodon harteli,,5961758,1263176,accepted,712795,accepted,0,Animalia,Chordata,Teleostei,Scombriformes,Chiasmodontidae,Chiasmodon
Centrophryne spinulosa,Centrophryne spinulosa,Centrophryne spinulosa,Centrophryne spinulosa,Centrophryne spinulosa,,2415118,1738860,accepted,126536,accepted,0,Animalia,Chordata,Teleostei,Lophiiformes,Centrophrynidae,Centrophryne
Dorosoma petenense,Dorosoma petenense,Dorosoma petenense,Dorosoma petenense,Dorosoma petenense,threadfin shad,2413553,224713,accepted,276310,accepted,0,Animalia,Chordata,Teleostei,Clupeiformes,Dorosomatidae,Dorosoma
Konosirus punctatus,Konosirus punctatus,Konosirus punctatus,Konosirus punctatus,Konosirus punctatus,Konoshiro gizzard shad,2413040,365056,accepted,281225,accepted,0,Animalia,Chordata,Teleostei,Clupeiformes,Dorosomatidae,Konosirus
Clupanodon thrissa,Clupanodon thrissa,Clupanodon thrissa,Clupanodon thrissa,Clupanodon thrissa,Chinese gizzard shad,2412557,403224,accepted,280223,accepted,0,Animalia,Chordata,Teleostei,Clupeiformes,Dorosomatidae,Clupanodon
Dorosoma cepedianum,Dorosoma cepedianum,Dorosoma cepedianum,Dorosoma cepedianum,Dorosoma cepedianum,American gizzard shad,2413541,336262,accepted,159600,accepted,0,Animalia,Chordata,Teleostei,Clupeiformes,Dorosomatidae,Dorosoma
Nematalosa come,Nematalosa come,Nematalosa come,Nematalosa come,Nematalosa come,Western Pacific gizzard shad,2413030,1300979,accepted,278453,accepted,0,Animalia,Chordata,Teleostei,Clupeiformes,Dorosomatidae,Nematalosa
Sardinella albella,Sardinella albella,Sardinella albella,Sardinella albella,Sardinella albella,white sardinella,2412822,96886,accepted,212268,accepted,0,Animalia,Chordata,Teleostei,Clupeiformes,Dorosomatidae,Sardinella
Microthrissa congica,Microthrissa congica,Microthrissa congica,Microthrissa congica,Microthrissa congica,bigscale pellonuline,2413500,521033,accepted,1026894,accepted,1,Animalia,Chordata,Teleostei,Clupeiformes,Dorosomatidae,Microthrissa
Nematalosa japonica,Nematalosa japonica,Nematalosa japonica,Nematalosa japonica,Nematalosa japonica,,2412998,373250,accepted,278456,accepted,0,Animalia,Chordata,Teleostei,Clupeiformes,Dorosomatidae,Nematalosa
Sardinella fijiensis,Sardinella fijiensis,Sardinella fijiensis,Sardinella fijiensis,Sardinella fijiensis,,2412802,2026185,synonym,400058,accepted,0,Animalia,Chordata,Teleostei,Clupeiformes,Dorosomatidae,Sardinella
Sardinella jussieu,Sardinella jussieu,Sardinella jussieu,Sardinella jussieu,Sardinella jussieu,Mauritian sardinella,9753910,435220,accepted,272272,accepted,0,Animalia,Chordata,Teleostei,Clupeiformes,Dorosomatidae,Sardinella
Limnothrissa miodon,Limnothrissa miodon,Limnothrissa miodon,Limnothrissa miodon,Limnothrissa miodon,,2413361,55124,accepted,1026860,accepted,1,Animalia,Chordata,Teleostei,Clupeiformes,Dorosomatidae,Limnothrissa
Nematalosa nasus,Nematalosa nasus,Nematalosa nasus,Nematalosa nasus,Nematalosa nasus,Bloch's gizzard shad,2413001,568884,accepted,217450,accepted,0,Animalia,Chordata,Teleostei,Clupeiformes,Dorosomatidae,Nematalosa
Pellonula vorax,Pellonula vorax,Pellonula vorax,Pellonula vorax,Pellonula vorax,bigtoothed pellonula,2413432,521025,accepted,282187,accepted,0,Animalia,Chordata,Teleostei,Clupeiformes,Dorosomatidae,Pellonula
